emotion,phrase,language
jealous,envy very,en
jealous,really envy,en
jealous,envy really,en
jealous,super envy,en
jealous,envy super,en
jealous,extremely envy,en
jealous,envy extremely,en
jealous,quite envy,en
jealous,envy quite,en
jealous,naiinggit ako,fil
jealous,naiinggit ako sa login,fil
jealous,naiinggit ako sa account ko,fil
jealous,naiinggit ako sa appointment,fil
jealous,naiinggit ako sa password,fil
jealous,naiinggit ako sa medconnect,fil
jealous,naiinggit ako sa pag-book,fil
jealous,naiinggit ako sa registration,fil
jealous,naiinggit ako tungkol sa appointment,fil
jealous,naiinggit ako sa kalusugan ko,fil
jealous,sobrang naiinggit ako,fil
jealous,naiinggit ako sobrang,fil
jealous,talaga naiinggit ako,fil
jealous,naiinggit ako talaga,fil
jealous,grabe naiinggit ako,fil
jealous,naiinggit ako grabe,fil
jealous,napaka naiinggit ako,fil
jealous,naiinggit ako napaka,fil
jealous,super naiinggit ako,fil
jealous,naiinggit ako super,fil
jealous,selos ako,fil
jealous,selos ako sa login,fil
jealous,selos ako sa account ko,fil
jealous,selos ako sa appointment,fil
jealous,selos ako sa password,fil
jealous,selos ako sa medconnect,fil
jealous,selos ako sa pag-book,fil
jealous,selos ako sa registration,fil
jealous,selos ako tungkol sa appointment,fil
jealous,selos ako sa kalusugan ko,fil
jealous,sobrang selos ako,fil
jealous,selos ako sobrang,fil
jealous,talaga selos ako,fil
jealous,selos ako talaga,fil
jealous,grabe selos ako,fil
jealous,selos ako grabe,fil
jealous,napaka selos ako,fil
jealous,selos ako napaka,fil
jealous,super selos ako,fil
jealous,selos ako super,fil
jealous,inggit,fil
jealous,inggit sa login,fil
jealous,inggit sa account ko,fil
jealous,inggit sa appointment,fil
jealous,inggit sa password,fil
jealous,inggit sa medconnect,fil
jealous,inggit sa pag-book,fil
jealous,inggit sa registration,fil
jealous,inggit tungkol sa appointment,fil
jealous,inggit sa kalusugan ko,fil
jealous,sobrang inggit,fil
jealous,inggit sobrang,fil
jealous,talaga inggit,fil
jealous,inggit talaga,fil
jealous,grabe inggit,fil
jealous,inggit grabe,fil
jealous,napaka inggit,fil
jealous,inggit napaka,fil
jealous,super inggit,fil
jealous,inggit super,fil
jealous,naiinggit ko sa login,hil
jealous,naiinggit ko sa account ko,hil
jealous,naiinggit ko sa appointment,hil
jealous,naiinggit ko sa password,hil
jealous,naiinggit ko sa medconnect,hil
jealous,naiinggit ko sa pag-book,hil
jealous,naiinggit ko sa registration,hil
jealous,naiinggit ko parte sa appointment,hil
jealous,naiinggit ko sa akon kahimsog,hil
jealous,gid naiinggit ko,hil
jealous,naiinggit ko gid,hil
jealous,kaayo naiinggit ko,hil
jealous,naiinggit ko kaayo,hil
jealous,grabe naiinggit ko,hil
jealous,naiinggit ko grabe,hil
jealous,super naiinggit ko,hil
jealous,naiinggit ko super,hil
jealous,talaga naiinggit ko,hil
jealous,naiinggit ko talaga,hil
jealous,selos ko sa login,hil
jealous,selos ko sa account ko,hil
jealous,selos ko sa appointment,hil
jealous,selos ko sa password,hil
jealous,selos ko sa medconnect,hil
jealous,selos ko sa pag-book,hil
jealous,selos ko sa registration,hil
jealous,selos ko parte sa appointment,hil
jealous,selos ko sa akon kahimsog,hil
jealous,gid selos ko,hil
jealous,selos ko gid,hil
jealous,kaayo selos ko,hil
jealous,selos ko kaayo,hil
jealous,grabe selos ko,hil
jealous,selos ko grabe,hil
jealous,super selos ko,hil
jealous,selos ko super,hil
jealous,talaga selos ko,hil
jealous,selos ko talaga,hil
jealous,inggit parte sa appointment,hil
jealous,inggit sa akon kahimsog,hil
jealous,gid inggit,hil
jealous,inggit gid,hil
jealous,kaayo inggit,hil
jealous,inggit kaayo,hil
surprised,surprised,en
surprised,surprised with login,en
surprised,surprised with sign in,en
surprised,surprised with my account,en
surprised,surprised with appointment,en
surprised,surprised with booking,en
surprised,surprised with password,en
surprised,surprised with medconnect,en
surprised,surprised with the website,en
surprised,surprised with registration,en
surprised,surprised about my appointment,en
surprised,surprised about my health,en
surprised,surprised about my records,en
surprised,so surprised,en
surprised,surprised so,en
surprised,very surprised,en
surprised,surprised very,en
surprised,really surprised,en
surprised,surprised really,en
surprised,super surprised,en
surprised,surprised super,en
surprised,extremely surprised,en
surprised,surprised extremely,en
surprised,quite surprised,en
surprised,surprised quite,en
surprised,shocked,en
surprised,shocked with login,en
surprised,shocked with sign in,en
surprised,shocked with my account,en
surprised,shocked with appointment,en
surprised,shocked with booking,en
surprised,shocked with password,en
surprised,shocked with medconnect,en
surprised,shocked with the website,en
surprised,shocked with registration,en
surprised,shocked about my appointment,en
surprised,shocked about my health,en
surprised,shocked about my records,en
surprised,so shocked,en
surprised,shocked so,en
surprised,very shocked,en
surprised,shocked very,en
surprised,really shocked,en
surprised,shocked really,en
surprised,super shocked,en
surprised,shocked super,en
surprised,extremely shocked,en
surprised,shocked extremely,en
surprised,quite shocked,en
surprised,shocked quite,en
surprised,wow,en
surprised,wow with login,en
surprised,wow with sign in,en
surprised,wow with my account,en
surprised,wow with appointment,en
surprised,wow with booking,en
surprised,wow with password,en
surprised,wow with medconnect,en
surprised,wow with the website,en
surprised,wow with registration,en
surprised,wow about my appointment,en
surprised,wow about my health,en
surprised,wow about my records,en
surprised,so wow,en
surprised,wow so,en
surprised,very wow,en
surprised,wow very,en
surprised,really wow,en
surprised,wow really,en
surprised,super wow,en
surprised,wow super,en
surprised,extremely wow,en
surprised,wow extremely,en
surprised,quite wow,en
surprised,wow quite,en
surprised,can't believe,en
surprised,can't believe with login,en
surprised,can't believe with sign in,en
surprised,can't believe with my account,en
surprised,can't believe with appointment,en
surprised,can't believe with booking,en
surprised,can't believe with password,en
surprised,can't believe with medconnect,en
surprised,can't believe with the website,en
surprised,can't believe with registration,en
surprised,can't believe about my appointment,en
surprised,can't believe about my health,en
surprised,can't believe about my records,en
surprised,so can't believe,en
surprised,can't believe so,en
surprised,very can't believe,en
surprised,can't believe very,en
surprised,really can't believe,en
surprised,can't believe really,en
surprised,super can't believe,en
surprised,can't believe super,en
surprised,extremely can't believe,en
surprised,can't believe extremely,en
surprised,quite can't believe,en
surprised,can't believe quite,en
surprised,nagulat ako,fil
surprised,nagulat ako sa login,fil
surprised,nagulat ako sa account ko,fil
surprised,nagulat ako sa appointment,fil
surprised,nagulat ako sa password,fil
surprised,nagulat ako sa medconnect,fil
surprised,nagulat ako sa pag-book,fil
surprised,nagulat ako sa registration,fil
surprised,nagulat ako tungkol sa appointment,fil
surprised,nagulat ako sa kalusugan ko,fil
surprised,sobrang nagulat ako,fil
surprised,nagulat ako sobrang,fil
surprised,talaga nagulat ako,fil
surprised,nagulat ako talaga,fil
surprised,grabe nagulat ako,fil
surprised,nagulat ako grabe,fil
surprised,napaka nagulat ako,fil
surprised,nagulat ako napaka,fil
surprised,super nagulat ako,fil
surprised,nagulat ako super,fil
surprised,grabe sa login,fil
surprised,grabe sa account ko,fil
surprised,grabe sa appointment,fil
surprised,grabe sa password,fil
surprised,grabe sa medconnect,fil
surprised,grabe sa pag-book,fil
surprised,grabe sa registration,fil
surprised,grabe tungkol sa appointment,fil
surprised,grabe sa kalusugan ko,fil
surprised,sobrang grabe,fil
surprised,grabe sobrang,fil
surprised,talaga grabe,fil
surprised,grabe talaga,fil
surprised,grabe grabe,fil
surprised,napaka grabe,fil
surprised,grabe napaka,fil
surprised,super grabe,fil
surprised,grabe super,fil
surprised,wow sa login,fil
surprised,wow sa account ko,fil
surprised,wow sa appointment,fil
surprised,wow sa password,fil
surprised,wow sa medconnect,fil
surprised,wow sa pag-book,fil
surprised,wow sa registration,fil
surprised,wow tungkol sa appointment,fil
surprised,wow sa kalusugan ko,fil
surprised,sobrang wow,fil
surprised,wow sobrang,fil
surprised,talaga wow,fil
surprised,wow talaga,fil
surprised,grabe wow,fil
surprised,wow grabe,fil
surprised,napaka wow,fil
surprised,wow napaka,fil
surprised,nagulat ko,hil
surprised,nagulat ko sa login,hil
surprised,nagulat ko sa account ko,hil
surprised,nagulat ko sa appointment,hil
surprised,nagulat ko sa password,hil
surprised,nagulat ko sa medconnect,hil
surprised,nagulat ko sa pag-book,hil
surprised,nagulat ko sa registration,hil
surprised,nagulat ko parte sa appointment,hil
surprised,nagulat ko sa akon kahimsog,hil
surprised,gid nagulat ko,hil
surprised,nagulat ko gid,hil
surprised,kaayo nagulat ko,hil
surprised,nagulat ko kaayo,hil
surprised,grabe nagulat ko,hil
surprised,nagulat ko grabe,hil
surprised,super nagulat ko,hil
surprised,nagulat ko super,hil
surprised,talaga nagulat ko,hil
surprised,nagulat ko talaga,hil
surprised,grabe parte sa appointment,hil
surprised,grabe sa akon kahimsog,hil
surprised,gid grabe,hil
surprised,grabe gid,hil
surprised,kaayo grabe,hil
surprised,wow gid sa login,hil
surprised,wow gid sa account ko,hil
surprised,wow gid sa appointment,hil
surprised,wow gid sa password,hil
surprised,wow gid sa medconnect,hil
surprised,wow gid sa pag-book,hil
surprised,wow gid sa registration,hil
surprised,wow gid parte sa appointment,hil
surprised,wow gid sa akon kahimsog,hil
surprised,gid wow gid,hil
surprised,wow gid gid,hil
surprised,kaayo wow gid,hil
surprised,wow gid kaayo,hil
surprised,grabe wow gid,hil
surprised,wow gid grabe,hil
surprised,super wow gid,hil
surprised,wow gid super,hil
surprised,talaga wow gid,hil
surprised,wow gid talaga,hil
affectionate,love you,en
affectionate,love you with login,en
affectionate,love you with sign in,en
affectionate,love you with my account,en
affectionate,love you with appointment,en
affectionate,love you with booking,en
affectionate,love you with password,en
affectionate,love you with medconnect,en
affectionate,love you with the website,en
affectionate,love you with registration,en
affectionate,love you about my appointment,en
affectionate,love you about my health,en
affectionate,love you about my records,en
affectionate,so love you,en
affectionate,love you so,en
affectionate,very love you,en
affectionate,love you very,en
affectionate,really love you,en
affectionate,love you really,en
affectionate,super love you,en
affectionate,love you super,en
affectionate,extremely love you,en
affectionate,love you extremely,en
affectionate,quite love you,en
affectionate,love you quite,en
affectionate,miss you,en
affectionate,miss you with login,en
affectionate,miss you with sign in,en
affectionate,miss you with my account,en
affectionate,miss you with appointment,en
affectionate,miss you with booking,en
affectionate,miss you with password,en
affectionate,miss you with medconnect,en
affectionate,miss you with the website,en
affectionate,miss you with registration,en
affectionate,miss you about my appointment,en
affectionate,miss you about my health,en
affectionate,miss you about my records,en
affectionate,so miss you,en
affectionate,miss you so,en
affectionate,very miss you,en
affectionate,miss you very,en
affectionate,really miss you,en
affectionate,miss you really,en
affectionate,super miss you,en
affectionate,miss you super,en
affectionate,extremely miss you,en
affectionate,miss you extremely,en
affectionate,quite miss you,en
affectionate,miss you quite,en
affectionate,care about you,en
affectionate,care about you with login,en
affectionate,care about you with sign in,en
affectionate,care about you with my account,en
affectionate,care about you with appointment,en
affectionate,care about you with booking,en
affectionate,care about you with password,en
affectionate,care about you with medconnect,en
affectionate,care about you with the website,en
affectionate,care about you with registration,en
affectionate,care about you about my appointment,en
affectionate,care about you about my health,en
affectionate,care about you about my records,en
affectionate,so care about you,en
affectionate,care about you so,en
affectionate,very care about you,en
affectionate,care about you very,en
affectionate,really care about you,en
affectionate,care about you really,en
affectionate,super care about you,en
affectionate,care about you super,en
affectionate,extremely care about you,en
affectionate,care about you extremely,en
affectionate,quite care about you,en
affectionate,care about you quite,en
affectionate,warm feelings,en
affectionate,warm feelings with login,en
affectionate,warm feelings with sign in,en
affectionate,warm feelings with my account,en
affectionate,warm feelings with appointment,en
affectionate,warm feelings with booking,en
affectionate,warm feelings with password,en
affectionate,warm feelings with medconnect,en
affectionate,warm feelings with the website,en
affectionate,warm feelings with registration,en
affectionate,warm feelings about my appointment,en
affectionate,warm feelings about my health,en
affectionate,warm feelings about my records,en
affectionate,so warm feelings,en
affectionate,warm feelings so,en
affectionate,very warm feelings,en
affectionate,warm feelings very,en
affectionate,really warm feelings,en
affectionate,warm feelings really,en
affectionate,super warm feelings,en
affectionate,warm feelings super,en
affectionate,extremely warm feelings,en
affectionate,warm feelings extremely,en
affectionate,quite warm feelings,en
affectionate,warm feelings quite,en
affectionate,miss ko kayo,fil
affectionate,miss ko kayo sa login,fil
affectionate,miss ko kayo sa account ko,fil
affectionate,miss ko kayo sa appointment,fil
affectionate,miss ko kayo sa password,fil
affectionate,miss ko kayo sa medconnect,fil
affectionate,miss ko kayo sa pag-book,fil
affectionate,miss ko kayo sa registration,fil
affectionate,miss ko kayo tungkol sa appointment,fil
affectionate,miss ko kayo sa kalusugan ko,fil
affectionate,sobrang miss ko kayo,fil
affectionate,miss ko kayo sobrang,fil
affectionate,talaga miss ko kayo,fil
affectionate,miss ko kayo talaga,fil
affectionate,grabe miss ko kayo,fil
affectionate,miss ko kayo grabe,fil
affectionate,napaka miss ko kayo,fil
affectionate,miss ko kayo napaka,fil
affectionate,super miss ko kayo,fil
affectionate,miss ko kayo super,fil
affectionate,mahal ko kayo,fil
affectionate,mahal ko kayo sa login,fil
affectionate,mahal ko kayo sa account ko,fil
affectionate,mahal ko kayo sa appointment,fil
affectionate,mahal ko kayo sa password,fil
affectionate,mahal ko kayo sa medconnect,fil
affectionate,mahal ko kayo sa pag-book,fil
affectionate,mahal ko kayo sa registration,fil
affectionate,mahal ko kayo tungkol sa appointment,fil
affectionate,mahal ko kayo sa kalusugan ko,fil
affectionate,sobrang mahal ko kayo,fil
affectionate,mahal ko kayo sobrang,fil
affectionate,talaga mahal ko kayo,fil
affectionate,mahal ko kayo talaga,fil
affectionate,grabe mahal ko kayo,fil
affectionate,mahal ko kayo grabe,fil
affectionate,napaka mahal ko kayo,fil
affectionate,mahal ko kayo napaka,fil
affectionate,super mahal ko kayo,fil
affectionate,mahal ko kayo super,fil
affectionate,malambing,fil
affectionate,malambing sa login,fil
affectionate,malambing sa account ko,fil
affectionate,malambing sa appointment,fil
affectionate,malambing sa password,fil
affectionate,malambing sa medconnect,fil
affectionate,malambing sa pag-book,fil
