local_term,english_term,synonym_group,language,status
i have abn immunolog findings in specmn from male genital organs,Abn Immunolog Findings in Specmn From Male Genital Organs,abn_immunolog_findings_in_specmn_from_male_genital_organs,hiligaynon,active
experiencing abn immunolog findings in specmn from male genital organs,Abn Immunolog Findings in Specmn From Male Genital Organs,abn_immunolog_findings_in_specmn_from_male_genital_organs,hiligaynon,active
suffering from abn immunolog findings in specmn from male genital organs,Abn Immunolog Findings in Specmn From Male Genital Organs,abn_immunolog_findings_in_specmn_from_male_genital_organs,hiligaynon,active
abn immunolog findings in specmn from male genital organs symptom,Abn Immunolog Findings in Specmn From Male Genital Organs,abn_immunolog_findings_in_specmn_from_male_genital_organs,hiligaynon,active
feeling of abn immunolog findings in specmn from male genital organs,Abn Immunolog Findings in Specmn From Male Genital Organs,abn_immunolog_findings_in_specmn_from_male_genital_organs,hiligaynon,active
complains of abn immunolog findings in specmn from male genital organs,Abn Immunolog Findings in Specmn From Male Genital Organs,abn_immunolog_findings_in_specmn_from_male_genital_organs,hiligaynon,active
with abn immunolog findings in specmn from male genital organs,Abn Immunolog Findings in Specmn From Male Genital Organs,abn_immunolog_findings_in_specmn_from_male_genital_organs,hiligaynon,active
abn immunolog findings in specmn from male genital organs present,Abn Immunolog Findings in Specmn From Male Genital Organs,abn_immunolog_findings_in_specmn_from_male_genital_organs,hiligaynon,active
ongoing abn immunolog findings in specmn from male genital organs,Abn Immunolog Findings in Specmn From Male Genital Organs,abn_immunolog_findings_in_specmn_from_male_genital_organs,hiligaynon,active
persistent abn immunolog findings in specmn from male genital organs,Abn Immunolog Findings in Specmn From Male Genital Organs,abn_immunolog_findings_in_specmn_from_male_genital_organs,hiligaynon,active
i have abn lev drug/meds/biol subst in cerebrospinal fluid,Abn Lev Drug/meds/biol Subst in Cerebrospinal Fluid,abn_lev_drug_meds_biol_subst_in_cerebrospinal_fluid,hiligaynon,active
experiencing abn lev drug/meds/biol subst in cerebrospinal fluid,Abn Lev Drug/meds/biol Subst in Cerebrospinal Fluid,abn_lev_drug_meds_biol_subst_in_cerebrospinal_fluid,hiligaynon,active
suffering from abn lev drug/meds/biol subst in cerebrospinal fluid,Abn Lev Drug/meds/biol Subst in Cerebrospinal Fluid,abn_lev_drug_meds_biol_subst_in_cerebrospinal_fluid,hiligaynon,active
abn lev drug/meds/biol subst in cerebrospinal fluid symptom,Abn Lev Drug/meds/biol Subst in Cerebrospinal Fluid,abn_lev_drug_meds_biol_subst_in_cerebrospinal_fluid,hiligaynon,active
feeling of abn lev drug/meds/biol subst in cerebrospinal fluid,Abn Lev Drug/meds/biol Subst in Cerebrospinal Fluid,abn_lev_drug_meds_biol_subst_in_cerebrospinal_fluid,hiligaynon,active
complains of abn lev drug/meds/biol subst in cerebrospinal fluid,Abn Lev Drug/meds/biol Subst in Cerebrospinal Fluid,abn_lev_drug_meds_biol_subst_in_cerebrospinal_fluid,hiligaynon,active
with abn lev drug/meds/biol subst in cerebrospinal fluid,Abn Lev Drug/meds/biol Subst in Cerebrospinal Fluid,abn_lev_drug_meds_biol_subst_in_cerebrospinal_fluid,hiligaynon,active
abn lev drug/meds/biol subst in cerebrospinal fluid present,Abn Lev Drug/meds/biol Subst in Cerebrospinal Fluid,abn_lev_drug_meds_biol_subst_in_cerebrospinal_fluid,hiligaynon,active
ongoing abn lev drug/meds/biol subst in cerebrospinal fluid,Abn Lev Drug/meds/biol Subst in Cerebrospinal Fluid,abn_lev_drug_meds_biol_subst_in_cerebrospinal_fluid,hiligaynon,active
persistent abn lev drug/meds/biol subst in cerebrospinal fluid,Abn Lev Drug/meds/biol Subst in Cerebrospinal Fluid,abn_lev_drug_meds_biol_subst_in_cerebrospinal_fluid,hiligaynon,active
i have abn lev drug/meds/biol subst in specimens from oth org/tiss,Abn Lev Drug/meds/biol Subst in Specimens From Oth Org/tiss,abn_lev_drug_meds_biol_subst_in_specimens_from_oth_org_tiss,hiligaynon,active
experiencing abn lev drug/meds/biol subst in specimens from oth org/tiss,Abn Lev Drug/meds/biol Subst in Specimens From Oth Org/tiss,abn_lev_drug_meds_biol_subst_in_specimens_from_oth_org_tiss,hiligaynon,active
suffering from abn lev drug/meds/biol subst in specimens from oth org/tiss,Abn Lev Drug/meds/biol Subst in Specimens From Oth Org/tiss,abn_lev_drug_meds_biol_subst_in_specimens_from_oth_org_tiss,hiligaynon,active
abn lev drug/meds/biol subst in specimens from oth org/tiss symptom,Abn Lev Drug/meds/biol Subst in Specimens From Oth Org/tiss,abn_lev_drug_meds_biol_subst_in_specimens_from_oth_org_tiss,hiligaynon,active
feeling of abn lev drug/meds/biol subst in specimens from oth org/tiss,Abn Lev Drug/meds/biol Subst in Specimens From Oth Org/tiss,abn_lev_drug_meds_biol_subst_in_specimens_from_oth_org_tiss,hiligaynon,active
complains of abn lev drug/meds/biol subst in specimens from oth org/tiss,Abn Lev Drug/meds/biol Subst in Specimens From Oth Org/tiss,abn_lev_drug_meds_biol_subst_in_specimens_from_oth_org_tiss,hiligaynon,active
with abn lev drug/meds/biol subst in specimens from oth org/tiss,Abn Lev Drug/meds/biol Subst in Specimens From Oth Org/tiss,abn_lev_drug_meds_biol_subst_in_specimens_from_oth_org_tiss,hiligaynon,active
abn lev drug/meds/biol subst in specimens from oth org/tiss present,Abn Lev Drug/meds/biol Subst in Specimens From Oth Org/tiss,abn_lev_drug_meds_biol_subst_in_specimens_from_oth_org_tiss,hiligaynon,active
ongoing abn lev drug/meds/biol subst in specimens from oth org/tiss,Abn Lev Drug/meds/biol Subst in Specimens From Oth Org/tiss,abn_lev_drug_meds_biol_subst_in_specimens_from_oth_org_tiss,hiligaynon,active
persistent abn lev drug/meds/biol subst in specimens from oth org/tiss,Abn Lev Drug/meds/biol Subst in Specimens From Oth Org/tiss,abn_lev_drug_meds_biol_subst_in_specimens_from_oth_org_tiss,hiligaynon,active
i have abn lev drug/meds/biol subst in specimens from resp org/thrx,Abn Lev Drug/meds/biol Subst in Specimens From Resp Org/thrx,abn_lev_drug_meds_biol_subst_in_specimens_from_resp_org_thrx,hiligaynon,active
experiencing abn lev drug/meds/biol subst in specimens from resp org/thrx,Abn Lev Drug/meds/biol Subst in Specimens From Resp Org/thrx,abn_lev_drug_meds_biol_subst_in_specimens_from_resp_org_thrx,hiligaynon,active
suffering from abn lev drug/meds/biol subst in specimens from resp org/thrx,Abn Lev Drug/meds/biol Subst in Specimens From Resp Org/thrx,abn_lev_drug_meds_biol_subst_in_specimens_from_resp_org_thrx,hiligaynon,active
abn lev drug/meds/biol subst in specimens from resp org/thrx symptom,Abn Lev Drug/meds/biol Subst in Specimens From Resp Org/thrx,abn_lev_drug_meds_biol_subst_in_specimens_from_resp_org_thrx,hiligaynon,active
feeling of abn lev drug/meds/biol subst in specimens from resp org/thrx,Abn Lev Drug/meds/biol Subst in Specimens From Resp Org/thrx,abn_lev_drug_meds_biol_subst_in_specimens_from_resp_org_thrx,hiligaynon,active
complains of abn lev drug/meds/biol subst in specimens from resp org/thrx,Abn Lev Drug/meds/biol Subst in Specimens From Resp Org/thrx,abn_lev_drug_meds_biol_subst_in_specimens_from_resp_org_thrx,hiligaynon,active
with abn lev drug/meds/biol subst in specimens from resp org/thrx,Abn Lev Drug/meds/biol Subst in Specimens From Resp Org/thrx,abn_lev_drug_meds_biol_subst_in_specimens_from_resp_org_thrx,hiligaynon,active
abn lev drug/meds/biol subst in specimens from resp org/thrx present,Abn Lev Drug/meds/biol Subst in Specimens From Resp Org/thrx,abn_lev_drug_meds_biol_subst_in_specimens_from_resp_org_thrx,hiligaynon,active
ongoing abn lev drug/meds/biol subst in specimens from resp org/thrx,Abn Lev Drug/meds/biol Subst in Specimens From Resp Org/thrx,abn_lev_drug_meds_biol_subst_in_specimens_from_resp_org_thrx,hiligaynon,active
persistent abn lev drug/meds/biol subst in specimens from resp org/thrx,Abn Lev Drug/meds/biol Subst in Specimens From Resp Org/thrx,abn_lev_drug_meds_biol_subst_in_specimens_from_resp_org_thrx,hiligaynon,active
i have abn lev drug/meds/biol subst in specmn fr dgstv org/abd cav,Abn Lev Drug/meds/biol Subst in Specmn Fr Dgstv Org/abd Cav,abn_lev_drug_meds_biol_subst_in_specmn_fr_dgstv_org_abd_cav,hiligaynon,active
experiencing abn lev drug/meds/biol subst in specmn fr dgstv org/abd cav,Abn Lev Drug/meds/biol Subst in Specmn Fr Dgstv Org/abd Cav,abn_lev_drug_meds_biol_subst_in_specmn_fr_dgstv_org_abd_cav,hiligaynon,active
suffering from abn lev drug/meds/biol subst in specmn fr dgstv org/abd cav,Abn Lev Drug/meds/biol Subst in Specmn Fr Dgstv Org/abd Cav,abn_lev_drug_meds_biol_subst_in_specmn_fr_dgstv_org_abd_cav,hiligaynon,active
abn lev drug/meds/biol subst in specmn fr dgstv org/abd cav symptom,Abn Lev Drug/meds/biol Subst in Specmn Fr Dgstv Org/abd Cav,abn_lev_drug_meds_biol_subst_in_specmn_fr_dgstv_org_abd_cav,hiligaynon,active
feeling of abn lev drug/meds/biol subst in specmn fr dgstv org/abd cav,Abn Lev Drug/meds/biol Subst in Specmn Fr Dgstv Org/abd Cav,abn_lev_drug_meds_biol_subst_in_specmn_fr_dgstv_org_abd_cav,hiligaynon,active
complains of abn lev drug/meds/biol subst in specmn fr dgstv org/abd cav,Abn Lev Drug/meds/biol Subst in Specmn Fr Dgstv Org/abd Cav,abn_lev_drug_meds_biol_subst_in_specmn_fr_dgstv_org_abd_cav,hiligaynon,active
with abn lev drug/meds/biol subst in specmn fr dgstv org/abd cav,Abn Lev Drug/meds/biol Subst in Specmn Fr Dgstv Org/abd Cav,abn_lev_drug_meds_biol_subst_in_specmn_fr_dgstv_org_abd_cav,hiligaynon,active
abn lev drug/meds/biol subst in specmn fr dgstv org/abd cav present,Abn Lev Drug/meds/biol Subst in Specmn Fr Dgstv Org/abd Cav,abn_lev_drug_meds_biol_subst_in_specmn_fr_dgstv_org_abd_cav,hiligaynon,active
ongoing abn lev drug/meds/biol subst in specmn fr dgstv org/abd cav,Abn Lev Drug/meds/biol Subst in Specmn Fr Dgstv Org/abd Cav,abn_lev_drug_meds_biol_subst_in_specmn_fr_dgstv_org_abd_cav,hiligaynon,active
persistent abn lev drug/meds/biol subst in specmn fr dgstv org/abd cav,Abn Lev Drug/meds/biol Subst in Specmn Fr Dgstv Org/abd Cav,abn_lev_drug_meds_biol_subst_in_specmn_fr_dgstv_org_abd_cav,hiligaynon,active
i have abn lev drug/meds/biol subst in specmn from fem gntl organs,Abn Lev Drug/meds/biol Subst in Specmn From Fem Gntl Organs,abn_lev_drug_meds_biol_subst_in_specmn_from_fem_gntl_organs,hiligaynon,active
experiencing abn lev drug/meds/biol subst in specmn from fem gntl organs,Abn Lev Drug/meds/biol Subst in Specmn From Fem Gntl Organs,abn_lev_drug_meds_biol_subst_in_specmn_from_fem_gntl_organs,hiligaynon,active
suffering from abn lev drug/meds/biol subst in specmn from fem gntl organs,Abn Lev Drug/meds/biol Subst in Specmn From Fem Gntl Organs,abn_lev_drug_meds_biol_subst_in_specmn_from_fem_gntl_organs,hiligaynon,active
abn lev drug/meds/biol subst in specmn from fem gntl organs symptom,Abn Lev Drug/meds/biol Subst in Specmn From Fem Gntl Organs,abn_lev_drug_meds_biol_subst_in_specmn_from_fem_gntl_organs,hiligaynon,active
feeling of abn lev drug/meds/biol subst in specmn from fem gntl organs,Abn Lev Drug/meds/biol Subst in Specmn From Fem Gntl Organs,abn_lev_drug_meds_biol_subst_in_specmn_from_fem_gntl_organs,hiligaynon,active
complains of abn lev drug/meds/biol subst in specmn from fem gntl organs,Abn Lev Drug/meds/biol Subst in Specmn From Fem Gntl Organs,abn_lev_drug_meds_biol_subst_in_specmn_from_fem_gntl_organs,hiligaynon,active
with abn lev drug/meds/biol subst in specmn from fem gntl organs,Abn Lev Drug/meds/biol Subst in Specmn From Fem Gntl Organs,abn_lev_drug_meds_biol_subst_in_specmn_from_fem_gntl_organs,hiligaynon,active
abn lev drug/meds/biol subst in specmn from fem gntl organs present,Abn Lev Drug/meds/biol Subst in Specmn From Fem Gntl Organs,abn_lev_drug_meds_biol_subst_in_specmn_from_fem_gntl_organs,hiligaynon,active
ongoing abn lev drug/meds/biol subst in specmn from fem gntl organs,Abn Lev Drug/meds/biol Subst in Specmn From Fem Gntl Organs,abn_lev_drug_meds_biol_subst_in_specmn_from_fem_gntl_organs,hiligaynon,active
persistent abn lev drug/meds/biol subst in specmn from fem gntl organs,Abn Lev Drug/meds/biol Subst in Specmn From Fem Gntl Organs,abn_lev_drug_meds_biol_subst_in_specmn_from_fem_gntl_organs,hiligaynon,active
i have abn lev drug/meds/biol subst in specmn from male gntl organs,Abn Lev Drug/meds/biol Subst in Specmn From Male Gntl Organs,abn_lev_drug_meds_biol_subst_in_specmn_from_male_gntl_organs,hiligaynon,active
experiencing abn lev drug/meds/biol subst in specmn from male gntl organs,Abn Lev Drug/meds/biol Subst in Specmn From Male Gntl Organs,abn_lev_drug_meds_biol_subst_in_specmn_from_male_gntl_organs,hiligaynon,active
suffering from abn lev drug/meds/biol subst in specmn from male gntl organs,Abn Lev Drug/meds/biol Subst in Specmn From Male Gntl Organs,abn_lev_drug_meds_biol_subst_in_specmn_from_male_gntl_organs,hiligaynon,active
abn lev drug/meds/biol subst in specmn from male gntl organs symptom,Abn Lev Drug/meds/biol Subst in Specmn From Male Gntl Organs,abn_lev_drug_meds_biol_subst_in_specmn_from_male_gntl_organs,hiligaynon,active
feeling of abn lev drug/meds/biol subst in specmn from male gntl organs,Abn Lev Drug/meds/biol Subst in Specmn From Male Gntl Organs,abn_lev_drug_meds_biol_subst_in_specmn_from_male_gntl_organs,hiligaynon,active
complains of abn lev drug/meds/biol subst in specmn from male gntl organs,Abn Lev Drug/meds/biol Subst in Specmn From Male Gntl Organs,abn_lev_drug_meds_biol_subst_in_specmn_from_male_gntl_organs,hiligaynon,active
with abn lev drug/meds/biol subst in specmn from male gntl organs,Abn Lev Drug/meds/biol Subst in Specmn From Male Gntl Organs,abn_lev_drug_meds_biol_subst_in_specmn_from_male_gntl_organs,hiligaynon,active
abn lev drug/meds/biol subst in specmn from male gntl organs present,Abn Lev Drug/meds/biol Subst in Specmn From Male Gntl Organs,abn_lev_drug_meds_biol_subst_in_specmn_from_male_gntl_organs,hiligaynon,active
ongoing abn lev drug/meds/biol subst in specmn from male gntl organs,Abn Lev Drug/meds/biol Subst in Specmn From Male Gntl Organs,abn_lev_drug_meds_biol_subst_in_specmn_from_male_gntl_organs,hiligaynon,active
persistent abn lev drug/meds/biol subst in specmn from male gntl organs,Abn Lev Drug/meds/biol Subst in Specmn From Male Gntl Organs,abn_lev_drug_meds_biol_subst_in_specmn_from_male_gntl_organs,hiligaynon,active
i have abn lev enzymes in specimens from dgstv org/abd cav,Abn Lev Enzymes in Specimens From Dgstv Org/abd Cav,abn_lev_enzymes_in_specimens_from_dgstv_org_abd_cav,hiligaynon,active
experiencing abn lev enzymes in specimens from dgstv org/abd cav,Abn Lev Enzymes in Specimens From Dgstv Org/abd Cav,abn_lev_enzymes_in_specimens_from_dgstv_org_abd_cav,hiligaynon,active
suffering from abn lev enzymes in specimens from dgstv org/abd cav,Abn Lev Enzymes in Specimens From Dgstv Org/abd Cav,abn_lev_enzymes_in_specimens_from_dgstv_org_abd_cav,hiligaynon,active
