hiligaynon_term,english_term,synonym_group,status
complains of abnormal choanae morphology,Abnormal Choanae Morphology,abnormal_choanae_morphology,active
with abnormal choanae morphology,Abnormal Choanae Morphology,abnormal_choanae_morphology,active
abnormal choanae morphology present,Abnormal Choanae Morphology,abnormal_choanae_morphology,active
ongoing abnormal choanae morphology,Abnormal Choanae Morphology,abnormal_choanae_morphology,active
persistent abnormal choanae morphology,Abnormal Choanae Morphology,abnormal_choanae_morphology,active
i have abnormal cholesterol homeostasis,Abnormal Cholesterol Homeostasis,abnormal_cholesterol_homeostasis,active
experiencing abnormal cholesterol homeostasis,Abnormal Cholesterol Homeostasis,abnormal_cholesterol_homeostasis,active
suffering from abnormal cholesterol homeostasis,Abnormal Cholesterol Homeostasis,abnormal_cholesterol_homeostasis,active
abnormal cholesterol homeostasis symptom,Abnormal Cholesterol Homeostasis,abnormal_cholesterol_homeostasis,active
feeling of abnormal cholesterol homeostasis,Abnormal Cholesterol Homeostasis,abnormal_cholesterol_homeostasis,active
complains of abnormal cholesterol homeostasis,Abnormal Cholesterol Homeostasis,abnormal_cholesterol_homeostasis,active
with abnormal cholesterol homeostasis,Abnormal Cholesterol Homeostasis,abnormal_cholesterol_homeostasis,active
abnormal cholesterol homeostasis present,Abnormal Cholesterol Homeostasis,abnormal_cholesterol_homeostasis,active
ongoing abnormal cholesterol homeostasis,Abnormal Cholesterol Homeostasis,abnormal_cholesterol_homeostasis,active
persistent abnormal cholesterol homeostasis,Abnormal Cholesterol Homeostasis,abnormal_cholesterol_homeostasis,active
i have abnormal chondrocyte morphology,Abnormal Chondrocyte Morphology,abnormal_chondrocyte_morphology,active
experiencing abnormal chondrocyte morphology,Abnormal Chondrocyte Morphology,abnormal_chondrocyte_morphology,active
suffering from abnormal chondrocyte morphology,Abnormal Chondrocyte Morphology,abnormal_chondrocyte_morphology,active
abnormal chondrocyte morphology symptom,Abnormal Chondrocyte Morphology,abnormal_chondrocyte_morphology,active
feeling of abnormal chondrocyte morphology,Abnormal Chondrocyte Morphology,abnormal_chondrocyte_morphology,active
complains of abnormal chondrocyte morphology,Abnormal Chondrocyte Morphology,abnormal_chondrocyte_morphology,active
with abnormal chondrocyte morphology,Abnormal Chondrocyte Morphology,abnormal_chondrocyte_morphology,active
abnormal chondrocyte morphology present,Abnormal Chondrocyte Morphology,abnormal_chondrocyte_morphology,active
ongoing abnormal chondrocyte morphology,Abnormal Chondrocyte Morphology,abnormal_chondrocyte_morphology,active
persistent abnormal chondrocyte morphology,Abnormal Chondrocyte Morphology,abnormal_chondrocyte_morphology,active
i have abnormal chorion morphology,Abnormal Chorion Morphology,abnormal_chorion_morphology,active
experiencing abnormal chorion morphology,Abnormal Chorion Morphology,abnormal_chorion_morphology,active
suffering from abnormal chorion morphology,Abnormal Chorion Morphology,abnormal_chorion_morphology,active
abnormal chorion morphology symptom,Abnormal Chorion Morphology,abnormal_chorion_morphology,active
feeling of abnormal chorion morphology,Abnormal Chorion Morphology,abnormal_chorion_morphology,active
complains of abnormal chorion morphology,Abnormal Chorion Morphology,abnormal_chorion_morphology,active
with abnormal chorion morphology,Abnormal Chorion Morphology,abnormal_chorion_morphology,active
abnormal chorion morphology present,Abnormal Chorion Morphology,abnormal_chorion_morphology,active
ongoing abnormal chorion morphology,Abnormal Chorion Morphology,abnormal_chorion_morphology,active
persistent abnormal chorion morphology,Abnormal Chorion Morphology,abnormal_chorion_morphology,active
i have abnormal chorioretinal morphology,Abnormal Chorioretinal Morphology,abnormal_chorioretinal_morphology,active
experiencing abnormal chorioretinal morphology,Abnormal Chorioretinal Morphology,abnormal_chorioretinal_morphology,active
suffering from abnormal chorioretinal morphology,Abnormal Chorioretinal Morphology,abnormal_chorioretinal_morphology,active
abnormal chorioretinal morphology symptom,Abnormal Chorioretinal Morphology,abnormal_chorioretinal_morphology,active
feeling of abnormal chorioretinal morphology,Abnormal Chorioretinal Morphology,abnormal_chorioretinal_morphology,active
complains of abnormal chorioretinal morphology,Abnormal Chorioretinal Morphology,abnormal_chorioretinal_morphology,active
with abnormal chorioretinal morphology,Abnormal Chorioretinal Morphology,abnormal_chorioretinal_morphology,active
abnormal chorioretinal morphology present,Abnormal Chorioretinal Morphology,abnormal_chorioretinal_morphology,active
ongoing abnormal chorioretinal morphology,Abnormal Chorioretinal Morphology,abnormal_chorioretinal_morphology,active
persistent abnormal chorioretinal morphology,Abnormal Chorioretinal Morphology,abnormal_chorioretinal_morphology,active
i have abnormal choroid morphology,Abnormal Choroid Morphology,abnormal_choroid_morphology,active
experiencing abnormal choroid morphology,Abnormal Choroid Morphology,abnormal_choroid_morphology,active
suffering from abnormal choroid morphology,Abnormal Choroid Morphology,abnormal_choroid_morphology,active
abnormal choroid morphology symptom,Abnormal Choroid Morphology,abnormal_choroid_morphology,active
feeling of abnormal choroid morphology,Abnormal Choroid Morphology,abnormal_choroid_morphology,active
complains of abnormal choroid morphology,Abnormal Choroid Morphology,abnormal_choroid_morphology,active
with abnormal choroid morphology,Abnormal Choroid Morphology,abnormal_choroid_morphology,active
abnormal choroid morphology present,Abnormal Choroid Morphology,abnormal_choroid_morphology,active
ongoing abnormal choroid morphology,Abnormal Choroid Morphology,abnormal_choroid_morphology,active
persistent abnormal choroid morphology,Abnormal Choroid Morphology,abnormal_choroid_morphology,active
i have abnormal choroid plexus morphology,Abnormal Choroid Plexus Morphology,abnormal_choroid_plexus_morphology,active
experiencing abnormal choroid plexus morphology,Abnormal Choroid Plexus Morphology,abnormal_choroid_plexus_morphology,active
suffering from abnormal choroid plexus morphology,Abnormal Choroid Plexus Morphology,abnormal_choroid_plexus_morphology,active
abnormal choroid plexus morphology symptom,Abnormal Choroid Plexus Morphology,abnormal_choroid_plexus_morphology,active
feeling of abnormal choroid plexus morphology,Abnormal Choroid Plexus Morphology,abnormal_choroid_plexus_morphology,active
complains of abnormal choroid plexus morphology,Abnormal Choroid Plexus Morphology,abnormal_choroid_plexus_morphology,active
with abnormal choroid plexus morphology,Abnormal Choroid Plexus Morphology,abnormal_choroid_plexus_morphology,active
abnormal choroid plexus morphology present,Abnormal Choroid Plexus Morphology,abnormal_choroid_plexus_morphology,active
ongoing abnormal choroid plexus morphology,Abnormal Choroid Plexus Morphology,abnormal_choroid_plexus_morphology,active
persistent abnormal choroid plexus morphology,Abnormal Choroid Plexus Morphology,abnormal_choroid_plexus_morphology,active
i have abnormal chromosome morphology,Abnormal Chromosome Morphology,abnormal_chromosome_morphology,active
experiencing abnormal chromosome morphology,Abnormal Chromosome Morphology,abnormal_chromosome_morphology,active
suffering from abnormal chromosome morphology,Abnormal Chromosome Morphology,abnormal_chromosome_morphology,active
abnormal chromosome morphology symptom,Abnormal Chromosome Morphology,abnormal_chromosome_morphology,active
feeling of abnormal chromosome morphology,Abnormal Chromosome Morphology,abnormal_chromosome_morphology,active
complains of abnormal chromosome morphology,Abnormal Chromosome Morphology,abnormal_chromosome_morphology,active
with abnormal chromosome morphology,Abnormal Chromosome Morphology,abnormal_chromosome_morphology,active
abnormal chromosome morphology present,Abnormal Chromosome Morphology,abnormal_chromosome_morphology,active
ongoing abnormal chromosome morphology,Abnormal Chromosome Morphology,abnormal_chromosome_morphology,active
persistent abnormal chromosome morphology,Abnormal Chromosome Morphology,abnormal_chromosome_morphology,active
i have abnormal chylomicron concentration,Abnormal Chylomicron Concentration,abnormal_chylomicron_concentration,active
experiencing abnormal chylomicron concentration,Abnormal Chylomicron Concentration,abnormal_chylomicron_concentration,active
suffering from abnormal chylomicron concentration,Abnormal Chylomicron Concentration,abnormal_chylomicron_concentration,active
abnormal chylomicron concentration symptom,Abnormal Chylomicron Concentration,abnormal_chylomicron_concentration,active
feeling of abnormal chylomicron concentration,Abnormal Chylomicron Concentration,abnormal_chylomicron_concentration,active
complains of abnormal chylomicron concentration,Abnormal Chylomicron Concentration,abnormal_chylomicron_concentration,active
with abnormal chylomicron concentration,Abnormal Chylomicron Concentration,abnormal_chylomicron_concentration,active
abnormal chylomicron concentration present,Abnormal Chylomicron Concentration,abnormal_chylomicron_concentration,active
ongoing abnormal chylomicron concentration,Abnormal Chylomicron Concentration,abnormal_chylomicron_concentration,active
persistent abnormal chylomicron concentration,Abnormal Chylomicron Concentration,abnormal_chylomicron_concentration,active
i have abnormal ciliary body morphology,Abnormal Ciliary Body Morphology,abnormal_ciliary_body_morphology,active
experiencing abnormal ciliary body morphology,Abnormal Ciliary Body Morphology,abnormal_ciliary_body_morphology,active
suffering from abnormal ciliary body morphology,Abnormal Ciliary Body Morphology,abnormal_ciliary_body_morphology,active
abnormal ciliary body morphology symptom,Abnormal Ciliary Body Morphology,abnormal_ciliary_body_morphology,active
feeling of abnormal ciliary body morphology,Abnormal Ciliary Body Morphology,abnormal_ciliary_body_morphology,active
complains of abnormal ciliary body morphology,Abnormal Ciliary Body Morphology,abnormal_ciliary_body_morphology,active
with abnormal ciliary body morphology,Abnormal Ciliary Body Morphology,abnormal_ciliary_body_morphology,active
abnormal ciliary body morphology present,Abnormal Ciliary Body Morphology,abnormal_ciliary_body_morphology,active
ongoing abnormal ciliary body morphology,Abnormal Ciliary Body Morphology,abnormal_ciliary_body_morphology,active
persistent abnormal ciliary body morphology,Abnormal Ciliary Body Morphology,abnormal_ciliary_body_morphology,active
i have abnormal ciliary motility,Abnormal Ciliary Motility,abnormal_ciliary_motility,active
experiencing abnormal ciliary motility,Abnormal Ciliary Motility,abnormal_ciliary_motility,active
suffering from abnormal ciliary motility,Abnormal Ciliary Motility,abnormal_ciliary_motility,active
abnormal ciliary motility symptom,Abnormal Ciliary Motility,abnormal_ciliary_motility,active
feeling of abnormal ciliary motility,Abnormal Ciliary Motility,abnormal_ciliary_motility,active
complains of abnormal ciliary motility,Abnormal Ciliary Motility,abnormal_ciliary_motility,active
with abnormal ciliary motility,Abnormal Ciliary Motility,abnormal_ciliary_motility,active
abnormal ciliary motility present,Abnormal Ciliary Motility,abnormal_ciliary_motility,active
ongoing abnormal ciliary motility,Abnormal Ciliary Motility,abnormal_ciliary_motility,active
persistent abnormal ciliary motility,Abnormal Ciliary Motility,abnormal_ciliary_motility,active
i have abnormal circle of willis morphology,Abnormal Circle of Willis Morphology,abnormal_circle_of_willis_morphology,active
experiencing abnormal circle of willis morphology,Abnormal Circle of Willis Morphology,abnormal_circle_of_willis_morphology,active
suffering from abnormal circle of willis morphology,Abnormal Circle of Willis Morphology,abnormal_circle_of_willis_morphology,active
abnormal circle of willis morphology symptom,Abnormal Circle of Willis Morphology,abnormal_circle_of_willis_morphology,active
feeling of abnormal circle of willis morphology,Abnormal Circle of Willis Morphology,abnormal_circle_of_willis_morphology,active
complains of abnormal circle of willis morphology,Abnormal Circle of Willis Morphology,abnormal_circle_of_willis_morphology,active
with abnormal circle of willis morphology,Abnormal Circle of Willis Morphology,abnormal_circle_of_willis_morphology,active
abnormal circle of willis morphology present,Abnormal Circle of Willis Morphology,abnormal_circle_of_willis_morphology,active
ongoing abnormal circle of willis morphology,Abnormal Circle of Willis Morphology,abnormal_circle_of_willis_morphology,active
persistent abnormal circle of willis morphology,Abnormal Circle of Willis Morphology,abnormal_circle_of_willis_morphology,active
i have abnormal circulating 18-hydroxycorticosterone level,Abnormal Circulating 18-hydroxycorticosterone Level,abnormal_circulating_18_hydroxycorticosterone_level,active
experiencing abnormal circulating 18-hydroxycorticosterone level,Abnormal Circulating 18-hydroxycorticosterone Level,abnormal_circulating_18_hydroxycorticosterone_level,active
suffering from abnormal circulating 18-hydroxycorticosterone level,Abnormal Circulating 18-hydroxycorticosterone Level,abnormal_circulating_18_hydroxycorticosterone_level,active
abnormal circulating 18-hydroxycorticosterone level symptom,Abnormal Circulating 18-hydroxycorticosterone Level,abnormal_circulating_18_hydroxycorticosterone_level,active
feeling of abnormal circulating 18-hydroxycorticosterone level,Abnormal Circulating 18-hydroxycorticosterone Level,abnormal_circulating_18_hydroxycorticosterone_level,active
complains of abnormal circulating 18-hydroxycorticosterone level,Abnormal Circulating 18-hydroxycorticosterone Level,abnormal_circulating_18_hydroxycorticosterone_level,active
