hiligaynon_term,english_term,medical_category,severity,triage_level,status
ginabalaka ko nautod na tudlo ko sang makina gid,amputated finger,Trauma,Critical,emergency,active
ginabalaka ko nautod na tudlo ko sang makina gid ko,amputated finger,Trauma,Critical,emergency,active
ginabalaka ko nautod na tudlo ko sang makina ko gid,amputated finger,Trauma,Critical,emergency,active
ginabalaka ko nautod na tudlo ko sang makina man,amputated finger,Trauma,Critical,emergency,active
ginabalaka ko nautod na tudlo ko sang makina na gid,amputated finger,Trauma,Critical,emergency,active
ginabalaka ko nautod tudlo ko sang makina gid,amputated finger,Trauma,Critical,emergency,active
ginabalaka ko nautod tudlo ko sang makina gid ko,amputated finger,Trauma,Critical,emergency,active
ginabalaka ko nautod tudlo ko sang makina ko gid,amputated finger,Trauma,Critical,emergency,active
ginabalaka ko nautod tudlo ko sang makina man,amputated finger,Trauma,Critical,emergency,active
ginabalaka ko nautod tudlo ko sang makina na gid,amputated finger,Trauma,Critical,emergency,active
ginabalaka ku ginkagat sang ido ko kag nagdugo gid,dog bite with bleeding,Bite,Critical,emergency,active
ginabalaka ku ginkagat sang ido ko kag nagdugo gid ko,dog bite with bleeding,Bite,Critical,emergency,active
ginabalaka ku ginkagat sang ido ko kag nagdugo ko gid,dog bite with bleeding,Bite,Critical,emergency,active
ginabalaka ku ginkagat sang ido ko kag nagdugo man,dog bite with bleeding,Bite,Critical,emergency,active
ginabalaka ku ginkagat sang ido ko kag nagdugo na gid,dog bite with bleeding,Bite,Critical,emergency,active
ginabalaka ku ginsumbag ko kag nabun-og ulo gid,physical assault with head bruise,Trauma,High,emergency,active
ginabalaka ku ginsumbag ko kag nabun-og ulo gid ko,physical assault with head bruise,Trauma,High,emergency,active
ginabalaka ku ginsumbag ko kag nabun-og ulo ko gid,physical assault with head bruise,Trauma,High,emergency,active
ginabalaka ku ginsumbag ko kag nabun-og ulo man,physical assault with head bruise,Trauma,High,emergency,active
ginabalaka ku ginsumbag ko kag nabun-og ulo na gid,physical assault with head bruise,Trauma,High,emergency,active
ginabalaka ku may pilas ko sa kamot kag nagdugo gid,bleeding hand wound,Wound,High,emergency,active
ginabalaka ku may pilas ko sa kamot kag nagdugo gid ko,bleeding hand wound,Wound,High,emergency,active
ginabalaka ku may pilas ko sa kamot kag nagdugo ko gid,bleeding hand wound,Wound,High,emergency,active
ginabalaka ku may pilas ko sa kamot kag nagdugo man,bleeding hand wound,Wound,High,emergency,active
ginabalaka ku may pilas ko sa kamot kag nagdugo na gid,bleeding hand wound,Wound,High,emergency,active
ginabalaka ku nabali kamot ko sang natumba gid,hand fracture,Fracture,High,emergency,active
ginabalaka ku nabali kamot ko sang natumba gid ko,hand fracture,Fracture,High,emergency,active
ginabalaka ku nabali kamot ko sang natumba ko gid,hand fracture,Fracture,High,emergency,active
ginabalaka ku nabali kamot ko sang natumba man,hand fracture,Fracture,High,emergency,active
ginabalaka ku nabali kamot ko sang natumba na gid,hand fracture,Fracture,High,emergency,active
ginabalaka ku nabunggo ko sa salakyan kag nagdugo ulo gid,vehicle collision with head bleeding,Trauma,Critical,emergency,active
ginabalaka ku nabunggo ko sa salakyan kag nagdugo ulo gid ko,vehicle collision with head bleeding,Trauma,Critical,emergency,active
ginabalaka ku nabunggo ko sa salakyan kag nagdugo ulo ko gid,vehicle collision with head bleeding,Trauma,Critical,emergency,active
ginabalaka ku nabunggo ko sa salakyan kag nagdugo ulo man,vehicle collision with head bleeding,Trauma,Critical,emergency,active
ginabalaka ku nabunggo ko sa salakyan kag nagdugo ulo na gid,vehicle collision with head bleeding,Trauma,Critical,emergency,active
ginabalaka ku nagdugo ulo ko pagkatapos natumba gid,head bleeding after fall,Trauma,Critical,emergency,active
ginabalaka ku nagdugo ulo ko pagkatapos natumba gid ko,head bleeding after fall,Trauma,Critical,emergency,active
ginabalaka ku nagdugo ulo ko pagkatapos natumba ko gid,head bleeding after fall,Trauma,Critical,emergency,active
ginabalaka ku nagdugo ulo ko pagkatapos natumba man,head bleeding after fall,Trauma,Critical,emergency,active
ginabalaka ku nagdugo ulo ko pagkatapos natumba na gid,head bleeding after fall,Trauma,Critical,emergency,active
ginabalaka ku nakuryente ko sang kuryente gid,electrical injury,Trauma,Critical,emergency,active
ginabalaka ku nakuryente ko sang kuryente gid ko,electrical injury,Trauma,Critical,emergency,active
ginabalaka ku nakuryente ko sang kuryente ko gid,electrical injury,Trauma,Critical,emergency,active
ginabalaka ku nakuryente ko sang kuryente man,electrical injury,Trauma,Critical,emergency,active
ginabalaka ku nakuryente ko sang kuryente na gid,electrical injury,Trauma,Critical,emergency,active
ginabalaka ku nautod tudlo ko sang makina gid,amputated finger,Trauma,Critical,emergency,active
ginabalaka ku nautod tudlo ko sang makina gid ko,amputated finger,Trauma,Critical,emergency,active
ginabalaka ku nautod tudlo ko sang makina ko gid,amputated finger,Trauma,Critical,emergency,active
ginabalaka ku nautod tudlo ko sang makina man,amputated finger,Trauma,Critical,emergency,active
ginabalaka ku nautod tudlo ko sang makina na gid,amputated finger,Trauma,Critical,emergency,active
ginakagat sang ahas ko,snake bite,Bite,Critical,emergency,active
ginakagat sang ahas ku,snake bite,Bite,Critical,emergency,active
ginakagat sang ido ko,dog bite,Bite,Critical,emergency,active
ginakagat sang ido ku,dog bite,Bite,Critical,emergency,active
ginakagat sang ipis ko,cockroach bite,Bite,Medium,urgent,active
ginakagat sang kuring ko,cat bite,Bite,Medium,urgent,active
ginakagat sang lamok ko,mosquito bite,Bite,Medium,urgent,active
ginakagat sang manok ko,animal bite,Bite,Medium,urgent,active
ginakagat sang sapat ko,animal bite,Bite,Medium,urgent,active
ginkagat ahas ako,snake bite,Bite,Critical,emergency,active
ginkagat ako sang ahas,snake bite,Bite,Critical,emergency,active
ginkagat ako sang ido,dog bite,Bite,Critical,emergency,active
ginkagat ako sang ipis,cockroach bite,Bite,Medium,urgent,active
ginkagat ako sang kuring,cat bite,Bite,Medium,urgent,active
ginkagat ako sang lamok,mosquito bite,Bite,Medium,urgent,active
ginkagat ako sang manok,animal bite,Bite,Medium,urgent,active
ginkagat ako sang sapat,animal bite,Bite,Medium,urgent,active
ginkagat ido ako,dog bite,Bite,Critical,emergency,active
ginkagat ido ko,dog bite,Bite,Critical,emergency,active
ginkagat ipis ako,cockroach bite,Bite,Medium,urgent,active
ginkagat kuring ako,cat bite,Bite,Medium,urgent,active
ginkagat lamok ako,mosquito bite,Bite,Medium,urgent,active
ginkagat manok ako,animal bite,Bite,Medium,urgent,active
ginkagat sang ahas ko,snake bite,Bite,Critical,emergency,active
ginkagat sang ahas ku,snake bite,Bite,Critical,emergency,active
ginkagat sang ido ko,dog bite,Bite,Critical,emergency,active
ginkagat sang ido ko kag nag dugo,dog bite with bleeding,Bite,Critical,emergency,active
ginkagat sang ido ko kag nagdugo,dog bite with bleeding,Bite,Critical,emergency,active
ginkagat sang ido ku,dog bite,Bite,Critical,emergency,active
ginkagat sang ido ku kag nagdugo,dog bite with bleeding,Bite,Critical,emergency,active
ginkagat sang ipis ko,cockroach bite,Bite,Medium,urgent,active
ginkagat sang kuring ko,cat bite,Bite,Medium,urgent,active
ginkagat sang lamok ko,mosquito bite,Bite,Medium,urgent,active
ginkagat sang manok ko,animal bite,Bite,Medium,urgent,active
ginkagat sang sapat ko,animal bite,Bite,Medium,urgent,active
ginkagat sapat ako,animal bite,Bite,Medium,urgent,active
ginpangayo ko doctor gadugo bilat ko,vaginal bleeding,gynecologic_symptom,High,urgent,active
ginpangayo ko doctor gin kagat sang ido ko kag nagdugo gid,dog bite with bleeding,Bite,Critical,emergency,active
ginpangayo ko doctor gin kagat sang ido ko kag nagdugo gid ko,dog bite with bleeding,Bite,Critical,emergency,active
ginpangayo ko doctor gin kagat sang ido ko kag nagdugo ko gid,dog bite with bleeding,Bite,Critical,emergency,active
ginpangayo ko doctor gin kagat sang ido ko kag nagdugo man,dog bite with bleeding,Bite,Critical,emergency,active
ginpangayo ko doctor gin kagat sang ido ko kag nagdugo na gid,dog bite with bleeding,Bite,Critical,emergency,active
ginpangayo ko doctor ginkagat sang ido ko kag nag dugo gid,dog bite with bleeding,Bite,Critical,emergency,active
ginpangayo ko doctor ginkagat sang ido ko kag nag dugo gid ko,dog bite with bleeding,Bite,Critical,emergency,active
ginpangayo ko doctor ginkagat sang ido ko kag nag dugo ko gid,dog bite with bleeding,Bite,Critical,emergency,active
ginpangayo ko doctor ginkagat sang ido ko kag nag dugo man,dog bite with bleeding,Bite,Critical,emergency,active
ginpangayo ko doctor ginkagat sang ido ko kag nag dugo na gid,dog bite with bleeding,Bite,Critical,emergency,active
ginpangayo ko doctor ginkagat sang ido ko kag nagdugo gid,dog bite with bleeding,Bite,Critical,emergency,active
ginpangayo ko doctor ginkagat sang ido ko kag nagdugo gid ko,dog bite with bleeding,Bite,Critical,emergency,active
ginpangayo ko doctor ginkagat sang ido ko kag nagdugo ko gid,dog bite with bleeding,Bite,Critical,emergency,active
ginpangayo ko doctor ginkagat sang ido ko kag nagdugo man,dog bite with bleeding,Bite,Critical,emergency,active
ginpangayo ko doctor ginkagat sang ido ko kag nagdugo na gid,dog bite with bleeding,Bite,Critical,emergency,active
ginpangayo ko doctor ginsumbag ko kag nabun-og ulo gid,physical assault with head bruise,Trauma,High,emergency,active
ginpangayo ko doctor ginsumbag ko kag nabun-og ulo gid ko,physical assault with head bruise,Trauma,High,emergency,active
ginpangayo ko doctor ginsumbag ko kag nabun-og ulo ko gid,physical assault with head bruise,Trauma,High,emergency,active
ginpangayo ko doctor ginsumbag ko kag nabun-og ulo man,physical assault with head bruise,Trauma,High,emergency,active
ginpangayo ko doctor ginsumbag ko kag nabun-og ulo na gid,physical assault with head bruise,Trauma,High,emergency,active
ginpangayo ko doctor may nana akon mata subong gid,eye infection,Infection,High,urgent,active
ginpangayo ko doctor may nana akon mata subong gid ko,eye infection,Infection,High,urgent,active
ginpangayo ko doctor may nana akon mata subong ko gid,eye infection,Infection,High,urgent,active
ginpangayo ko doctor may nana akon mata subong man,eye infection,Infection,High,urgent,active
ginpangayo ko doctor may nana akon mata subong na gid,eye infection,Infection,High,urgent,active
ginpangayo ko doctor may nana sa bilat ko,vaginal infection,infection,High,urgent,active
ginpangayo ko doctor may pilas ko sa kamot kag nag dugo gid,bleeding hand wound,Wound,High,emergency,active
ginpangayo ko doctor may pilas ko sa kamot kag nag dugo gid ko,bleeding hand wound,Wound,High,emergency,active
ginpangayo ko doctor may pilas ko sa kamot kag nag dugo ko gid,bleeding hand wound,Wound,High,emergency,active
ginpangayo ko doctor may pilas ko sa kamot kag nag dugo man,bleeding hand wound,Wound,High,emergency,active
ginpangayo ko doctor may pilas ko sa kamot kag nag dugo na gid,bleeding hand wound,Wound,High,emergency,active
ginpangayo ko doctor may pilas ko sa kamot kag nagdugo gid,bleeding hand wound,Wound,High,emergency,active
ginpangayo ko doctor may pilas ko sa kamot kag nagdugo gid ko,bleeding hand wound,Wound,High,emergency,active
ginpangayo ko doctor may pilas ko sa kamot kag nagdugo ko gid,bleeding hand wound,Wound,High,emergency,active
ginpangayo ko doctor may pilas ko sa kamot kag nagdugo man,bleeding hand wound,Wound,High,emergency,active
ginpangayo ko doctor may pilas ko sa kamot kag nagdugo na gid,bleeding hand wound,Wound,High,emergency,active
ginpangayo ko doctor nabali kamot ko sang natumba gid,hand fracture,Fracture,High,emergency,active
ginpangayo ko doctor nabali kamot ko sang natumba gid ko,hand fracture,Fracture,High,emergency,active
ginpangayo ko doctor nabali kamot ko sang natumba ko gid,hand fracture,Fracture,High,emergency,active
ginpangayo ko doctor nabali kamot ko sang natumba man,hand fracture,Fracture,High,emergency,active
ginpangayo ko doctor nabali kamot ko sang natumba na gid,hand fracture,Fracture,High,emergency,active
ginpangayo ko doctor nabali na kamot ko sang natumba gid,hand fracture,Fracture,High,emergency,active
ginpangayo ko doctor nabali na kamot ko sang natumba gid ko,hand fracture,Fracture,High,emergency,active
ginpangayo ko doctor nabali na kamot ko sang natumba ko gid,hand fracture,Fracture,High,emergency,active
ginpangayo ko doctor nabali na kamot ko sang natumba man,hand fracture,Fracture,High,emergency,active
ginpangayo ko doctor nabali na kamot ko sang natumba na gid,hand fracture,Fracture,High,emergency,active
ginpangayo ko doctor nabunggo ko sa salakyan kag nag dugo ulo gid,vehicle collision with head bleeding,Trauma,Critical,emergency,active
ginpangayo ko doctor nabunggo ko sa salakyan kag nag dugo ulo gid ko,vehicle collision with head bleeding,Trauma,Critical,emergency,active
ginpangayo ko doctor nabunggo ko sa salakyan kag nag dugo ulo ko gid,vehicle collision with head bleeding,Trauma,Critical,emergency,active
ginpangayo ko doctor nabunggo ko sa salakyan kag nag dugo ulo man,vehicle collision with head bleeding,Trauma,Critical,emergency,active
ginpangayo ko doctor nabunggo ko sa salakyan kag nag dugo ulo na gid,vehicle collision with head bleeding,Trauma,Critical,emergency,active
ginpangayo ko doctor nabunggo ko sa salakyan kag nagdugo ulo gid,vehicle collision with head bleeding,Trauma,Critical,emergency,active
ginpangayo ko doctor nabunggo ko sa salakyan kag nagdugo ulo gid ko,vehicle collision with head bleeding,Trauma,Critical,emergency,active
ginpangayo ko doctor nabunggo ko sa salakyan kag nagdugo ulo ko gid,vehicle collision with head bleeding,Trauma,Critical,emergency,active
ginpangayo ko doctor nabunggo ko sa salakyan kag nagdugo ulo man,vehicle collision with head bleeding,Trauma,Critical,emergency,active
ginpangayo ko doctor nabunggo ko sa salakyan kag nagdugo ulo na gid,vehicle collision with head bleeding,Trauma,Critical,emergency,active
ginpangayo ko doctor nag dugo ulo ko pagkatapos natumba gid,head bleeding after fall,Trauma,Critical,emergency,active
ginpangayo ko doctor nag dugo ulo ko pagkatapos natumba gid ko,head bleeding after fall,Trauma,Critical,emergency,active
ginpangayo ko doctor nag dugo ulo ko pagkatapos natumba ko gid,head bleeding after fall,Trauma,Critical,emergency,active
ginpangayo ko doctor nag dugo ulo ko pagkatapos natumba man,head bleeding after fall,Trauma,Critical,emergency,active
ginpangayo ko doctor nag dugo ulo ko pagkatapos natumba na gid,head bleeding after fall,Trauma,Critical,emergency,active
ginpangayo ko doctor nagdugo ulo ko pagkatapos natumba gid,head bleeding after fall,Trauma,Critical,emergency,active
ginpangayo ko doctor nagdugo ulo ko pagkatapos natumba gid ko,head bleeding after fall,Trauma,Critical,emergency,active
ginpangayo ko doctor nagdugo ulo ko pagkatapos natumba ko gid,head bleeding after fall,Trauma,Critical,emergency,active
ginpangayo ko doctor nagdugo ulo ko pagkatapos natumba man,head bleeding after fall,Trauma,Critical,emergency,active
ginpangayo ko doctor nagdugo ulo ko pagkatapos natumba na gid,head bleeding after fall,Trauma,Critical,emergency,active
ginpangayo ko doctor nakuryente ko sang kuryente gid,electrical injury,Trauma,Critical,emergency,active
ginpangayo ko doctor nakuryente ko sang kuryente gid ko,electrical injury,Trauma,Critical,emergency,active
ginpangayo ko doctor nakuryente ko sang kuryente ko gid,electrical injury,Trauma,Critical,emergency,active
ginpangayo ko doctor nakuryente ko sang kuryente man,electrical injury,Trauma,Critical,emergency,active
ginpangayo ko doctor nakuryente ko sang kuryente na gid,electrical injury,Trauma,Critical,emergency,active
ginpangayo ko doctor nautod na tudlo ko sang makina gid,amputated finger,Trauma,Critical,emergency,active
ginpangayo ko doctor nautod na tudlo ko sang makina gid ko,amputated finger,Trauma,Critical,emergency,active
ginpangayo ko doctor nautod na tudlo ko sang makina ko gid,amputated finger,Trauma,Critical,emergency,active
ginpangayo ko doctor nautod na tudlo ko sang makina man,amputated finger,Trauma,Critical,emergency,active
ginpangayo ko doctor nautod na tudlo ko sang makina na gid,amputated finger,Trauma,Critical,emergency,active
