id,hiligaynon_complaint,normalized_symptom,english_translation,medical_term,body_part,pain_category,severity_level,alternative_spellings
528,luya lawas man,body pain,generalized pain,myalgia,body,generalized pain,medium,masakit bilog lawas;kirot bilog lawas;sakit bilog lawas;whole body pain;kapoy gid lawas;masakit lawas;sakit lawas;luya lawas;body pain
529,luya lawas no,body pain,generalized pain,myalgia,body,generalized pain,medium,masakit bilog lawas;kirot bilog lawas;sakit bilog lawas;whole body pain;kapoy gid lawas;masakit lawas;sakit lawas;luya lawas;body pain
530,luya lawas skit,body pain,generalized pain,myalgia,body,generalized pain,medium,masakit bilog lawas;kirot bilog lawas;sakit bilog lawas;whole body pain;kapoy gid lawas;masakit lawas;sakit lawas;luya lawas;body pain
531,masaket bilog lawas,body pain,generalized pain,myalgia,body,generalized pain,medium,masakit bilog lawas;kirot bilog lawas;sakit bilog lawas;whole body pain;kapoy gid lawas;masakit lawas;sakit lawas;luya lawas;body pain
532,Masaket bilog lawas ko,body pain,generalized pain,myalgia,body,generalized pain,medium,masakit bilog lawas;kirot bilog lawas;sakit bilog lawas;whole body pain;kapoy gid lawas;masakit lawas;sakit lawas;luya lawas;body pain
533,masakit bilog lawas,body pain,generalized pain,myalgia,body,generalized pain,medium,masakit bilog lawas;kirot bilog lawas;sakit bilog lawas;whole body pain;kapoy gid lawas;masakit lawas;sakit lawas;luya lawas;body pain
534,masakit bilog lawas bah,body pain,generalized pain,myalgia,body,generalized pain,medium,masakit bilog lawas;kirot bilog lawas;sakit bilog lawas;whole body pain;kapoy gid lawas;masakit lawas;sakit lawas;luya lawas;body pain
535,masakit bilog lawas gid,body pain,generalized pain,myalgia,body,generalized pain,medium,masakit bilog lawas;kirot bilog lawas;sakit bilog lawas;whole body pain;kapoy gid lawas;masakit lawas;sakit lawas;luya lawas;body pain
536,masakit bilog lawas gid ko,body pain,generalized pain,myalgia,body,generalized pain,medium,masakit bilog lawas;kirot bilog lawas;sakit bilog lawas;whole body pain;kapoy gid lawas;masakit lawas;sakit lawas;luya lawas;body pain
537,masakit bilog lawas ko,body pain,generalized pain,myalgia,body,generalized pain,medium,masakit bilog lawas;kirot bilog lawas;sakit bilog lawas;whole body pain;kapoy gid lawas;masakit lawas;sakit lawas;luya lawas;body pain
538,masakit bilog lawas man,body pain,generalized pain,myalgia,body,generalized pain,medium,masakit bilog lawas;kirot bilog lawas;sakit bilog lawas;whole body pain;kapoy gid lawas;masakit lawas;sakit lawas;luya lawas;body pain
539,masakit bilog lawas no,body pain,generalized pain,myalgia,body,generalized pain,medium,masakit bilog lawas;kirot bilog lawas;sakit bilog lawas;whole body pain;kapoy gid lawas;masakit lawas;sakit lawas;luya lawas;body pain
540,masakti bilog lawas,body pain,generalized pain,myalgia,body,generalized pain,medium,masakit bilog lawas;kirot bilog lawas;sakit bilog lawas;whole body pain;kapoy gid lawas;masakit lawas;sakit lawas;luya lawas;body pain
541,maskit bilog lawas,body pain,generalized pain,myalgia,body,generalized pain,medium,masakit bilog lawas;kirot bilog lawas;sakit bilog lawas;whole body pain;kapoy gid lawas;masakit lawas;sakit lawas;luya lawas;body pain
542,may ara ko kapoy gid lawas pirmi subong,body pain,generalized pain,myalgia,body,generalized pain,medium,masakit bilog lawas;kirot bilog lawas;sakit bilog lawas;whole body pain;kapoy gid lawas;masakit lawas;sakit lawas;luya lawas;body pain
543,may ara ko masakit bilog lawas subong,body pain,generalized pain,myalgia,body,generalized pain,medium,masakit bilog lawas;kirot bilog lawas;sakit bilog lawas;whole body pain;kapoy gid lawas;masakit lawas;sakit lawas;luya lawas;body pain
544,may ara ko nga ako kirot bilog lawas kagapon,body pain,generalized pain,myalgia,body,generalized pain,medium,masakit bilog lawas;kirot bilog lawas;sakit bilog lawas;whole body pain;kapoy gid lawas;masakit lawas;sakit lawas;luya lawas;body pain
545,may ara ko nga ako sakit lawas subong gid ko,body pain,generalized pain,myalgia,body,generalized pain,medium,masakit bilog lawas;kirot bilog lawas;sakit bilog lawas;whole body pain;kapoy gid lawas;masakit lawas;sakit lawas;luya lawas;body pain
546,may ara ko nga daw kapoy gid lawas gid ko subong,body pain,generalized pain,myalgia,body,generalized pain,medium,masakit bilog lawas;kirot bilog lawas;sakit bilog lawas;whole body pain;kapoy gid lawas;masakit lawas;sakit lawas;luya lawas;body pain
547,may ara ko nga feel ko nga sakit lawas ko ko,body pain,generalized pain,myalgia,body,generalized pain,medium,masakit bilog lawas;kirot bilog lawas;sakit bilog lawas;whole body pain;kapoy gid lawas;masakit lawas;sakit lawas;luya lawas;body pain
548,may ara ko nga generalized pain gid ko,body pain,generalized pain,myalgia,body,generalized pain,medium,masakit bilog lawas;kirot bilog lawas;sakit bilog lawas;whole body pain;kapoy gid lawas;masakit lawas;sakit lawas;luya lawas;body pain
549,may ara ko nga generalized pain gid ko ako,body pain,generalized pain,myalgia,body,generalized pain,medium,masakit bilog lawas;kirot bilog lawas;sakit bilog lawas;whole body pain;kapoy gid lawas;masakit lawas;sakit lawas;luya lawas;body pain
550,may ara ko nga generalized pain gid ko man,body pain,generalized pain,myalgia,body,generalized pain,medium,masakit bilog lawas;kirot bilog lawas;sakit bilog lawas;whole body pain;kapoy gid lawas;masakit lawas;sakit lawas;luya lawas;body pain
551,may ara ko nga generalized pain gid ko subong,body pain,generalized pain,myalgia,body,generalized pain,medium,masakit bilog lawas;kirot bilog lawas;sakit bilog lawas;whole body pain;kapoy gid lawas;masakit lawas;sakit lawas;luya lawas;body pain
552,may ara ko nga ginasakit lawas ko gid,body pain,generalized pain,myalgia,body,generalized pain,medium,masakit bilog lawas;kirot bilog lawas;sakit bilog lawas;whole body pain;kapoy gid lawas;masakit lawas;sakit lawas;luya lawas;body pain
553,may ara ko nga hapdi lawas ko ko,body pain,generalized pain,myalgia,body,generalized pain,medium,masakit bilog lawas;kirot bilog lawas;sakit bilog lawas;whole body pain;kapoy gid lawas;masakit lawas;sakit lawas;luya lawas;body pain
554,may ara ko nga may ara ko kirot bilog lawas pirmi gid,body pain,generalized pain,myalgia,body,generalized pain,medium,masakit bilog lawas;kirot bilog lawas;sakit bilog lawas;whole body pain;kapoy gid lawas;masakit lawas;sakit lawas;luya lawas;body pain
555,may ara ko nga nagasakit lawas ko subong,body pain,generalized pain,myalgia,body,generalized pain,medium,masakit bilog lawas;kirot bilog lawas;sakit bilog lawas;whole body pain;kapoy gid lawas;masakit lawas;sakit lawas;luya lawas;body pain
556,may ara ko nga sakit lawas ko karon gid,body pain,generalized pain,myalgia,body,generalized pain,medium,masakit bilog lawas;kirot bilog lawas;sakit bilog lawas;whole body pain;kapoy gid lawas;masakit lawas;sakit lawas;luya lawas;body pain
557,may generalized pain ko gid,body pain,generalized pain,myalgia,body,generalized pain,medium,masakit bilog lawas;kirot bilog lawas;sakit bilog lawas;whole body pain;kapoy gid lawas;masakit lawas;sakit lawas;luya lawas;body pain
558,may generalized pain ko gid ko,body pain,generalized pain,myalgia,body,generalized pain,medium,masakit bilog lawas;kirot bilog lawas;sakit bilog lawas;whole body pain;kapoy gid lawas;masakit lawas;sakit lawas;luya lawas;body pain
559,may generalized pain ko man,body pain,generalized pain,myalgia,body,generalized pain,medium,masakit bilog lawas;kirot bilog lawas;sakit bilog lawas;whole body pain;kapoy gid lawas;masakit lawas;sakit lawas;luya lawas;body pain
560,may generalized pain ko na gid,body pain,generalized pain,myalgia,body,generalized pain,medium,masakit bilog lawas;kirot bilog lawas;sakit bilog lawas;whole body pain;kapoy gid lawas;masakit lawas;sakit lawas;luya lawas;body pain
561,nagasakit lawas ko ako,body pain,generalized pain,myalgia,body,generalized pain,medium,masakit bilog lawas;kirot bilog lawas;sakit bilog lawas;whole body pain;kapoy gid lawas;masakit lawas;sakit lawas;luya lawas;body pain
562,pareho ako masakit bilog lawas karon gid ko,body pain,generalized pain,myalgia,body,generalized pain,medium,masakit bilog lawas;kirot bilog lawas;sakit bilog lawas;whole body pain;kapoy gid lawas;masakit lawas;sakit lawas;luya lawas;body pain
563,pareho ako sakit bilog lawas halin sang aga subong,body pain,generalized pain,myalgia,body,generalized pain,medium,masakit bilog lawas;kirot bilog lawas;sakit bilog lawas;whole body pain;kapoy gid lawas;masakit lawas;sakit lawas;luya lawas;body pain
564,pareho feel ko nga whole body pain ko subong,body pain,generalized pain,myalgia,body,generalized pain,medium,masakit bilog lawas;kirot bilog lawas;sakit bilog lawas;whole body pain;kapoy gid lawas;masakit lawas;sakit lawas;luya lawas;body pain
565,pareho grabe gid luya lawas,body pain,generalized pain,myalgia,body,generalized pain,medium,masakit bilog lawas;kirot bilog lawas;sakit bilog lawas;whole body pain;kapoy gid lawas;masakit lawas;sakit lawas;luya lawas;body pain
566,pareho hapdi lawas ko gid ko,body pain,generalized pain,myalgia,body,generalized pain,medium,masakit bilog lawas;kirot bilog lawas;sakit bilog lawas;whole body pain;kapoy gid lawas;masakit lawas;sakit lawas;luya lawas;body pain
567,pareho hapdi lawas ko subong,body pain,generalized pain,myalgia,body,generalized pain,medium,masakit bilog lawas;kirot bilog lawas;sakit bilog lawas;whole body pain;kapoy gid lawas;masakit lawas;sakit lawas;luya lawas;body pain
568,pareho kirot lawas ko sing malala subong,body pain,generalized pain,myalgia,body,generalized pain,medium,masakit bilog lawas;kirot bilog lawas;sakit bilog lawas;whole body pain;kapoy gid lawas;masakit lawas;sakit lawas;luya lawas;body pain
569,pareho masakit bilog lawas gid ko subong na gid,body pain,generalized pain,myalgia,body,generalized pain,medium,masakit bilog lawas;kirot bilog lawas;sakit bilog lawas;whole body pain;kapoy gid lawas;masakit lawas;sakit lawas;luya lawas;body pain
570,pareho masakit sobra akon lawas ako,body pain,generalized pain,myalgia,body,generalized pain,medium,masakit bilog lawas;kirot bilog lawas;sakit bilog lawas;whole body pain;kapoy gid lawas;masakit lawas;sakit lawas;luya lawas;body pain
571,pareho nagasakit lawas ko man,body pain,generalized pain,myalgia,body,generalized pain,medium,masakit bilog lawas;kirot bilog lawas;sakit bilog lawas;whole body pain;kapoy gid lawas;masakit lawas;sakit lawas;luya lawas;body pain
572,pareho pirmi ko luya lawas subong,body pain,generalized pain,myalgia,body,generalized pain,medium,masakit bilog lawas;kirot bilog lawas;sakit bilog lawas;whole body pain;kapoy gid lawas;masakit lawas;sakit lawas;luya lawas;body pain
573,pareho sakit lawas ko kagapon gid,body pain,generalized pain,myalgia,body,generalized pain,medium,masakit bilog lawas;kirot bilog lawas;sakit bilog lawas;whole body pain;kapoy gid lawas;masakit lawas;sakit lawas;luya lawas;body pain
574,pirmi ko whole body pain ko,body pain,generalized pain,myalgia,body,generalized pain,medium,masakit bilog lawas;kirot bilog lawas;sakit bilog lawas;whole body pain;kapoy gid lawas;masakit lawas;sakit lawas;luya lawas;body pain
575,saket bilog lawas,body pain,generalized pain,myalgia,body,generalized pain,medium,masakit bilog lawas;kirot bilog lawas;sakit bilog lawas;whole body pain;kapoy gid lawas;masakit lawas;sakit lawas;luya lawas;body pain
576,sakit bilog lawas,body pain,generalized pain,myalgia,body,generalized pain,medium,masakit bilog lawas;kirot bilog lawas;sakit bilog lawas;whole body pain;kapoy gid lawas;masakit lawas;sakit lawas;luya lawas;body pain
577,sakit bilog lawas bah,body pain,generalized pain,myalgia,body,generalized pain,medium,masakit bilog lawas;kirot bilog lawas;sakit bilog lawas;whole body pain;kapoy gid lawas;masakit lawas;sakit lawas;luya lawas;body pain
578,sakit bilog lawas gid,body pain,generalized pain,myalgia,body,generalized pain,medium,masakit bilog lawas;kirot bilog lawas;sakit bilog lawas;whole body pain;kapoy gid lawas;masakit lawas;sakit lawas;luya lawas;body pain
579,sakit bilog lawas gid ko,body pain,generalized pain,myalgia,body,generalized pain,medium,masakit bilog lawas;kirot bilog lawas;sakit bilog lawas;whole body pain;kapoy gid lawas;masakit lawas;sakit lawas;luya lawas;body pain
580,sakit bilog lawas ko,body pain,generalized pain,myalgia,body,generalized pain,medium,masakit bilog lawas;kirot bilog lawas;sakit bilog lawas;whole body pain;kapoy gid lawas;masakit lawas;sakit lawas;luya lawas;body pain
581,sakit bilog lawas man,body pain,generalized pain,myalgia,body,generalized pain,medium,masakit bilog lawas;kirot bilog lawas;sakit bilog lawas;whole body pain;kapoy gid lawas;masakit lawas;sakit lawas;luya lawas;body pain
582,sakit bilog lawas no,body pain,generalized pain,myalgia,body,generalized pain,medium,masakit bilog lawas;kirot bilog lawas;sakit bilog lawas;whole body pain;kapoy gid lawas;masakit lawas;sakit lawas;luya lawas;body pain
583,sakit lawas ko halin sang aga ko,body pain,generalized pain,myalgia,body,generalized pain,medium,masakit bilog lawas;kirot bilog lawas;sakit bilog lawas;whole body pain;kapoy gid lawas;masakit lawas;sakit lawas;luya lawas;body pain
584,skit bilog lawas,body pain,generalized pain,myalgia,body,generalized pain,medium,masakit bilog lawas;kirot bilog lawas;sakit bilog lawas;whole body pain;kapoy gid lawas;masakit lawas;sakit lawas;luya lawas;body pain
585,whole body pain,body pain,generalized pain,myalgia,body,generalized pain,medium,masakit bilog lawas;kirot bilog lawas;sakit bilog lawas;whole body pain;kapoy gid lawas;masakit lawas;sakit lawas;luya lawas;body pain
586,basin ako gakurot dughan kagapon ako,chest pain,chest pain,chest pain,chest,cardiac pain,high,sakit sang dughan;gakurot dughan;masakit dibdib;gapigos dughan;masakit dughan;sakit dibdib;kirot dughan;hapdi dughan;sakit dughan
587,basin ako gakurot duhan kagapon ako,chest pain,chest pain,chest pain,chest,cardiac pain,high,sakit sang dughan;gakurot dughan;masakit dibdib;gapigos dughan;masakit dughan;sakit dibdib;kirot dughan;hapdi dughan;sakit dughan
588,basin daw masakit dibdib gid ko gid ko,chest pain,chest pain,chest pain,chest,cardiac pain,high,sakit sang dughan;gakurot dughan;masakit dibdib;gapigos dughan;masakit dughan;sakit dibdib;kirot dughan;hapdi dughan;sakit dughan
589,basin hapdi dughan ko ko,chest pain,chest pain,chest pain,chest,cardiac pain,high,sakit sang dughan;gakurot dughan;masakit dibdib;gapigos dughan;masakit dughan;sakit dibdib;kirot dughan;hapdi dughan;sakit dughan
590,basin hapdi duhan ko ko,chest pain,chest pain,chest pain,chest,cardiac pain,high,sakit sang dughan;gakurot dughan;masakit dibdib;gapigos dughan;masakit dughan;sakit dibdib;kirot dughan;hapdi dughan;sakit dughan
591,basin masakit daw malala akon dughan gid ko,chest pain,chest pain,chest pain,chest,cardiac pain,high,sakit sang dughan;gakurot dughan;masakit dibdib;gapigos dughan;masakit dughan;sakit dibdib;kirot dughan;hapdi dughan;sakit dughan
592,basin masakit daw malala akon duhan gid ko,chest pain,chest pain,chest pain,chest,cardiac pain,high,sakit sang dughan;gakurot dughan;masakit dibdib;gapigos dughan;masakit dughan;sakit dibdib;kirot dughan;hapdi dughan;sakit dughan
593,basin masakit dibdib gid ko subong ko,chest pain,chest pain,chest pain,chest,cardiac pain,high,sakit sang dughan;gakurot dughan;masakit dibdib;gapigos dughan;masakit dughan;sakit dibdib;kirot dughan;hapdi dughan;sakit dughan
594,basin nagasakit dughan ko gid,chest pain,chest pain,chest pain,chest,cardiac pain,high,sakit sang dughan;gakurot dughan;masakit dibdib;gapigos dughan;masakit dughan;sakit dibdib;kirot dughan;hapdi dughan;sakit dughan
595,basin nagasakit duhan ko gid,chest pain,chest pain,chest pain,chest,cardiac pain,high,sakit sang dughan;gakurot dughan;masakit dibdib;gapigos dughan;masakit dughan;sakit dibdib;kirot dughan;hapdi dughan;sakit dughan
596,Chest pain gid ko,chest pain,chest pain,chest pain,chest,cardiac pain,high,sakit sang dughan;gakurot dughan;masakit dibdib;gapigos dughan;masakit dughan;sakit dibdib;kirot dughan;hapdi dughan;sakit dughan
597,daw chest pain gid ko ko,chest pain,chest pain,chest pain,chest,cardiac pain,high,sakit sang dughan;gakurot dughan;masakit dibdib;gapigos dughan;masakit dughan;sakit dibdib;kirot dughan;hapdi dughan;sakit dughan
