hiligaynon_term,english_term,medical_category,severity,triage_level,status,body_part,symptom
grabe gid naaksidente ko bukongbukong akon ko,ankle vehicle collision injury,trauma,Critical,emergency,active,ankle,vehicle collision injury
bukongbukong naaksidente ko,ankle vehicle collision injury,trauma,Critical,emergency,active,ankle,vehicle collision injury
naaksidente ko kilid mata ko,eyelid vehicle collision injury,trauma,Critical,emergency,active,eyelid,vehicle collision injury
naaksidente ko kilid mata akon,eyelid vehicle collision injury,trauma,Critical,emergency,active,eyelid,vehicle collision injury
naaksidente ko kilid mata ko akon,eyelid vehicle collision injury,trauma,Critical,emergency,active,eyelid,vehicle collision injury
naaksidente ko kilid mata akon ko,eyelid vehicle collision injury,trauma,Critical,emergency,active,eyelid,vehicle collision injury
naaksidente ko ko kilid mata,eyelid vehicle collision injury,trauma,Critical,emergency,active,eyelid,vehicle collision injury
naaksidente ko akon kilid mata,eyelid vehicle collision injury,trauma,Critical,emergency,active,eyelid,vehicle collision injury
naaksidente ko ko akon kilid mata,eyelid vehicle collision injury,trauma,Critical,emergency,active,eyelid,vehicle collision injury
naaksidente ko akon ko kilid mata,eyelid vehicle collision injury,trauma,Critical,emergency,active,eyelid,vehicle collision injury
naaksidente ko gid kilid mata ko,eyelid vehicle collision injury,trauma,Critical,emergency,active,eyelid,vehicle collision injury
naaksidente ko grabe kilid mata ko,eyelid vehicle collision injury,trauma,Critical,emergency,active,eyelid,vehicle collision injury
naaksidente ko grabe gid kilid mata ko,eyelid vehicle collision injury,trauma,Critical,emergency,active,eyelid,vehicle collision injury
naaksidente ko gid kilid mata akon,eyelid vehicle collision injury,trauma,Critical,emergency,active,eyelid,vehicle collision injury
naaksidente ko grabe kilid mata akon,eyelid vehicle collision injury,trauma,Critical,emergency,active,eyelid,vehicle collision injury
naaksidente ko grabe gid kilid mata akon,eyelid vehicle collision injury,trauma,Critical,emergency,active,eyelid,vehicle collision injury
naaksidente ko gid kilid mata ko akon,eyelid vehicle collision injury,trauma,Critical,emergency,active,eyelid,vehicle collision injury
naaksidente ko grabe kilid mata ko akon,eyelid vehicle collision injury,trauma,Critical,emergency,active,eyelid,vehicle collision injury
naaksidente ko grabe gid kilid mata ko akon,eyelid vehicle collision injury,trauma,Critical,emergency,active,eyelid,vehicle collision injury
naaksidente ko gid kilid mata akon ko,eyelid vehicle collision injury,trauma,Critical,emergency,active,eyelid,vehicle collision injury
naaksidente ko grabe kilid mata akon ko,eyelid vehicle collision injury,trauma,Critical,emergency,active,eyelid,vehicle collision injury
naaksidente ko grabe gid kilid mata akon ko,eyelid vehicle collision injury,trauma,Critical,emergency,active,eyelid,vehicle collision injury
naaksidente ko kilid mata,eyelid vehicle collision injury,trauma,Critical,emergency,active,eyelid,vehicle collision injury
naaksidente ko gid kilid mata,eyelid vehicle collision injury,trauma,Critical,emergency,active,eyelid,vehicle collision injury
naaksidente ko grabe kilid mata,eyelid vehicle collision injury,trauma,Critical,emergency,active,eyelid,vehicle collision injury
naaksidente ko grabe gid kilid mata,eyelid vehicle collision injury,trauma,Critical,emergency,active,eyelid,vehicle collision injury
may naaksidente ko sa kilid mata ko,eyelid vehicle collision injury,trauma,Critical,emergency,active,eyelid,vehicle collision injury
may naaksidente ko sa kilid mata akon,eyelid vehicle collision injury,trauma,Critical,emergency,active,eyelid,vehicle collision injury
may naaksidente ko sa kilid mata ko akon,eyelid vehicle collision injury,trauma,Critical,emergency,active,eyelid,vehicle collision injury
may naaksidente ko sa kilid mata akon ko,eyelid vehicle collision injury,trauma,Critical,emergency,active,eyelid,vehicle collision injury
may naaksidente ko kilid mata ko,eyelid vehicle collision injury,trauma,Critical,emergency,active,eyelid,vehicle collision injury
may naaksidente ko kilid mata akon,eyelid vehicle collision injury,trauma,Critical,emergency,active,eyelid,vehicle collision injury
may naaksidente ko kilid mata ko akon,eyelid vehicle collision injury,trauma,Critical,emergency,active,eyelid,vehicle collision injury
may naaksidente ko kilid mata akon ko,eyelid vehicle collision injury,trauma,Critical,emergency,active,eyelid,vehicle collision injury
kilid mata ko naaksidente ko,eyelid vehicle collision injury,trauma,Critical,emergency,active,eyelid,vehicle collision injury
kilid mata akon naaksidente ko,eyelid vehicle collision injury,trauma,Critical,emergency,active,eyelid,vehicle collision injury
kilid mata ko akon naaksidente ko,eyelid vehicle collision injury,trauma,Critical,emergency,active,eyelid,vehicle collision injury
kilid mata akon ko naaksidente ko,eyelid vehicle collision injury,trauma,Critical,emergency,active,eyelid,vehicle collision injury
ko kilid mata naaksidente ko,eyelid vehicle collision injury,trauma,Critical,emergency,active,eyelid,vehicle collision injury
akon kilid mata naaksidente ko,eyelid vehicle collision injury,trauma,Critical,emergency,active,eyelid,vehicle collision injury
ko akon kilid mata naaksidente ko,eyelid vehicle collision injury,trauma,Critical,emergency,active,eyelid,vehicle collision injury
akon ko kilid mata naaksidente ko,eyelid vehicle collision injury,trauma,Critical,emergency,active,eyelid,vehicle collision injury
naaksidente ko gid ko kilid mata,eyelid vehicle collision injury,trauma,Critical,emergency,active,eyelid,vehicle collision injury
naaksidente ko gid akon kilid mata,eyelid vehicle collision injury,trauma,Critical,emergency,active,eyelid,vehicle collision injury
naaksidente ko gid ko akon kilid mata,eyelid vehicle collision injury,trauma,Critical,emergency,active,eyelid,vehicle collision injury
naaksidente ko gid akon ko kilid mata,eyelid vehicle collision injury,trauma,Critical,emergency,active,eyelid,vehicle collision injury
gid naaksidente ko kilid mata ko,eyelid vehicle collision injury,trauma,Critical,emergency,active,eyelid,vehicle collision injury
grabe naaksidente ko kilid mata ko,eyelid vehicle collision injury,trauma,Critical,emergency,active,eyelid,vehicle collision injury
grabe gid naaksidente ko kilid mata ko,eyelid vehicle collision injury,trauma,Critical,emergency,active,eyelid,vehicle collision injury
gid naaksidente ko kilid mata akon,eyelid vehicle collision injury,trauma,Critical,emergency,active,eyelid,vehicle collision injury
grabe naaksidente ko kilid mata akon,eyelid vehicle collision injury,trauma,Critical,emergency,active,eyelid,vehicle collision injury
grabe gid naaksidente ko kilid mata akon,eyelid vehicle collision injury,trauma,Critical,emergency,active,eyelid,vehicle collision injury
gid naaksidente ko kilid mata ko akon,eyelid vehicle collision injury,trauma,Critical,emergency,active,eyelid,vehicle collision injury
grabe naaksidente ko kilid mata ko akon,eyelid vehicle collision injury,trauma,Critical,emergency,active,eyelid,vehicle collision injury
grabe gid naaksidente ko kilid mata ko akon,eyelid vehicle collision injury,trauma,Critical,emergency,active,eyelid,vehicle collision injury
gid naaksidente ko kilid mata akon ko,eyelid vehicle collision injury,trauma,Critical,emergency,active,eyelid,vehicle collision injury
grabe naaksidente ko kilid mata akon ko,eyelid vehicle collision injury,trauma,Critical,emergency,active,eyelid,vehicle collision injury
grabe gid naaksidente ko kilid mata akon ko,eyelid vehicle collision injury,trauma,Critical,emergency,active,eyelid,vehicle collision injury
kilid mata naaksidente ko,eyelid vehicle collision injury,trauma,Critical,emergency,active,eyelid,vehicle collision injury
naaksidente ko dalunggan ko,ear vehicle collision injury,trauma,Critical,emergency,active,ear,vehicle collision injury
naaksidente ko dalunggan akon,ear vehicle collision injury,trauma,Critical,emergency,active,ear,vehicle collision injury
naaksidente ko dalunggan ko akon,ear vehicle collision injury,trauma,Critical,emergency,active,ear,vehicle collision injury
naaksidente ko dalunggan akon ko,ear vehicle collision injury,trauma,Critical,emergency,active,ear,vehicle collision injury
naaksidente ko ko dalunggan,ear vehicle collision injury,trauma,Critical,emergency,active,ear,vehicle collision injury
naaksidente ko akon dalunggan,ear vehicle collision injury,trauma,Critical,emergency,active,ear,vehicle collision injury
naaksidente ko ko akon dalunggan,ear vehicle collision injury,trauma,Critical,emergency,active,ear,vehicle collision injury
naaksidente ko akon ko dalunggan,ear vehicle collision injury,trauma,Critical,emergency,active,ear,vehicle collision injury
naaksidente ko gid dalunggan ko,ear vehicle collision injury,trauma,Critical,emergency,active,ear,vehicle collision injury
naaksidente ko grabe dalunggan ko,ear vehicle collision injury,trauma,Critical,emergency,active,ear,vehicle collision injury
naaksidente ko grabe gid dalunggan ko,ear vehicle collision injury,trauma,Critical,emergency,active,ear,vehicle collision injury
naaksidente ko gid dalunggan akon,ear vehicle collision injury,trauma,Critical,emergency,active,ear,vehicle collision injury
naaksidente ko grabe dalunggan akon,ear vehicle collision injury,trauma,Critical,emergency,active,ear,vehicle collision injury
naaksidente ko grabe gid dalunggan akon,ear vehicle collision injury,trauma,Critical,emergency,active,ear,vehicle collision injury
naaksidente ko gid dalunggan ko akon,ear vehicle collision injury,trauma,Critical,emergency,active,ear,vehicle collision injury
naaksidente ko grabe dalunggan ko akon,ear vehicle collision injury,trauma,Critical,emergency,active,ear,vehicle collision injury
naaksidente ko grabe gid dalunggan ko akon,ear vehicle collision injury,trauma,Critical,emergency,active,ear,vehicle collision injury
naaksidente ko gid dalunggan akon ko,ear vehicle collision injury,trauma,Critical,emergency,active,ear,vehicle collision injury
naaksidente ko grabe dalunggan akon ko,ear vehicle collision injury,trauma,Critical,emergency,active,ear,vehicle collision injury
naaksidente ko grabe gid dalunggan akon ko,ear vehicle collision injury,trauma,Critical,emergency,active,ear,vehicle collision injury
naaksidente ko dalunggan,ear vehicle collision injury,trauma,Critical,emergency,active,ear,vehicle collision injury
naaksidente ko gid dalunggan,ear vehicle collision injury,trauma,Critical,emergency,active,ear,vehicle collision injury
naaksidente ko grabe dalunggan,ear vehicle collision injury,trauma,Critical,emergency,active,ear,vehicle collision injury
naaksidente ko grabe gid dalunggan,ear vehicle collision injury,trauma,Critical,emergency,active,ear,vehicle collision injury
may naaksidente ko sa dalunggan ko,ear vehicle collision injury,trauma,Critical,emergency,active,ear,vehicle collision injury
may naaksidente ko sa dalunggan akon,ear vehicle collision injury,trauma,Critical,emergency,active,ear,vehicle collision injury
may naaksidente ko sa dalunggan ko akon,ear vehicle collision injury,trauma,Critical,emergency,active,ear,vehicle collision injury
may naaksidente ko sa dalunggan akon ko,ear vehicle collision injury,trauma,Critical,emergency,active,ear,vehicle collision injury
may naaksidente ko dalunggan ko,ear vehicle collision injury,trauma,Critical,emergency,active,ear,vehicle collision injury
may naaksidente ko dalunggan akon,ear vehicle collision injury,trauma,Critical,emergency,active,ear,vehicle collision injury
may naaksidente ko dalunggan ko akon,ear vehicle collision injury,trauma,Critical,emergency,active,ear,vehicle collision injury
may naaksidente ko dalunggan akon ko,ear vehicle collision injury,trauma,Critical,emergency,active,ear,vehicle collision injury
dalunggan ko naaksidente ko,ear vehicle collision injury,trauma,Critical,emergency,active,ear,vehicle collision injury
dalunggan akon naaksidente ko,ear vehicle collision injury,trauma,Critical,emergency,active,ear,vehicle collision injury
dalunggan ko akon naaksidente ko,ear vehicle collision injury,trauma,Critical,emergency,active,ear,vehicle collision injury
dalunggan akon ko naaksidente ko,ear vehicle collision injury,trauma,Critical,emergency,active,ear,vehicle collision injury
ko dalunggan naaksidente ko,ear vehicle collision injury,trauma,Critical,emergency,active,ear,vehicle collision injury
akon dalunggan naaksidente ko,ear vehicle collision injury,trauma,Critical,emergency,active,ear,vehicle collision injury
ko akon dalunggan naaksidente ko,ear vehicle collision injury,trauma,Critical,emergency,active,ear,vehicle collision injury
akon ko dalunggan naaksidente ko,ear vehicle collision injury,trauma,Critical,emergency,active,ear,vehicle collision injury
naaksidente ko gid ko dalunggan,ear vehicle collision injury,trauma,Critical,emergency,active,ear,vehicle collision injury
naaksidente ko gid akon dalunggan,ear vehicle collision injury,trauma,Critical,emergency,active,ear,vehicle collision injury
naaksidente ko gid ko akon dalunggan,ear vehicle collision injury,trauma,Critical,emergency,active,ear,vehicle collision injury
naaksidente ko gid akon ko dalunggan,ear vehicle collision injury,trauma,Critical,emergency,active,ear,vehicle collision injury
gid naaksidente ko dalunggan ko,ear vehicle collision injury,trauma,Critical,emergency,active,ear,vehicle collision injury
grabe naaksidente ko dalunggan ko,ear vehicle collision injury,trauma,Critical,emergency,active,ear,vehicle collision injury
grabe gid naaksidente ko dalunggan ko,ear vehicle collision injury,trauma,Critical,emergency,active,ear,vehicle collision injury
