text,english_meaning,body_location_en,body_location_hiligaynon,symptom_en,symptom_hiligaynon
ang imo wala nga gamay nga mata may pagdugo,your left mild eye bleeding,eye,mata,bleeding,pagdugo
imo wala nga grabe nga mata pagdugo,your left severe eye bleeding,eye,mata,bleeding,pagdugo
ang imo wala nga grabe nga mata may pagdugo,your left severe eye bleeding,eye,mata,bleeding,pagdugo
imo wala nga gulpi nga mata pagdugo,your left sudden eye bleeding,eye,mata,bleeding,pagdugo
ang imo wala nga gulpi nga mata may pagdugo,your left sudden eye bleeding,eye,mata,bleeding,pagdugo
imo wala nga padayon nga mata pagdugo,your left persistent eye bleeding,eye,mata,bleeding,pagdugo
ang imo wala nga padayon nga mata may pagdugo,your left persistent eye bleeding,eye,mata,bleeding,pagdugo
imo wala nga pabalik-balik nga mata pagdugo,your left intermittent eye bleeding,eye,mata,bleeding,pagdugo
ang imo wala nga pabalik-balik nga mata may pagdugo,your left intermittent eye bleeding,eye,mata,bleeding,pagdugo
imo pareho nga mata pagdugo,your both eye bleeding,eye,mata,bleeding,pagdugo
ang imo pareho nga mata may pagdugo,your both eye bleeding,eye,mata,bleeding,pagdugo
imo pareho nga gamay nga mata pagdugo,your both mild eye bleeding,eye,mata,bleeding,pagdugo
ang imo pareho nga gamay nga mata may pagdugo,your both mild eye bleeding,eye,mata,bleeding,pagdugo
imo pareho nga grabe nga mata pagdugo,your both severe eye bleeding,eye,mata,bleeding,pagdugo
ang imo pareho nga grabe nga mata may pagdugo,your both severe eye bleeding,eye,mata,bleeding,pagdugo
imo pareho nga gulpi nga mata pagdugo,your both sudden eye bleeding,eye,mata,bleeding,pagdugo
ang imo pareho nga gulpi nga mata may pagdugo,your both sudden eye bleeding,eye,mata,bleeding,pagdugo
imo pareho nga padayon nga mata pagdugo,your both persistent eye bleeding,eye,mata,bleeding,pagdugo
ang imo pareho nga padayon nga mata may pagdugo,your both persistent eye bleeding,eye,mata,bleeding,pagdugo
imo pareho nga pabalik-balik nga mata pagdugo,your both intermittent eye bleeding,eye,mata,bleeding,pagdugo
ang imo pareho nga pabalik-balik nga mata may pagdugo,your both intermittent eye bleeding,eye,mata,bleeding,pagdugo
iya mata pagdugo,his/her eye bleeding,eye,mata,bleeding,pagdugo
ang iya mata may pagdugo,his/her eye bleeding,eye,mata,bleeding,pagdugo
iya mata may pagdugo,his/her eye bleeding,eye,mata,bleeding,pagdugo
iya gamay nga mata pagdugo,his/her mild eye bleeding,eye,mata,bleeding,pagdugo
ang iya gamay nga mata may pagdugo,his/her mild eye bleeding,eye,mata,bleeding,pagdugo
iya grabe nga mata pagdugo,his/her severe eye bleeding,eye,mata,bleeding,pagdugo
ang iya grabe nga mata may pagdugo,his/her severe eye bleeding,eye,mata,bleeding,pagdugo
iya gulpi nga mata pagdugo,his/her sudden eye bleeding,eye,mata,bleeding,pagdugo
ang iya gulpi nga mata may pagdugo,his/her sudden eye bleeding,eye,mata,bleeding,pagdugo
iya padayon nga mata pagdugo,his/her persistent eye bleeding,eye,mata,bleeding,pagdugo
ang iya padayon nga mata may pagdugo,his/her persistent eye bleeding,eye,mata,bleeding,pagdugo
iya pabalik-balik nga mata pagdugo,his/her intermittent eye bleeding,eye,mata,bleeding,pagdugo
ang iya pabalik-balik nga mata may pagdugo,his/her intermittent eye bleeding,eye,mata,bleeding,pagdugo
iya tuo nga mata pagdugo,his/her right eye bleeding,eye,mata,bleeding,pagdugo
ang iya tuo nga mata may pagdugo,his/her right eye bleeding,eye,mata,bleeding,pagdugo
iya tuo nga gamay nga mata pagdugo,his/her right mild eye bleeding,eye,mata,bleeding,pagdugo
ang iya tuo nga gamay nga mata may pagdugo,his/her right mild eye bleeding,eye,mata,bleeding,pagdugo
iya tuo nga grabe nga mata pagdugo,his/her right severe eye bleeding,eye,mata,bleeding,pagdugo
ang iya tuo nga grabe nga mata may pagdugo,his/her right severe eye bleeding,eye,mata,bleeding,pagdugo
iya tuo nga gulpi nga mata pagdugo,his/her right sudden eye bleeding,eye,mata,bleeding,pagdugo
ang iya tuo nga gulpi nga mata may pagdugo,his/her right sudden eye bleeding,eye,mata,bleeding,pagdugo
iya tuo nga padayon nga mata pagdugo,his/her right persistent eye bleeding,eye,mata,bleeding,pagdugo
ang iya tuo nga padayon nga mata may pagdugo,his/her right persistent eye bleeding,eye,mata,bleeding,pagdugo
iya tuo nga pabalik-balik nga mata pagdugo,his/her right intermittent eye bleeding,eye,mata,bleeding,pagdugo
ang iya tuo nga pabalik-balik nga mata may pagdugo,his/her right intermittent eye bleeding,eye,mata,bleeding,pagdugo
iya wala nga mata pagdugo,his/her left eye bleeding,eye,mata,bleeding,pagdugo
ang iya wala nga mata may pagdugo,his/her left eye bleeding,eye,mata,bleeding,pagdugo
iya wala nga gamay nga mata pagdugo,his/her left mild eye bleeding,eye,mata,bleeding,pagdugo
ang iya wala nga gamay nga mata may pagdugo,his/her left mild eye bleeding,eye,mata,bleeding,pagdugo
iya wala nga grabe nga mata pagdugo,his/her left severe eye bleeding,eye,mata,bleeding,pagdugo
ang iya wala nga grabe nga mata may pagdugo,his/her left severe eye bleeding,eye,mata,bleeding,pagdugo
iya wala nga gulpi nga mata pagdugo,his/her left sudden eye bleeding,eye,mata,bleeding,pagdugo
ang iya wala nga gulpi nga mata may pagdugo,his/her left sudden eye bleeding,eye,mata,bleeding,pagdugo
iya wala nga padayon nga mata pagdugo,his/her left persistent eye bleeding,eye,mata,bleeding,pagdugo
ang iya wala nga padayon nga mata may pagdugo,his/her left persistent eye bleeding,eye,mata,bleeding,pagdugo
iya wala nga pabalik-balik nga mata pagdugo,his/her left intermittent eye bleeding,eye,mata,bleeding,pagdugo
ang iya wala nga pabalik-balik nga mata may pagdugo,his/her left intermittent eye bleeding,eye,mata,bleeding,pagdugo
iya pareho nga mata pagdugo,his/her both eye bleeding,eye,mata,bleeding,pagdugo
ang iya pareho nga mata may pagdugo,his/her both eye bleeding,eye,mata,bleeding,pagdugo
iya pareho nga gamay nga mata pagdugo,his/her both mild eye bleeding,eye,mata,bleeding,pagdugo
ang iya pareho nga gamay nga mata may pagdugo,his/her both mild eye bleeding,eye,mata,bleeding,pagdugo
iya pareho nga grabe nga mata pagdugo,his/her both severe eye bleeding,eye,mata,bleeding,pagdugo
ang iya pareho nga grabe nga mata may pagdugo,his/her both severe eye bleeding,eye,mata,bleeding,pagdugo
iya pareho nga gulpi nga mata pagdugo,his/her both sudden eye bleeding,eye,mata,bleeding,pagdugo
ang iya pareho nga gulpi nga mata may pagdugo,his/her both sudden eye bleeding,eye,mata,bleeding,pagdugo
iya pareho nga padayon nga mata pagdugo,his/her both persistent eye bleeding,eye,mata,bleeding,pagdugo
ang iya pareho nga padayon nga mata may pagdugo,his/her both persistent eye bleeding,eye,mata,bleeding,pagdugo
iya pareho nga pabalik-balik nga mata pagdugo,his/her both intermittent eye bleeding,eye,mata,bleeding,pagdugo
ang iya pareho nga pabalik-balik nga mata may pagdugo,his/her both intermittent eye bleeding,eye,mata,bleeding,pagdugo
akon mata pilas,my eye wound,eye,mata,wound,pilas
may pilas ako sa mata,my eye wound,eye,mata,wound,pilas
ang akon mata may pilas,my eye wound,eye,mata,wound,pilas
akon mata may pilas,my eye wound,eye,mata,wound,pilas
akon gamay nga mata pilas,my mild eye wound,eye,mata,wound,pilas
may pilas ako sa gamay nga mata,my mild eye wound,eye,mata,wound,pilas
ang akon gamay nga mata may pilas,my mild eye wound,eye,mata,wound,pilas
akon grabe nga mata pilas,my severe eye wound,eye,mata,wound,pilas
may pilas ako sa grabe nga mata,my severe eye wound,eye,mata,wound,pilas
ang akon grabe nga mata may pilas,my severe eye wound,eye,mata,wound,pilas
akon gulpi nga mata pilas,my sudden eye wound,eye,mata,wound,pilas
may pilas ako sa gulpi nga mata,my sudden eye wound,eye,mata,wound,pilas
ang akon gulpi nga mata may pilas,my sudden eye wound,eye,mata,wound,pilas
akon padayon nga mata pilas,my persistent eye wound,eye,mata,wound,pilas
may pilas ako sa padayon nga mata,my persistent eye wound,eye,mata,wound,pilas
ang akon padayon nga mata may pilas,my persistent eye wound,eye,mata,wound,pilas
akon pabalik-balik nga mata pilas,my intermittent eye wound,eye,mata,wound,pilas
may pilas ako sa pabalik-balik nga mata,my intermittent eye wound,eye,mata,wound,pilas
ang akon pabalik-balik nga mata may pilas,my intermittent eye wound,eye,mata,wound,pilas
akon tuo nga mata pilas,my right eye wound,eye,mata,wound,pilas
may pilas ako sa tuo nga mata,my right eye wound,eye,mata,wound,pilas
ang akon tuo nga mata may pilas,my right eye wound,eye,mata,wound,pilas
akon tuo nga gamay nga mata pilas,my right mild eye wound,eye,mata,wound,pilas
may pilas ako sa tuo nga gamay nga mata,my right mild eye wound,eye,mata,wound,pilas
ang akon tuo nga gamay nga mata may pilas,my right mild eye wound,eye,mata,wound,pilas
akon tuo nga grabe nga mata pilas,my right severe eye wound,eye,mata,wound,pilas
may pilas ako sa tuo nga grabe nga mata,my right severe eye wound,eye,mata,wound,pilas
ang akon tuo nga grabe nga mata may pilas,my right severe eye wound,eye,mata,wound,pilas
akon tuo nga gulpi nga mata pilas,my right sudden eye wound,eye,mata,wound,pilas
may pilas ako sa tuo nga gulpi nga mata,my right sudden eye wound,eye,mata,wound,pilas
ang akon tuo nga gulpi nga mata may pilas,my right sudden eye wound,eye,mata,wound,pilas
akon tuo nga padayon nga mata pilas,my right persistent eye wound,eye,mata,wound,pilas
may pilas ako sa tuo nga padayon nga mata,my right persistent eye wound,eye,mata,wound,pilas
ang akon tuo nga padayon nga mata may pilas,my right persistent eye wound,eye,mata,wound,pilas
akon tuo nga pabalik-balik nga mata pilas,my right intermittent eye wound,eye,mata,wound,pilas
may pilas ako sa tuo nga pabalik-balik nga mata,my right intermittent eye wound,eye,mata,wound,pilas
ang akon tuo nga pabalik-balik nga mata may pilas,my right intermittent eye wound,eye,mata,wound,pilas
akon wala nga mata pilas,my left eye wound,eye,mata,wound,pilas
may pilas ako sa wala nga mata,my left eye wound,eye,mata,wound,pilas
ang akon wala nga mata may pilas,my left eye wound,eye,mata,wound,pilas
akon wala nga gamay nga mata pilas,my left mild eye wound,eye,mata,wound,pilas
may pilas ako sa wala nga gamay nga mata,my left mild eye wound,eye,mata,wound,pilas
ang akon wala nga gamay nga mata may pilas,my left mild eye wound,eye,mata,wound,pilas
akon wala nga grabe nga mata pilas,my left severe eye wound,eye,mata,wound,pilas
may pilas ako sa wala nga grabe nga mata,my left severe eye wound,eye,mata,wound,pilas
ang akon wala nga grabe nga mata may pilas,my left severe eye wound,eye,mata,wound,pilas
akon wala nga gulpi nga mata pilas,my left sudden eye wound,eye,mata,wound,pilas
may pilas ako sa wala nga gulpi nga mata,my left sudden eye wound,eye,mata,wound,pilas
ang akon wala nga gulpi nga mata may pilas,my left sudden eye wound,eye,mata,wound,pilas
akon wala nga padayon nga mata pilas,my left persistent eye wound,eye,mata,wound,pilas
may pilas ako sa wala nga padayon nga mata,my left persistent eye wound,eye,mata,wound,pilas
ang akon wala nga padayon nga mata may pilas,my left persistent eye wound,eye,mata,wound,pilas
akon wala nga pabalik-balik nga mata pilas,my left intermittent eye wound,eye,mata,wound,pilas
may pilas ako sa wala nga pabalik-balik nga mata,my left intermittent eye wound,eye,mata,wound,pilas
ang akon wala nga pabalik-balik nga mata may pilas,my left intermittent eye wound,eye,mata,wound,pilas
akon pareho nga mata pilas,my both eye wound,eye,mata,wound,pilas
may pilas ako sa pareho nga mata,my both eye wound,eye,mata,wound,pilas
ang akon pareho nga mata may pilas,my both eye wound,eye,mata,wound,pilas
akon pareho nga gamay nga mata pilas,my both mild eye wound,eye,mata,wound,pilas
may pilas ako sa pareho nga gamay nga mata,my both mild eye wound,eye,mata,wound,pilas
ang akon pareho nga gamay nga mata may pilas,my both mild eye wound,eye,mata,wound,pilas
akon pareho nga grabe nga mata pilas,my both severe eye wound,eye,mata,wound,pilas
may pilas ako sa pareho nga grabe nga mata,my both severe eye wound,eye,mata,wound,pilas
ang akon pareho nga grabe nga mata may pilas,my both severe eye wound,eye,mata,wound,pilas
akon pareho nga gulpi nga mata pilas,my both sudden eye wound,eye,mata,wound,pilas
may pilas ako sa pareho nga gulpi nga mata,my both sudden eye wound,eye,mata,wound,pilas
ang akon pareho nga gulpi nga mata may pilas,my both sudden eye wound,eye,mata,wound,pilas
akon pareho nga padayon nga mata pilas,my both persistent eye wound,eye,mata,wound,pilas
may pilas ako sa pareho nga padayon nga mata,my both persistent eye wound,eye,mata,wound,pilas
ang akon pareho nga padayon nga mata may pilas,my both persistent eye wound,eye,mata,wound,pilas
akon pareho nga pabalik-balik nga mata pilas,my both intermittent eye wound,eye,mata,wound,pilas
may pilas ako sa pareho nga pabalik-balik nga mata,my both intermittent eye wound,eye,mata,wound,pilas
ang akon pareho nga pabalik-balik nga mata may pilas,my both intermittent eye wound,eye,mata,wound,pilas
imo mata pilas,your eye wound,eye,mata,wound,pilas
ang imo mata may pilas,your eye wound,eye,mata,wound,pilas
imo mata may pilas,your eye wound,eye,mata,wound,pilas
imo gamay nga mata pilas,your mild eye wound,eye,mata,wound,pilas
ang imo gamay nga mata may pilas,your mild eye wound,eye,mata,wound,pilas
imo grabe nga mata pilas,your severe eye wound,eye,mata,wound,pilas
ang imo grabe nga mata may pilas,your severe eye wound,eye,mata,wound,pilas
imo gulpi nga mata pilas,your sudden eye wound,eye,mata,wound,pilas
ang imo gulpi nga mata may pilas,your sudden eye wound,eye,mata,wound,pilas
imo padayon nga mata pilas,your persistent eye wound,eye,mata,wound,pilas
ang imo padayon nga mata may pilas,your persistent eye wound,eye,mata,wound,pilas
imo pabalik-balik nga mata pilas,your intermittent eye wound,eye,mata,wound,pilas
ang imo pabalik-balik nga mata may pilas,your intermittent eye wound,eye,mata,wound,pilas
imo tuo nga mata pilas,your right eye wound,eye,mata,wound,pilas
ang imo tuo nga mata may pilas,your right eye wound,eye,mata,wound,pilas
imo tuo nga gamay nga mata pilas,your right mild eye wound,eye,mata,wound,pilas
ang imo tuo nga gamay nga mata may pilas,your right mild eye wound,eye,mata,wound,pilas
imo tuo nga grabe nga mata pilas,your right severe eye wound,eye,mata,wound,pilas
ang imo tuo nga grabe nga mata may pilas,your right severe eye wound,eye,mata,wound,pilas
imo tuo nga gulpi nga mata pilas,your right sudden eye wound,eye,mata,wound,pilas
ang imo tuo nga gulpi nga mata may pilas,your right sudden eye wound,eye,mata,wound,pilas
imo tuo nga padayon nga mata pilas,your right persistent eye wound,eye,mata,wound,pilas
ang imo tuo nga padayon nga mata may pilas,your right persistent eye wound,eye,mata,wound,pilas
imo tuo nga pabalik-balik nga mata pilas,your right intermittent eye wound,eye,mata,wound,pilas
ang imo tuo nga pabalik-balik nga mata may pilas,your right intermittent eye wound,eye,mata,wound,pilas
imo wala nga mata pilas,your left eye wound,eye,mata,wound,pilas
ang imo wala nga mata may pilas,your left eye wound,eye,mata,wound,pilas
imo wala nga gamay nga mata pilas,your left mild eye wound,eye,mata,wound,pilas
ang imo wala nga gamay nga mata may pilas,your left mild eye wound,eye,mata,wound,pilas
imo wala nga grabe nga mata pilas,your left severe eye wound,eye,mata,wound,pilas
ang imo wala nga grabe nga mata may pilas,your left severe eye wound,eye,mata,wound,pilas
imo wala nga gulpi nga mata pilas,your left sudden eye wound,eye,mata,wound,pilas
ang imo wala nga gulpi nga mata may pilas,your left sudden eye wound,eye,mata,wound,pilas
imo wala nga padayon nga mata pilas,your left persistent eye wound,eye,mata,wound,pilas
ang imo wala nga padayon nga mata may pilas,your left persistent eye wound,eye,mata,wound,pilas
imo wala nga pabalik-balik nga mata pilas,your left intermittent eye wound,eye,mata,wound,pilas
ang imo wala nga pabalik-balik nga mata may pilas,your left intermittent eye wound,eye,mata,wound,pilas
imo pareho nga mata pilas,your both eye wound,eye,mata,wound,pilas
ang imo pareho nga mata may pilas,your both eye wound,eye,mata,wound,pilas
imo pareho nga gamay nga mata pilas,your both mild eye wound,eye,mata,wound,pilas
ang imo pareho nga gamay nga mata may pilas,your both mild eye wound,eye,mata,wound,pilas
imo pareho nga grabe nga mata pilas,your both severe eye wound,eye,mata,wound,pilas
ang imo pareho nga grabe nga mata may pilas,your both severe eye wound,eye,mata,wound,pilas
imo pareho nga gulpi nga mata pilas,your both sudden eye wound,eye,mata,wound,pilas
ang imo pareho nga gulpi nga mata may pilas,your both sudden eye wound,eye,mata,wound,pilas
imo pareho nga padayon nga mata pilas,your both persistent eye wound,eye,mata,wound,pilas
ang imo pareho nga padayon nga mata may pilas,your both persistent eye wound,eye,mata,wound,pilas
imo pareho nga pabalik-balik nga mata pilas,your both intermittent eye wound,eye,mata,wound,pilas
ang imo pareho nga pabalik-balik nga mata may pilas,your both intermittent eye wound,eye,mata,wound,pilas
iya mata pilas,his/her eye wound,eye,mata,wound,pilas
ang iya mata may pilas,his/her eye wound,eye,mata,wound,pilas
iya mata may pilas,his/her eye wound,eye,mata,wound,pilas
iya gamay nga mata pilas,his/her mild eye wound,eye,mata,wound,pilas
ang iya gamay nga mata may pilas,his/her mild eye wound,eye,mata,wound,pilas
iya grabe nga mata pilas,his/her severe eye wound,eye,mata,wound,pilas
ang iya grabe nga mata may pilas,his/her severe eye wound,eye,mata,wound,pilas
