phrase,english,concept,language,status
abnormal circulating hepatic transaminase concentration,Abnormal Circulating Hepatic Transaminase Concentration,abnormal_circulating_hepatic_transaminase_concentration,english,active
abnormal circulating hepcidin concentration,Abnormal Circulating Hepcidin Concentration,abnormal_circulating_hepcidin_concentration,english,active
abnormal circulating histidine concentration,Abnormal Circulating Histidine Concentration,abnormal_circulating_histidine_concentration,english,active
abnormal circulating homocysteine concentration,Abnormal Circulating Homocysteine Concentration,abnormal_circulating_homocysteine_concentration,english,active
abnormal circulating hormone concentration,Abnormal Circulating Hormone Concentration,abnormal_circulating_hormone_concentration,english,active
abnormal circulating hormone level,Abnormal Circulating Hormone Level,abnormal_circulating_hormone_level,english,active
abnormal circulating hyaluronic acid concentration,Abnormal Circulating Hyaluronic Acid Concentration,abnormal_circulating_hyaluronic_acid_concentration,english,active
abnormal circulating iga concentration,Abnormal Circulating IgA Concentration,abnormal_circulating_iga_concentration,english,active
abnormal circulating iga level,Abnormal Circulating IgA Level,abnormal_circulating_iga_level,english,active
abnormal circulating igd concentration,Abnormal Circulating IgD Concentration,abnormal_circulating_igd_concentration,english,active
abnormal circulating igd level,Abnormal Circulating IgD Level,abnormal_circulating_igd_level,english,active
abnormal circulating ige concentration,Abnormal Circulating IgE Concentration,abnormal_circulating_ige_concentration,english,active
abnormal circulating ige level,Abnormal Circulating IgE Level,abnormal_circulating_ige_level,english,active
abnormal circulating igg concentration,Abnormal Circulating IgG Concentration,abnormal_circulating_igg_concentration,english,active
abnormal circulating igg level,Abnormal Circulating IgG Level,abnormal_circulating_igg_level,english,active
abnormal circulating igm concentration,Abnormal Circulating IgM Concentration,abnormal_circulating_igm_concentration,english,active
abnormal circulating igm level,Abnormal Circulating IgM Level,abnormal_circulating_igm_level,english,active
abnormal circulating immunoglobulin concentration,Abnormal Circulating Immunoglobulin Concentration,abnormal_circulating_immunoglobulin_concentration,english,active
abnormal circulating inhibin b concentration,Abnormal Circulating Inhibin B Concentration,abnormal_circulating_inhibin_b_concentration,english,active
abnormal circulating inhibin level,Abnormal Circulating Inhibin Level,abnormal_circulating_inhibin_level,english,active
abnormal circulating insulin concentration,Abnormal Circulating Insulin Concentration,abnormal_circulating_insulin_concentration,english,active
abnormal circulating insulin-like growth factor 1 concentration,Abnormal Circulating Insulin-like Growth Factor 1 Concentration,abnormal_circulating_insulin-like_growth_factor_1_concentrat,english,active
abnormal circulating insulin-like growth factor 3 concentration,Abnormal Circulating Insulin-like Growth Factor 3 Concentration,abnormal_circulating_insulin-like_growth_factor_3_concentrat,english,active
abnormal circulating interferon concentration,Abnormal Circulating Interferon Concentration,abnormal_circulating_interferon_concentration,english,active
abnormal circulating interferon-gamma concentration,Abnormal Circulating Interferon-gamma Concentration,abnormal_circulating_interferon-gamma_concentration,english,active
abnormal circulating interleukin 10 concentration,Abnormal Circulating Interleukin 10 Concentration,abnormal_circulating_interleukin_10_concentration,english,active
abnormal circulating interleukin 12 concentration,Abnormal Circulating Interleukin 12 Concentration,abnormal_circulating_interleukin_12_concentration,english,active
abnormal circulating interleukin 17a concentration,Abnormal Circulating Interleukin 17A Concentration,abnormal_circulating_interleukin_17a_concentration,english,active
abnormal circulating interleukin 21 concentration,Abnormal Circulating Interleukin 21 Concentration,abnormal_circulating_interleukin_21_concentration,english,active
abnormal circulating interleukin 22 concentration,Abnormal Circulating Interleukin 22 Concentration,abnormal_circulating_interleukin_22_concentration,english,active
abnormal circulating interleukin 23 concentration,Abnormal Circulating Interleukin 23 Concentration,abnormal_circulating_interleukin_23_concentration,english,active
abnormal circulating interleukin 27 concentration,Abnormal Circulating Interleukin 27 Concentration,abnormal_circulating_interleukin_27_concentration,english,active
abnormal circulating interleukin 6 concentration,Abnormal Circulating Interleukin 6 Concentration,abnormal_circulating_interleukin_6_concentration,english,active
abnormal circulating interleukin 9 concentration,Abnormal Circulating Interleukin 9 Concentration,abnormal_circulating_interleukin_9_concentration,english,active
abnormal circulating interleukin concentration,Abnormal Circulating Interleukin Concentration,abnormal_circulating_interleukin_concentration,english,active
abnormal circulating iron concentration,Abnormal Circulating Iron Concentration,abnormal_circulating_iron_concentration,english,active
abnormal circulating isoleucine concentration,Abnormal Circulating Isoleucine Concentration,abnormal_circulating_isoleucine_concentration,english,active
abnormal circulating keto acid concentration,Abnormal Circulating Keto Acid Concentration,abnormal_circulating_keto_acid_concentration,english,active
abnormal circulating lactate dehydrogenase concentration,Abnormal Circulating Lactate Dehydrogenase Concentration,abnormal_circulating_lactate_dehydrogenase_concentration,english,active
abnormal circulating ldh concentration,Abnormal Circulating LDH Concentration,abnormal_circulating_ldh_concentration,english,active
abnormal circulating leptin concentration,Abnormal Circulating Leptin Concentration,abnormal_circulating_leptin_concentration,english,active
abnormal circulating leucine concentration,Abnormal Circulating Leucine Concentration,abnormal_circulating_leucine_concentration,english,active
abnormal circulating lipid concentration,Abnormal Circulating Lipid Concentration,abnormal_circulating_lipid_concentration,english,active
abnormal circulating lipoprotein lipase concentration,Abnormal Circulating Lipoprotein Lipase Concentration,abnormal_circulating_lipoprotein_lipase_concentration,english,active
abnormal circulating lipoprotein(a) concentration,Abnormal Circulating Lipoprotein(a) Concentration,abnormal_circulating_lipoprotein(a)_concentration,english,active
abnormal circulating long-chain fatty-acid concentration,Abnormal Circulating Long-chain Fatty-acid Concentration,abnormal_circulating_long-chain_fatty-acid_concentration,english,active
abnormal circulating luteinizing hormone concentration,Abnormal Circulating Luteinizing Hormone Concentration,abnormal_circulating_luteinizing_hormone_concentration,english,active
abnormal circulating luteinizing hormone level,Abnormal Circulating Luteinizing Hormone Level,abnormal_circulating_luteinizing_hormone_level,english,active
abnormal circulating lysine concentration,Abnormal Circulating Lysine Concentration,abnormal_circulating_lysine_concentration,english,active
abnormal circulating mannose-binding protein concentration,Abnormal Circulating Mannose-binding Protein Concentration,abnormal_circulating_mannose-binding_protein_concentration,english,active
abnormal circulating membrane cofactor protein concentration,Abnormal Circulating Membrane Cofactor Protein Concentration,abnormal_circulating_membrane_cofactor_protein_concentration,english,active
abnormal circulating metabolite concentration,Abnormal Circulating Metabolite Concentration,abnormal_circulating_metabolite_concentration,english,active
abnormal circulating methionine concentration,Abnormal Circulating Methionine Concentration,abnormal_circulating_methionine_concentration,english,active
abnormal circulating monocarboxylic acid concentration,Abnormal Circulating Monocarboxylic Acid Concentration,abnormal_circulating_monocarboxylic_acid_concentration,english,active
abnormal circulating n-nicotinoylglycine level,Abnormal Circulating N-nicotinoylglycine Level,abnormal_circulating_n-nicotinoylglycine_level,english,active
abnormal circulating na concentration,Abnormal Circulating Na Concentration,abnormal_circulating_na_concentration,english,active
abnormal circulating neopterin concentration,Abnormal Circulating Neopterin Concentration,abnormal_circulating_neopterin_concentration,english,active
abnormal circulating nicotinurate concentration,Abnormal Circulating Nicotinurate Concentration,abnormal_circulating_nicotinurate_concentration,english,active
abnormal circulating nicotinurate level,Abnormal Circulating Nicotinurate Level,abnormal_circulating_nicotinurate_level,english,active
abnormal circulating nitrogen compound concentration,Abnormal Circulating Nitrogen Compound Concentration,abnormal_circulating_nitrogen_compound_concentration,english,active
abnormal circulating non-proteinogenic amino acid concentration,Abnormal Circulating Non-proteinogenic Amino Acid Concentration,abnormal_circulating_non-proteinogenic_amino_acid_concentrat,english,active
abnormal circulating nucleobase concentration,Abnormal Circulating Nucleobase Concentration,abnormal_circulating_nucleobase_concentration,english,active
abnormal circulating organic amino compound concentration,Abnormal Circulating Organic Amino Compound Concentration,abnormal_circulating_organic_amino_compound_concentration,english,active
abnormal circulating organic compound concentration,Abnormal Circulating Organic Compound Concentration,abnormal_circulating_organic_compound_concentration,english,active
abnormal circulating ornithine concentration,Abnormal Circulating Ornithine Concentration,abnormal_circulating_ornithine_concentration,english,active
abnormal circulating osteocalcin level,Abnormal Circulating Osteocalcin Level,abnormal_circulating_osteocalcin_level,english,active
abnormal circulating phenylalanine concentration,Abnormal Circulating Phenylalanine Concentration,abnormal_circulating_phenylalanine_concentration,english,active
abnormal circulating phospholipid concentration,Abnormal Circulating Phospholipid Concentration,abnormal_circulating_phospholipid_concentration,english,active
abnormal circulating phytanic acid concentration,Abnormal Circulating Phytanic Acid Concentration,abnormal_circulating_phytanic_acid_concentration,english,active
abnormal circulating phytanic acid level,Abnormal Circulating Phytanic Acid Level,abnormal_circulating_phytanic_acid_level,english,active
abnormal circulating plasminogen activator inhibitor 1 activity,Abnormal Circulating Plasminogen Activator Inhibitor 1 Activity,abnormal_circulating_plasminogen_activator_inhibitor_1_activ,english,active
abnormal circulating polysaccharide concentration,Abnormal Circulating Polysaccharide Concentration,abnormal_circulating_polysaccharide_concentration,english,active
abnormal circulating porphyrin concentration,Abnormal Circulating Porphyrin Concentration,abnormal_circulating_porphyrin_concentration,english,active
abnormal circulating potassium concentration,Abnormal Circulating Potassium Concentration,abnormal_circulating_potassium_concentration,english,active
abnormal circulating prealbumin concentration,Abnormal Circulating Prealbumin Concentration,abnormal_circulating_prealbumin_concentration,english,active
abnormal circulating pregnenolone concentration,Abnormal Circulating Pregnenolone Concentration,abnormal_circulating_pregnenolone_concentration,english,active
abnormal circulating proanp concentration,Abnormal Circulating ProANP Concentration,abnormal_circulating_proanp_concentration,english,active
abnormal circulating progesterone level,Abnormal Circulating Progesterone Level,abnormal_circulating_progesterone_level,english,active
