combo_id,symptom_a,symptom_b,variant,classification,severity_points,rationale,status
SC00916,pleuritic_chest_pain,mouth_sores,clinical,NON-URGENT,3,Clinical combination: pleuritic_chest_pain + mouth_sores,active
SC00917,pleuritic_chest_pain,facial_swelling,clinical,NON-URGENT,3,Clinical combination: pleuritic_chest_pain + facial_swelling,active
SC00918,pleuritic_chest_pain,red_eye,clinical,NON-URGENT,3,Clinical combination: pleuritic_chest_pain + red_eye,active
SC00919,pleuritic_chest_pain,vision_change,clinical,NON-URGENT,3,Clinical combination: pleuritic_chest_pain + vision_change,active
SC00920,pleuritic_chest_pain,eye_discharge,clinical,NON-URGENT,3,Clinical combination: pleuritic_chest_pain + eye_discharge,active
SC00921,pleuritic_chest_pain,foreign_body_eye,clinical,NON-URGENT,3,Clinical combination: pleuritic_chest_pain + foreign_body_eye,active
SC00922,pleuritic_chest_pain,photophobia,clinical,NON-URGENT,3,Clinical combination: pleuritic_chest_pain + photophobia,active
SC00923,pleuritic_chest_pain,sudden_vision_loss,clinical,URGENT,7,Clinical combination: pleuritic_chest_pain + sudden_vision_loss,active
SC00924,pleuritic_chest_pain,urinary_retention,clinical,NON-URGENT,3,Clinical combination: pleuritic_chest_pain + urinary_retention,active
SC00925,pleuritic_chest_pain,hematuria,clinical,NON-URGENT,3,Clinical combination: pleuritic_chest_pain + hematuria,active
SC00926,pleuritic_chest_pain,flank_pain,clinical,NON-URGENT,3,Clinical combination: pleuritic_chest_pain + flank_pain,active
SC00927,pleuritic_chest_pain,kidney_stone_pain,clinical,NON-URGENT,3,Clinical combination: pleuritic_chest_pain + kidney_stone_pain,active
SC00928,pleuritic_chest_pain,urinary_frequency,clinical,NON-URGENT,3,Clinical combination: pleuritic_chest_pain + urinary_frequency,active
SC00929,pleuritic_chest_pain,incontinence,clinical,NON-URGENT,3,Clinical combination: pleuritic_chest_pain + incontinence,active
SC00930,pleuritic_chest_pain,scrotal_pain,clinical,NON-URGENT,3,Clinical combination: pleuritic_chest_pain + scrotal_pain,active
SC00931,pleuritic_chest_pain,testicular_pain,clinical,NON-URGENT,3,Clinical combination: pleuritic_chest_pain + testicular_pain,active
SC00932,pleuritic_chest_pain,testicular_torsion,clinical,URGENT,7,Clinical combination: pleuritic_chest_pain + testicular_torsion,active
SC00933,pleuritic_chest_pain,penile_discharge,clinical,NON-URGENT,3,Clinical combination: pleuritic_chest_pain + penile_discharge,active
SC00934,pleuritic_chest_pain,anxiety_attack,clinical,NON-URGENT,3,Clinical combination: pleuritic_chest_pain + anxiety_attack,active
SC00935,pleuritic_chest_pain,panic_attack,clinical,NON-URGENT,3,Clinical combination: pleuritic_chest_pain + panic_attack,active
SC00936,pleuritic_chest_pain,depression_severe,clinical,NON-URGENT,3,Clinical combination: pleuritic_chest_pain + depression_severe,active
SC00937,pleuritic_chest_pain,agitation,clinical,NON-URGENT,3,Clinical combination: pleuritic_chest_pain + agitation,active
SC00938,pleuritic_chest_pain,aggression,clinical,NON-URGENT,3,Clinical combination: pleuritic_chest_pain + aggression,active
SC00939,pleuritic_chest_pain,hallucinations,clinical,URGENT,7,Clinical combination: pleuritic_chest_pain + hallucinations,active
SC00940,pleuritic_chest_pain,substance_withdrawal,clinical,URGENT,7,Clinical combination: pleuritic_chest_pain + substance_withdrawal,active
SC00941,pleuritic_chest_pain,self_harm,clinical,URGENT,7,Clinical combination: pleuritic_chest_pain + self_harm,active
SC00942,pleuritic_chest_pain,psychosis,clinical,URGENT,7,Clinical combination: pleuritic_chest_pain + psychosis,active
SC00943,pleuritic_chest_pain,infant_fever,clinical,NON-URGENT,3,Clinical combination: pleuritic_chest_pain + infant_fever,active
SC00944,pleuritic_chest_pain,poor_feeding_infant,clinical,NON-URGENT,3,Clinical combination: pleuritic_chest_pain + poor_feeding_infant,active
SC00945,pleuritic_chest_pain,decreased_wet_diapers,clinical,NON-URGENT,3,Clinical combination: pleuritic_chest_pain + decreased_wet_diapers,active
SC00946,pleuritic_chest_pain,bulging_fontanelle,clinical,URGENT,7,Clinical combination: pleuritic_chest_pain + bulging_fontanelle,active
SC00947,pleuritic_chest_pain,irritable_infant,clinical,NON-URGENT,3,Clinical combination: pleuritic_chest_pain + irritable_infant,active
SC00948,hoarseness,nasal_congestion,clinical,NON-URGENT,3,Clinical combination: hoarseness + nasal_congestion,active
SC00949,hoarseness,sinus_pain,clinical,NON-URGENT,3,Clinical combination: hoarseness + sinus_pain,active
SC00950,hoarseness,hemoptysis,clinical,URGENT,7,Clinical combination: hoarseness + hemoptysis,active
SC00951,hoarseness,throat_swelling,clinical,URGENT,7,Clinical combination: hoarseness + throat_swelling,active
SC00952,hoarseness,aspiration,clinical,URGENT,7,Clinical combination: hoarseness + aspiration,active
SC00953,hoarseness,croup,clinical,NON-URGENT,3,Clinical combination: hoarseness + croup,active
SC00954,hoarseness,epistaxis,clinical,NON-URGENT,3,Clinical combination: hoarseness + epistaxis,active
SC00955,hoarseness,severe_epistaxis,clinical,URGENT,7,Clinical combination: hoarseness + severe_epistaxis,active
SC00956,hoarseness,cyanosis,clinical,URGENT,7,Clinical combination: hoarseness + cyanosis,active
SC00957,hoarseness,sleep_apnea_symptoms,clinical,NON-URGENT,3,Clinical combination: hoarseness + sleep_apnea_symptoms,active
SC00958,hoarseness,syncope,clinical,URGENT,7,Clinical combination: hoarseness + syncope,active
SC00959,hoarseness,hypotension,clinical,NON-URGENT,3,Clinical combination: hoarseness + hypotension,active
SC00960,hoarseness,hypertension_severe,clinical,NON-URGENT,3,Clinical combination: hoarseness + hypertension_severe,active
SC00961,hoarseness,leg_swelling_unilateral,clinical,NON-URGENT,3,Clinical combination: hoarseness + leg_swelling_unilateral,active
SC00962,hoarseness,claudication,clinical,NON-URGENT,3,Clinical combination: hoarseness + claudication,active
SC00963,hoarseness,arrhythmia,clinical,NON-URGENT,3,Clinical combination: hoarseness + arrhythmia,active
SC00964,hoarseness,angina,clinical,URGENT,7,Clinical combination: hoarseness + angina,active
SC00965,hoarseness,heart_failure_symptoms,clinical,URGENT,7,Clinical combination: hoarseness + heart_failure_symptoms,active
SC00966,hoarseness,cold_extremities,clinical,NON-URGENT,3,Clinical combination: hoarseness + cold_extremities,active
SC00967,hoarseness,cardiac_arrest_symptoms,clinical,URGENT,7,Clinical combination: hoarseness + cardiac_arrest_symptoms,active
SC00968,hoarseness,constipation,clinical,NON-URGENT,3,Clinical combination: hoarseness + constipation,active
SC00969,hoarseness,bloating,clinical,NON-URGENT,3,Clinical combination: hoarseness + bloating,active
SC00970,hoarseness,dysphagia,clinical,NON-URGENT,3,Clinical combination: hoarseness + dysphagia,active
SC00971,hoarseness,odynophagia,clinical,NON-URGENT,3,Clinical combination: hoarseness + odynophagia,active
SC00972,hoarseness,melena,clinical,URGENT,7,Clinical combination: hoarseness + melena,active
SC00973,hoarseness,hematochezia,clinical,URGENT,7,Clinical combination: hoarseness + hematochezia,active
SC00974,hoarseness,jaundice,clinical,NON-URGENT,3,Clinical combination: hoarseness + jaundice,active
SC00975,hoarseness,appendicitis_pain,clinical,URGENT,7,Clinical combination: hoarseness + appendicitis_pain,active
SC00976,hoarseness,pancreatitis_pain,clinical,URGENT,7,Clinical combination: hoarseness + pancreatitis_pain,active
SC00977,hoarseness,gallbladder_pain,clinical,NON-URGENT,3,Clinical combination: hoarseness + gallbladder_pain,active
SC00978,hoarseness,reflux,clinical,NON-URGENT,3,Clinical combination: hoarseness + reflux,active
SC00979,hoarseness,indigestion,clinical,NON-URGENT,3,Clinical combination: hoarseness + indigestion,active
SC00980,hoarseness,anorexia,clinical,NON-URGENT,3,Clinical combination: hoarseness + anorexia,active
SC00981,hoarseness,weight_loss,clinical,NON-URGENT,3,Clinical combination: hoarseness + weight_loss,active
SC00982,hoarseness,rectal_pain,clinical,NON-URGENT,3,Clinical combination: hoarseness + rectal_pain,active
SC00983,hoarseness,hernia_pain,clinical,NON-URGENT,3,Clinical combination: hoarseness + hernia_pain,active
SC00984,hoarseness,acute_abdomen,clinical,URGENT,7,Clinical combination: hoarseness + acute_abdomen,active
SC00985,hoarseness,numbness,clinical,NON-URGENT,3,Clinical combination: hoarseness + numbness,active
SC00986,hoarseness,tingling,clinical,NON-URGENT,3,Clinical combination: hoarseness + tingling,active
SC00987,hoarseness,paralysis,clinical,URGENT,7,Clinical combination: hoarseness + paralysis,active
SC00988,hoarseness,tremor,clinical,NON-URGENT,3,Clinical combination: hoarseness + tremor,active
SC00989,hoarseness,facial_weakness,clinical,URGENT,7,Clinical combination: hoarseness + facial_weakness,active
SC00990,hoarseness,vision_loss,clinical,URGENT,7,Clinical combination: hoarseness + vision_loss,active
SC00991,hoarseness,double_vision,clinical,NON-URGENT,3,Clinical combination: hoarseness + double_vision,active
SC00992,hoarseness,hearing_loss,clinical,NON-URGENT,3,Clinical combination: hoarseness + hearing_loss,active
SC00993,hoarseness,vertigo,clinical,NON-URGENT,3,Clinical combination: hoarseness + vertigo,active
SC00994,hoarseness,migraine_severe,clinical,NON-URGENT,3,Clinical combination: hoarseness + migraine_severe,active
SC00995,hoarseness,stiff_neck,clinical,NON-URGENT,3,Clinical combination: hoarseness + stiff_neck,active
SC00996,hoarseness,meningism,clinical,URGENT,7,Clinical combination: hoarseness + meningism,active
SC00997,hoarseness,gait_disturbance,clinical,NON-URGENT,3,Clinical combination: hoarseness + gait_disturbance,active
SC00998,hoarseness,memory_loss_acute,clinical,URGENT,7,Clinical combination: hoarseness + memory_loss_acute,active
SC00999,hoarseness,facial_droop,clinical,URGENT,7,Clinical combination: hoarseness + facial_droop,active
SC01000,hoarseness,slurred_speech,clinical,URGENT,7,Clinical combination: hoarseness + slurred_speech,active
SC01001,hoarseness,one_sided_weakness,clinical,URGENT,7,Clinical combination: hoarseness + one_sided_weakness,active
SC01002,hoarseness,joint_swelling,clinical,NON-URGENT,3,Clinical combination: hoarseness + joint_swelling,active
SC01003,hoarseness,muscle_cramps,clinical,NON-URGENT,3,Clinical combination: hoarseness + muscle_cramps,active
SC01004,hoarseness,neck_pain,clinical,NON-URGENT,3,Clinical combination: hoarseness + neck_pain,active
SC01005,hoarseness,shoulder_pain,clinical,NON-URGENT,3,Clinical combination: hoarseness + shoulder_pain,active
SC01006,hoarseness,hip_pain,clinical,NON-URGENT,3,Clinical combination: hoarseness + hip_pain,active
SC01007,hoarseness,knee_pain,clinical,NON-URGENT,3,Clinical combination: hoarseness + knee_pain,active
SC01008,hoarseness,ankle_pain,clinical,NON-URGENT,3,Clinical combination: hoarseness + ankle_pain,active
SC01009,hoarseness,wrist_pain,clinical,NON-URGENT,3,Clinical combination: hoarseness + wrist_pain,active
SC01010,hoarseness,sprain,clinical,NON-URGENT,3,Clinical combination: hoarseness + sprain,active
SC01011,hoarseness,suspected_fracture,clinical,NON-URGENT,3,Clinical combination: hoarseness + suspected_fracture,active
SC01012,hoarseness,dislocation,clinical,NON-URGENT,3,Clinical combination: hoarseness + dislocation,active
SC01013,hoarseness,muscle_weakness,clinical,NON-URGENT,3,Clinical combination: hoarseness + muscle_weakness,active
SC01014,hoarseness,hives,clinical,NON-URGENT,3,Clinical combination: hoarseness + hives,active
SC01015,hoarseness,itching,clinical,NON-URGENT,3,Clinical combination: hoarseness + itching,active
SC01016,hoarseness,cellulitis,clinical,NON-URGENT,3,Clinical combination: hoarseness + cellulitis,active
SC01017,hoarseness,abscess,clinical,NON-URGENT,3,Clinical combination: hoarseness + abscess,active
SC01018,hoarseness,wound_infection,clinical,NON-URGENT,3,Clinical combination: hoarseness + wound_infection,active
SC01019,hoarseness,laceration,clinical,NON-URGENT,3,Clinical combination: hoarseness + laceration,active
SC01020,hoarseness,insect_bite_reaction,clinical,NON-URGENT,3,Clinical combination: hoarseness + insect_bite_reaction,active
SC01021,hoarseness,purpuric_rash,clinical,URGENT,7,Clinical combination: hoarseness + purpuric_rash,active
SC01022,hoarseness,skin_infection_spreading,clinical,NON-URGENT,3,Clinical combination: hoarseness + skin_infection_spreading,active
SC01023,hoarseness,tinnitus,clinical,NON-URGENT,3,Clinical combination: hoarseness + tinnitus,active
SC01024,hoarseness,hearing_change,clinical,NON-URGENT,3,Clinical combination: hoarseness + hearing_change,active
SC01025,hoarseness,tonsillar_swelling,clinical,NON-URGENT,3,Clinical combination: hoarseness + tonsillar_swelling,active
SC01026,hoarseness,dental_pain,clinical,NON-URGENT,3,Clinical combination: hoarseness + dental_pain,active
SC01027,hoarseness,jaw_pain,clinical,NON-URGENT,3,Clinical combination: hoarseness + jaw_pain,active
SC01028,hoarseness,facial_pain,clinical,NON-URGENT,3,Clinical combination: hoarseness + facial_pain,active
SC01029,hoarseness,mouth_sores,clinical,NON-URGENT,3,Clinical combination: hoarseness + mouth_sores,active
SC01030,hoarseness,facial_swelling,clinical,NON-URGENT,3,Clinical combination: hoarseness + facial_swelling,active
SC01031,hoarseness,red_eye,clinical,NON-URGENT,3,Clinical combination: hoarseness + red_eye,active
SC01032,hoarseness,vision_change,clinical,NON-URGENT,3,Clinical combination: hoarseness + vision_change,active
SC01033,hoarseness,eye_discharge,clinical,NON-URGENT,3,Clinical combination: hoarseness + eye_discharge,active
SC01034,hoarseness,foreign_body_eye,clinical,NON-URGENT,3,Clinical combination: hoarseness + foreign_body_eye,active
SC01035,hoarseness,photophobia,clinical,NON-URGENT,3,Clinical combination: hoarseness + photophobia,active
SC01036,hoarseness,sudden_vision_loss,clinical,URGENT,7,Clinical combination: hoarseness + sudden_vision_loss,active
SC01037,hoarseness,urinary_retention,clinical,NON-URGENT,3,Clinical combination: hoarseness + urinary_retention,active
SC01038,hoarseness,hematuria,clinical,NON-URGENT,3,Clinical combination: hoarseness + hematuria,active
SC01039,hoarseness,flank_pain,clinical,NON-URGENT,3,Clinical combination: hoarseness + flank_pain,active
SC01040,hoarseness,kidney_stone_pain,clinical,NON-URGENT,3,Clinical combination: hoarseness + kidney_stone_pain,active
SC01041,hoarseness,urinary_frequency,clinical,NON-URGENT,3,Clinical combination: hoarseness + urinary_frequency,active
SC01042,hoarseness,incontinence,clinical,NON-URGENT,3,Clinical combination: hoarseness + incontinence,active
SC01043,hoarseness,scrotal_pain,clinical,NON-URGENT,3,Clinical combination: hoarseness + scrotal_pain,active
SC01044,hoarseness,testicular_pain,clinical,NON-URGENT,3,Clinical combination: hoarseness + testicular_pain,active
SC01045,hoarseness,testicular_torsion,clinical,URGENT,7,Clinical combination: hoarseness + testicular_torsion,active
SC01046,hoarseness,penile_discharge,clinical,NON-URGENT,3,Clinical combination: hoarseness + penile_discharge,active
SC01047,hoarseness,anxiety_attack,clinical,NON-URGENT,3,Clinical combination: hoarseness + anxiety_attack,active
SC01048,hoarseness,panic_attack,clinical,NON-URGENT,3,Clinical combination: hoarseness + panic_attack,active
SC01049,hoarseness,depression_severe,clinical,NON-URGENT,3,Clinical combination: hoarseness + depression_severe,active
SC01050,hoarseness,agitation,clinical,NON-URGENT,3,Clinical combination: hoarseness + agitation,active
SC01051,hoarseness,aggression,clinical,NON-URGENT,3,Clinical combination: hoarseness + aggression,active
SC01052,hoarseness,hallucinations,clinical,URGENT,7,Clinical combination: hoarseness + hallucinations,active
SC01053,hoarseness,substance_withdrawal,clinical,URGENT,7,Clinical combination: hoarseness + substance_withdrawal,active
SC01054,hoarseness,self_harm,clinical,URGENT,7,Clinical combination: hoarseness + self_harm,active
SC01055,hoarseness,psychosis,clinical,URGENT,7,Clinical combination: hoarseness + psychosis,active
SC01056,hoarseness,infant_fever,clinical,NON-URGENT,3,Clinical combination: hoarseness + infant_fever,active
SC01057,hoarseness,poor_feeding_infant,clinical,NON-URGENT,3,Clinical combination: hoarseness + poor_feeding_infant,active
SC01058,hoarseness,decreased_wet_diapers,clinical,NON-URGENT,3,Clinical combination: hoarseness + decreased_wet_diapers,active
SC01059,hoarseness,bulging_fontanelle,clinical,URGENT,7,Clinical combination: hoarseness + bulging_fontanelle,active
SC01060,hoarseness,irritable_infant,clinical,NON-URGENT,3,Clinical combination: hoarseness + irritable_infant,active
SC01061,nasal_congestion,sinus_pain,clinical,NON-URGENT,3,Clinical combination: nasal_congestion + sinus_pain,active
SC01062,nasal_congestion,hemoptysis,clinical,URGENT,7,Clinical combination: nasal_congestion + hemoptysis,active
SC01063,nasal_congestion,throat_swelling,clinical,URGENT,7,Clinical combination: nasal_congestion + throat_swelling,active
SC01064,nasal_congestion,aspiration,clinical,URGENT,7,Clinical combination: nasal_congestion + aspiration,active
