dictionary_id,local_term,english_term,category
2088,gahabok bilad ko gid,vaginal swelling,condition
2089,gahabok bilad ko gid ko,vaginal swelling,condition
2090,gahabok bilad ko ko,vaginal swelling,condition
2091,gahabok bilad ko ko gid,vaginal swelling,condition
2092,gahabok bilat ako,vaginal swelling,condition
2093,gahabok bilat akon,vaginal swelling,condition
2094,gahabok bilat akon gid,vaginal swelling,condition
2095,gahabok bilat akon subong,vaginal swelling,condition
2096,gahabok bilat gid ko,vaginal swelling,condition
2097,gahabok bilat ko,vaginal swelling,condition
2098,gahabok bilat ko ako,vaginal swelling,condition
2099,gahabok bilat ko akon,vaginal swelling,condition
2100,gahabok bilat ko akon gid,vaginal swelling,condition
2101,gahabok bilat ko akon subong,vaginal swelling,condition
2102,gahabok bilat ko gid,vaginal swelling,condition
2103,gahabok bilat ko gid ko,vaginal swelling,condition
2104,gahabok bilat ko ko,vaginal swelling,condition
2105,gahabok bilat ko ko gid,vaginal swelling,condition
2106,gahabok buhok akon,hair swelling,condition
2107,gahabok buhok akon gid,hair swelling,condition
2108,gahabok buhok gid ko,hair swelling,condition
2109,gahabok buhok ko,hair swelling,condition
2110,gahabok buhok ko gid,hair swelling,condition
2111,gahabok buhok man,hair swelling,condition
2112,gahabok buhok subong,hair swelling,condition
2113,gahabok bukong akon,forehead swelling,condition
2114,gahabok bukong akon gid,forehead swelling,condition
2115,gahabok bukong gid ko,forehead swelling,condition
2116,gahabok bukong ko,forehead swelling,condition
2117,gahabok bukong ko gid,forehead swelling,condition
2118,gahabok bukong man,forehead swelling,condition
2119,gahabok bukong subong,forehead swelling,condition
2120,gahabok buuk akon,arm swelling,condition
2121,gahabok buuk akon gid,arm swelling,condition
2122,gahabok buuk gid ko,arm swelling,condition
2123,gahabok buuk ko,arm swelling,condition
2124,gahabok buuk ko gid,arm swelling,condition
2125,gahabok buuk man,arm swelling,condition
2126,gahabok buuk subong,arm swelling,condition
2127,gahabok dalunggan akon,ear swelling,condition
2128,gahabok dalunggan akon gid,ear swelling,condition
2129,gahabok dalunggan gid ko,ear swelling,condition
2130,gahabok dalunggan ko,ear swelling,condition
2131,gahabok dalunggan ko gid,ear swelling,condition
2132,gahabok dalunggan man,ear swelling,condition
2133,gahabok dalunggan subong,ear swelling,condition
2134,gahabok dila acun,swollen tongue,condition
2135,gahabok dila acun gid,swollen tongue,condition
2136,gahabok dila akon,swollen tongue,condition
2137,gahabok dila akon gid,swollen tongue,condition
2138,gahabok dila gid ko,swollen tongue,condition
2139,gahabok dila gid ku,swollen tongue,condition
2140,gahabok dila ko,swollen tongue,condition
2141,gahabok dila ko gid,swollen tongue,condition
2142,gahabok dila ku,swollen tongue,condition
2143,gahabok dila ku gid,swollen tongue,condition
2144,gahabok dila man,swollen tongue,condition
2145,gahabok dila subong,swollen tongue,condition
2146,gahabok dughan akon,chest swelling,condition
2147,gahabok dughan akon gid,chest swelling,condition
2148,gahabok dughan gid ko,chest swelling,condition
2149,gahabok dughan ko,chest swelling,condition
2150,gahabok dughan ko gid,chest swelling,condition
2151,gahabok dughan man,chest swelling,condition
2152,gahabok dughan subong,chest swelling,condition
2153,gahabok gid bilat ko,vaginal swelling,condition
2154,gahabok ilong akon,nasal swelling,condition
2155,gahabok ilong akon gid,nasal swelling,condition
2156,gahabok ilong gid ko,nasal swelling,condition
2157,gahabok ilong ko,nasal swelling,condition
2158,gahabok ilong ko gid,nasal swelling,condition
2159,gahabok ilong man,nasal swelling,condition
2160,gahabok ilong subong,nasal swelling,condition
2161,gahabok itlog acun,testicular swelling,condition
2162,gahabok itlog acun gid,testicular swelling,condition
2163,gahabok itlog acun subong,testicular swelling,condition
2164,gahabok itlog ako,testicular swelling,condition
2165,gahabok itlog akon,testicular swelling,condition
2166,gahabok itlog akon gid,testicular swelling,condition
2167,gahabok itlog akon subong,testicular swelling,condition
2168,gahabok itlog gid ko,testicular swelling,condition
2169,gahabok itlog gid ku,testicular swelling,condition
2170,gahabok itlog ko,testicular swelling,condition
2171,gahabok itlog ko acun,testicular swelling,condition
2172,gahabok itlog ko acun gid,testicular swelling,condition
2173,gahabok itlog ko acun subong,testicular swelling,condition
2174,gahabok itlog ko ako,testicular swelling,condition
2175,gahabok itlog ko akon,testicular swelling,condition
2176,gahabok itlog ko akon gid,testicular swelling,condition
2177,gahabok itlog ko akon subong,testicular swelling,condition
2178,gahabok itlog ko gid,testicular swelling,condition
2179,gahabok itlog ko gid ko,testicular swelling,condition
2180,gahabok itlog ko ko,testicular swelling,condition
2181,gahabok itlog ko ko gid,testicular swelling,condition
2182,gahabok itlog ku,testicular swelling,condition
2183,gahabok itlog ku ako,testicular swelling,condition
2184,gahabok itlog ku akon,testicular swelling,condition
2185,gahabok itlog ku akon gid,testicular swelling,condition
2186,gahabok itlog ku akon subong,testicular swelling,condition
2187,gahabok itlog ku gid,testicular swelling,condition
2188,gahabok itlog ku gid ko,testicular swelling,condition
2189,gahabok itlog ku ko,testicular swelling,condition
2190,gahabok itlog ku ko gid,testicular swelling,condition
2191,gahabok itlug acun,testicular swelling,condition
2192,gahabok itlug acun gid,testicular swelling,condition
2193,gahabok itlug acun subong,testicular swelling,condition
2194,gahabok itlug ako,testicular swelling,condition
2195,gahabok itlug akon,testicular swelling,condition
2196,gahabok itlug akon gid,testicular swelling,condition
2197,gahabok itlug akon subong,testicular swelling,condition
2198,gahabok itlug gid ko,testicular swelling,condition
2199,gahabok itlug gid ku,testicular swelling,condition
2200,gahabok itlug ko,testicular swelling,condition
2201,gahabok itlug ko acun,testicular swelling,condition
2202,gahabok itlug ko acun gid,testicular swelling,condition
2203,gahabok itlug ko acun subong,testicular swelling,condition
2204,gahabok itlug ko ako,testicular swelling,condition
2205,gahabok itlug ko akon,testicular swelling,condition
2206,gahabok itlug ko akon gid,testicular swelling,condition
2207,gahabok itlug ko akon subong,testicular swelling,condition
2208,gahabok itlug ko gid,testicular swelling,condition
2209,gahabok itlug ko gid ko,testicular swelling,condition
2210,gahabok itlug ko ko,testicular swelling,condition
2211,gahabok itlug ko ko gid,testicular swelling,condition
2212,gahabok itlug ku,testicular swelling,condition
2213,gahabok itlug ku ako,testicular swelling,condition
2214,gahabok itlug ku akon,testicular swelling,condition
2215,gahabok itlug ku akon gid,testicular swelling,condition
2216,gahabok itlug ku akon subong,testicular swelling,condition
2217,gahabok itlug ku gid,testicular swelling,condition
2218,gahabok itlug ku gid ko,testicular swelling,condition
2219,gahabok itlug ku ko,testicular swelling,condition
2220,gahabok itlug ku ko gid,testicular swelling,condition
2221,gahabok kamot akon,hand swelling,condition
2222,gahabok kamot akon gid,hand swelling,condition
2223,gahabok kamot gid ko,hand swelling,condition
2224,gahabok kamot ko,hand swelling,condition
2225,gahabok kamot ko gid,hand swelling,condition
2226,gahabok kamot man,hand swelling,condition
2227,gahabok kamot subong,hand swelling,condition
2228,gahabok kuko akon,nail swelling,condition
2229,gahabok kuko akon gid,nail swelling,condition
2230,gahabok kuko gid ko,nail swelling,condition
2231,gahabok kuko ko,nail swelling,condition
2232,gahabok kuko ko gid,nail swelling,condition
2233,gahabok kuko man,nail swelling,condition
2234,gahabok kuko subong,nail swelling,condition
2235,gahabok lawas akon,body swelling,condition
2236,gahabok lawas akon gid,body swelling,condition
2237,gahabok lawas gid ko,body swelling,condition
2238,gahabok lawas ko,body swelling,condition
2239,gahabok lawas ko gid,body swelling,condition
2240,gahabok lawas man,body swelling,condition
2241,gahabok lawas subong,body swelling,condition
2242,gahabok lawi akon,nape swelling,condition
2243,gahabok lawi akon gid,nape swelling,condition
2244,gahabok lawi gid ko,nape swelling,condition
2245,gahabok lawi ko,nape swelling,condition
2246,gahabok lawi ko gid,nape swelling,condition
2247,gahabok lawi man,nape swelling,condition
2248,gahabok lawi subong,nape swelling,condition
2249,gahabok likod akon,back swelling,condition
2250,gahabok likod akon gid,back swelling,condition
2251,gahabok likod gid ko,back swelling,condition
2252,gahabok likod ko,back swelling,condition
2253,gahabok likod ko gid,back swelling,condition
2254,gahabok likod man,back swelling,condition
2255,gahabok likod subong,back swelling,condition
2256,gahabok liog akon,neck swelling,condition
2257,gahabok liog akon gid,neck swelling,condition
2258,gahabok liog gid ko,neck swelling,condition
2259,gahabok liog ko,neck swelling,condition
2260,gahabok liog ko gid,neck swelling,condition
2261,gahabok liog man,neck swelling,condition
2262,gahabok liog subong,neck swelling,condition
2263,gahabok mata akon,eye swelling,condition
2264,gahabok mata akon gid,eye swelling,condition
2265,gahabok mata gid ko,eye swelling,condition
2266,gahabok mata ko,eye swelling,condition
2267,gahabok mata ko gid,eye swelling,condition
2268,gahabok mata man,eye swelling,condition
2269,gahabok mata subong,eye swelling,condition
2270,gahabok ngipon akon,tooth swelling,condition
2271,gahabok ngipon akon gid,tooth swelling,condition
2272,gahabok ngipon gid ko,tooth swelling,condition
2273,gahabok ngipon ko,tooth swelling,condition
2274,gahabok ngipon ko gid,tooth swelling,condition
2275,gahabok ngipon man,tooth swelling,condition
2276,gahabok ngipon subong,tooth swelling,condition
2277,gahabok paa akon,foot swelling,condition
2278,gahabok paa akon gid,foot swelling,condition
2279,gahabok paa gid ko,foot swelling,condition
2280,gahabok paa ko,foot swelling,condition
2281,gahabok paa ko gid,foot swelling,condition
2282,gahabok paa man,foot swelling,condition
2283,gahabok paa subong,foot swelling,condition
2284,gahabok pilas akon,wound swelling,condition
2285,gahabok pilas akon gid,wound swelling,condition
2286,gahabok pilas gid ko,wound swelling,condition
2287,gahabok pilas ko,wound swelling,condition
2288,gahabok pilas ko gid,wound swelling,condition
2289,gahabok pilas man,wound swelling,condition
2290,gahabok pilas subong,wound swelling,condition
2291,gahabok pisngi akon,facial swelling,condition
2292,gahabok pisngi akon gid,facial swelling,condition
2293,gahabok pisngi gid ko,facial swelling,condition
2294,gahabok pisngi ko,facial swelling,condition
2295,gahabok pisngi ko gid,facial swelling,condition
2296,gahabok pisngi man,facial swelling,condition
2297,gahabok pisngi subong,facial swelling,condition
2298,gahabok siko akon,elbow swelling,condition
2299,gahabok siko akon gid,elbow swelling,condition
2300,gahabok siko gid ko,elbow swelling,condition
2301,gahabok siko ko,elbow swelling,condition
2302,gahabok siko ko gid,elbow swelling,condition
2303,gahabok siko man,elbow swelling,condition
2304,gahabok siko subong,elbow swelling,condition
2305,gahabok singit ako,groin swelling,condition
2306,gahabok singit akon,groin swelling,condition
2307,gahabok singit akon gid,groin swelling,condition
2308,gahabok singit akon subong,groin swelling,condition
2309,gahabok singit gid ko,groin swelling,condition
2310,gahabok singit ko,groin swelling,condition
2311,gahabok singit ko gid,groin swelling,condition
2312,gahabok tadlong akon,forearm swelling,condition
2313,gahabok tadlong akon gid,forearm swelling,condition
2314,gahabok tadlong gid ko,forearm swelling,condition
2315,gahabok tadlong ko,forearm swelling,condition
2316,gahabok tadlong ko gid,forearm swelling,condition
2317,gahabok tadlong man,forearm swelling,condition
2318,gahabok tadlong subong,forearm swelling,condition
2319,gahabok tagipusuon akon,heart swelling,condition
2320,gahabok tagipusuon akon gid,heart swelling,condition
2321,gahabok tagipusuon gid ko,heart swelling,condition
2322,gahabok tagipusuon ko,heart swelling,condition
2323,gahabok tagipusuon ko gid,heart swelling,condition
2324,gahabok tagipusuon man,heart swelling,condition
2325,gahabok tagipusuon subong,heart swelling,condition
2326,gahabok tai akon,buttocks swelling,condition
2327,gahabok tai akon gid,buttocks swelling,condition
2328,gahabok tai gid ko,buttocks swelling,condition
2329,gahabok tai ko,buttocks swelling,condition
2330,gahabok tai ko gid,buttocks swelling,condition
2331,gahabok tai man,buttocks swelling,condition
2332,gahabok tai subong,buttocks swelling,condition
2333,gahabok tiil akon,foot swelling,condition
2334,gahabok tiil akon gid,foot swelling,condition
2335,gahabok tiil gid ko,foot swelling,condition
2336,gahabok tiil ko,foot swelling,condition
2337,gahabok tiil ko gid,foot swelling,condition
2338,gahabok tiil man,foot swelling,condition
2339,gahabok tiil subong,foot swelling,condition
2340,gahabok tikod akon,heel swelling,condition
2341,gahabok tikod akon gid,heel swelling,condition
2342,gahabok tikod gid ko,heel swelling,condition
2343,gahabok tikod ko,heel swelling,condition
2344,gahabok tikod ko gid,heel swelling,condition
2345,gahabok tikod man,heel swelling,condition
2346,gahabok tikod subong,heel swelling,condition
2347,gahabok titi akon,breast swelling,condition
2348,gahabok titi akon gid,breast swelling,condition
2349,gahabok titi gid ko,breast swelling,condition
2350,gahabok titi ko,breast swelling,condition
2351,gahabok titi ko gid,breast swelling,condition
2352,gahabok titi man,breast swelling,condition
2353,gahabok titi subong,breast swelling,condition
2354,gahabok tiyan akon,abdominal swelling,condition
2355,gahabok tiyan akon gid,abdominal swelling,condition
2356,gahabok tiyan gid ko,abdominal swelling,condition
2357,gahabok tiyan ko,abdominal swelling,condition
2358,gahabok tiyan ko gid,abdominal swelling,condition
2359,gahabok tiyan man,abdominal swelling,condition
2360,gahabok tiyan subong,abdominal swelling,condition
2361,gahabok tudlo akon,finger swelling,condition
2362,gahabok tudlo akon gid,finger swelling,condition
2363,gahabok tudlo gid ko,finger swelling,condition
2364,gahabok tudlo ko,finger swelling,condition
2365,gahabok tudlo ko gid,finger swelling,condition
2366,gahabok tudlo man,finger swelling,condition
2367,gahabok tudlo subong,finger swelling,condition
2368,gahabok tuhod akon,knee swelling,condition
2369,gahabok tuhod akon gid,knee swelling,condition
2370,gahabok tuhod gid ko,knee swelling,condition
2371,gahabok tuhod ko,knee swelling,condition
2372,gahabok tuhod ko gid,knee swelling,condition
2373,gahabok tuhod man,knee swelling,condition
2374,gahabok tuhod subong,knee swelling,condition
2375,gahabok tungod acun,throat swelling,condition
2376,gahabok tungod acun gid,throat swelling,condition
2377,gahabok tungod akon,throat swelling,condition
2378,gahabok tungod akon gid,throat swelling,condition
2379,gahabok tungod gid ko,throat swelling,condition
2380,gahabok tungod gid ku,throat swelling,condition
2381,gahabok tungod ko,throat swelling,condition
2382,gahabok tungod ko gid,throat swelling,condition
2383,gahabok tungod ku,throat swelling,condition
2384,gahabok tungod ku gid,throat swelling,condition
2385,gahabok tungod man,throat swelling,condition
2386,gahabok tungod subong,throat swelling,condition
2387,gahabok tungtong akon,ankle swelling,condition
2388,gahabok tungtong akon gid,ankle swelling,condition
2389,gahabok tungtong gid ko,ankle swelling,condition
