term_id,term,english,concept,language,status
,gakatol akon itlog ko,testicular itching,testicular_itching,hiligaynon,active
,gakatol akon itlug,testicular itching,testicular_itching,hiligaynon,active
,gakatol akon itlug ko,testicular itching,testicular_itching,hiligaynon,active
,gakatol akon kipay,vulvar itching,vulvar_itching,hiligaynon,active
,gakatol akon mata,itchy eyes,itchy_eyes,hiligaynon,active
,gakatol ari ako,penile itching,penile_itching,hiligaynon,active
,gakatol ari akon,penile itching,penile_itching,hiligaynon,active
,gakatol ari akon gid,penile itching,penile_itching,hiligaynon,active
,gakatol ari akon subong,penile itching,penile_itching,hiligaynon,active
,gakatol ari gid ko,penile itching,penile_itching,hiligaynon,active
,gakatol ari ko,penile itching,penile_itching,hiligaynon,active
,gakatol ari ko ako,penile itching,penile_itching,hiligaynon,active
,gakatol ari ko akon,penile itching,penile_itching,hiligaynon,active
,gakatol ari ko akon gid,penile itching,penile_itching,hiligaynon,active
,gakatol ari ko akon subong,penile itching,penile_itching,hiligaynon,active
,gakatol ari ko gid,penile itching,penile_itching,hiligaynon,active
,gakatol ari ko gid ko,penile itching,penile_itching,hiligaynon,active
,gakatol ari ko ko,penile itching,penile_itching,hiligaynon,active
,gakatol ari ko ko gid,penile itching,penile_itching,hiligaynon,active
,gakatol ary ako,penile itching,penile_itching,hiligaynon,active
,gakatol ary akon,penile itching,penile_itching,hiligaynon,active
,gakatol ary akon gid,penile itching,penile_itching,hiligaynon,active
,gakatol ary akon subong,penile itching,penile_itching,hiligaynon,active
,gakatol ary gid ko,penile itching,penile_itching,hiligaynon,active
,gakatol ary ko,penile itching,penile_itching,hiligaynon,active
,gakatol ary ko ako,penile itching,penile_itching,hiligaynon,active
,gakatol ary ko akon,penile itching,penile_itching,hiligaynon,active
,gakatol ary ko akon gid,penile itching,penile_itching,hiligaynon,active
,gakatol ary ko akon subong,penile itching,penile_itching,hiligaynon,active
,gakatol ary ko gid,penile itching,penile_itching,hiligaynon,active
,gakatol ary ko gid ko,penile itching,penile_itching,hiligaynon,active
,gakatol ary ko ko,penile itching,penile_itching,hiligaynon,active
,gakatol ary ko ko gid,penile itching,penile_itching,hiligaynon,active
,gakatol balat akon,itchy skin,itchy_skin,hiligaynon,active
,gakatol balat gid ko,itchy skin,itchy_skin,hiligaynon,active
,gakatol balat ko,itchy skin,itchy_skin,hiligaynon,active
,gakatol balat man,itchy skin,itchy_skin,hiligaynon,active
,gakatol balat subong,itchy skin,itchy_skin,hiligaynon,active
,gakatol bilad ako,vaginal itching,vaginal_itching,hiligaynon,active
,gakatol bilad akon,vaginal itching,vaginal_itching,hiligaynon,active
,gakatol bilad akon gid,vaginal itching,vaginal_itching,hiligaynon,active
,gakatol bilad akon subong,vaginal itching,vaginal_itching,hiligaynon,active
,gakatol bilad gid ko,vaginal itching,vaginal_itching,hiligaynon,active
,gakatol bilad ko,vaginal itching,vaginal_itching,hiligaynon,active
,gakatol bilad ko ako,vaginal itching,vaginal_itching,hiligaynon,active
,gakatol bilad ko akon,vaginal itching,vaginal_itching,hiligaynon,active
,gakatol bilad ko akon gid,vaginal itching,vaginal_itching,hiligaynon,active
,gakatol bilad ko akon subong,vaginal itching,vaginal_itching,hiligaynon,active
,gakatol bilad ko gid,vaginal itching,vaginal_itching,hiligaynon,active
,gakatol bilad ko gid ko,vaginal itching,vaginal_itching,hiligaynon,active
,gakatol bilad ko ko,vaginal itching,vaginal_itching,hiligaynon,active
,gakatol bilad ko ko gid,vaginal itching,vaginal_itching,hiligaynon,active
,gakatol bilat ako,vaginal itching,vaginal_itching,hiligaynon,active
,gakatol bilat akon,vaginal itching,vaginal_itching,hiligaynon,active
,gakatol bilat akon gid,vaginal itching,vaginal_itching,hiligaynon,active
,gakatol bilat akon subong,vaginal itching,vaginal_itching,hiligaynon,active
,gakatol bilat gid ko,vaginal itching,vaginal_itching,hiligaynon,active
,gakatol bilat ko,vaginal itching,vaginal_itching,hiligaynon,active
,gakatol bilat ko ako,vaginal itching,vaginal_itching,hiligaynon,active
,gakatol bilat ko akon,vaginal itching,vaginal_itching,hiligaynon,active
,gakatol bilat ko akon gid,vaginal itching,vaginal_itching,hiligaynon,active
,gakatol bilat ko akon subong,vaginal itching,vaginal_itching,hiligaynon,active
,gakatol bilat ko gid,vaginal itching,vaginal_itching,hiligaynon,active
,gakatol bilat ko gid ko,vaginal itching,vaginal_itching,hiligaynon,active
,gakatol bilat ko ko,vaginal itching,vaginal_itching,hiligaynon,active
,gakatol bilat ko ko gid,vaginal itching,vaginal_itching,hiligaynon,active
,gakatol gid akon ari,penile itching,penile_itching,hiligaynon,active
,gakatol gid akon ari ko,penile itching,penile_itching,hiligaynon,active
,gakatol gid akon ary,penile itching,penile_itching,hiligaynon,active
,gakatol gid akon ary ko,penile itching,penile_itching,hiligaynon,active
,gakatol gid akon bilad,vaginal itching,vaginal_itching,hiligaynon,active
,gakatol gid akon bilad ko,vaginal itching,vaginal_itching,hiligaynon,active
,gakatol gid akon bilat,vaginal itching,vaginal_itching,hiligaynon,active
,gakatol gid akon bilat ko,vaginal itching,vaginal_itching,hiligaynon,active
,gakatol gid akon itlog,testicular itching,testicular_itching,hiligaynon,active
,gakatol gid akon itlog ko,testicular itching,testicular_itching,hiligaynon,active
,gakatol gid akon itlug,testicular itching,testicular_itching,hiligaynon,active
,gakatol gid akon itlug ko,testicular itching,testicular_itching,hiligaynon,active
,gakatol gid akon kipay,vulvar itching,vulvar_itching,hiligaynon,active
,gakatol gid ari ako,penile itching,penile_itching,hiligaynon,active
,gakatol gid ari akon,penile itching,penile_itching,hiligaynon,active
,gakatol gid ari akon gid,penile itching,penile_itching,hiligaynon,active
,gakatol gid ari akon subong,penile itching,penile_itching,hiligaynon,active
,gakatol gid ari gid ko,penile itching,penile_itching,hiligaynon,active
,gakatol gid ari ko,penile itching,penile_itching,hiligaynon,active
,gakatol gid ari ko ako,penile itching,penile_itching,hiligaynon,active
,gakatol gid ari ko akon,penile itching,penile_itching,hiligaynon,active
,gakatol gid ari ko akon gid,penile itching,penile_itching,hiligaynon,active
,gakatol gid ari ko akon subong,penile itching,penile_itching,hiligaynon,active
,gakatol gid ari ko gid,penile itching,penile_itching,hiligaynon,active
,gakatol gid ari ko gid ko,penile itching,penile_itching,hiligaynon,active
,gakatol gid ari ko ko,penile itching,penile_itching,hiligaynon,active
,gakatol gid ari ko ko gid,penile itching,penile_itching,hiligaynon,active
,gakatol gid ary ako,penile itching,penile_itching,hiligaynon,active
,gakatol gid ary akon,penile itching,penile_itching,hiligaynon,active
,gakatol gid ary akon gid,penile itching,penile_itching,hiligaynon,active
,gakatol gid ary akon subong,penile itching,penile_itching,hiligaynon,active
,gakatol gid ary gid ko,penile itching,penile_itching,hiligaynon,active
,gakatol gid ary ko,penile itching,penile_itching,hiligaynon,active
,gakatol gid ary ko ako,penile itching,penile_itching,hiligaynon,active
,gakatol gid ary ko akon,penile itching,penile_itching,hiligaynon,active
,gakatol gid ary ko akon gid,penile itching,penile_itching,hiligaynon,active
,gakatol gid ary ko akon subong,penile itching,penile_itching,hiligaynon,active
,gakatol gid ary ko gid,penile itching,penile_itching,hiligaynon,active
,gakatol gid ary ko gid ko,penile itching,penile_itching,hiligaynon,active
,gakatol gid ary ko ko,penile itching,penile_itching,hiligaynon,active
,gakatol gid ary ko ko gid,penile itching,penile_itching,hiligaynon,active
,gakatol gid balat akon,itchy skin,itchy_skin,hiligaynon,active
,gakatol gid balat gid ko,itchy skin,itchy_skin,hiligaynon,active
,gakatol gid balat ko,itchy skin,itchy_skin,hiligaynon,active
,gakatol gid balat man,itchy skin,itchy_skin,hiligaynon,active
,gakatol gid balat subong,itchy skin,itchy_skin,hiligaynon,active
,gakatol gid bilad ako,vaginal itching,vaginal_itching,hiligaynon,active
,gakatol gid bilad akon,vaginal itching,vaginal_itching,hiligaynon,active
,gakatol gid bilad akon gid,vaginal itching,vaginal_itching,hiligaynon,active
,gakatol gid bilad akon subong,vaginal itching,vaginal_itching,hiligaynon,active
,gakatol gid bilad gid ko,vaginal itching,vaginal_itching,hiligaynon,active
,gakatol gid bilad ko,vaginal itching,vaginal_itching,hiligaynon,active
,gakatol gid bilad ko ako,vaginal itching,vaginal_itching,hiligaynon,active
,gakatol gid bilad ko akon,vaginal itching,vaginal_itching,hiligaynon,active
,gakatol gid bilad ko akon gid,vaginal itching,vaginal_itching,hiligaynon,active
,gakatol gid bilad ko akon subong,vaginal itching,vaginal_itching,hiligaynon,active
,gakatol gid bilad ko gid,vaginal itching,vaginal_itching,hiligaynon,active
,gakatol gid bilad ko gid ko,vaginal itching,vaginal_itching,hiligaynon,active
,gakatol gid bilad ko ko,vaginal itching,vaginal_itching,hiligaynon,active
,gakatol gid bilad ko ko gid,vaginal itching,vaginal_itching,hiligaynon,active
,gakatol gid bilat ako,vaginal itching,vaginal_itching,hiligaynon,active
,gakatol gid bilat akon,vaginal itching,vaginal_itching,hiligaynon,active
,gakatol gid bilat akon gid,vaginal itching,vaginal_itching,hiligaynon,active
,gakatol gid bilat akon subong,vaginal itching,vaginal_itching,hiligaynon,active
,gakatol gid bilat gid ko,vaginal itching,vaginal_itching,hiligaynon,active
,gakatol gid bilat ko,vaginal itching,vaginal_itching,hiligaynon,active
,gakatol gid bilat ko ako,vaginal itching,vaginal_itching,hiligaynon,active
,gakatol gid bilat ko akon,vaginal itching,vaginal_itching,hiligaynon,active
,gakatol gid bilat ko akon gid,vaginal itching,vaginal_itching,hiligaynon,active
,gakatol gid bilat ko akon subong,vaginal itching,vaginal_itching,hiligaynon,active
,gakatol gid bilat ko gid,vaginal itching,vaginal_itching,hiligaynon,active
,gakatol gid bilat ko gid ko,vaginal itching,vaginal_itching,hiligaynon,active
,gakatol gid bilat ko ko,vaginal itching,vaginal_itching,hiligaynon,active
,gakatol gid bilat ko ko gid,vaginal itching,vaginal_itching,hiligaynon,active
,gakatol gid itlog ako,testicular itching,testicular_itching,hiligaynon,active
,gakatol gid itlog akon,testicular itching,testicular_itching,hiligaynon,active
,gakatol gid itlog akon gid,testicular itching,testicular_itching,hiligaynon,active
,gakatol gid itlog akon subong,testicular itching,testicular_itching,hiligaynon,active
,gakatol gid itlog gid ko,testicular itching,testicular_itching,hiligaynon,active
,gakatol gid itlog ko,testicular itching,testicular_itching,hiligaynon,active
,gakatol gid itlog ko ako,testicular itching,testicular_itching,hiligaynon,active
,gakatol gid itlog ko akon,testicular itching,testicular_itching,hiligaynon,active
,gakatol gid itlog ko akon gid,testicular itching,testicular_itching,hiligaynon,active
,gakatol gid itlog ko akon subong,testicular itching,testicular_itching,hiligaynon,active
,gakatol gid itlog ko gid,testicular itching,testicular_itching,hiligaynon,active
,gakatol gid itlog ko gid ko,testicular itching,testicular_itching,hiligaynon,active
,gakatol gid itlog ko ko,testicular itching,testicular_itching,hiligaynon,active
,gakatol gid itlog ko ko gid,testicular itching,testicular_itching,hiligaynon,active
,gakatol gid itlug ako,testicular itching,testicular_itching,hiligaynon,active
,gakatol gid itlug akon,testicular itching,testicular_itching,hiligaynon,active
,gakatol gid itlug akon gid,testicular itching,testicular_itching,hiligaynon,active
,gakatol gid itlug akon subong,testicular itching,testicular_itching,hiligaynon,active
,gakatol gid itlug gid ko,testicular itching,testicular_itching,hiligaynon,active
,gakatol gid itlug ko,testicular itching,testicular_itching,hiligaynon,active
,gakatol gid itlug ko ako,testicular itching,testicular_itching,hiligaynon,active
,gakatol gid itlug ko akon,testicular itching,testicular_itching,hiligaynon,active
,gakatol gid itlug ko akon gid,testicular itching,testicular_itching,hiligaynon,active
,gakatol gid itlug ko akon subong,testicular itching,testicular_itching,hiligaynon,active
,gakatol gid itlug ko gid,testicular itching,testicular_itching,hiligaynon,active
,gakatol gid itlug ko gid ko,testicular itching,testicular_itching,hiligaynon,active
,gakatol gid itlug ko ko,testicular itching,testicular_itching,hiligaynon,active
,gakatol gid itlug ko ko gid,testicular itching,testicular_itching,hiligaynon,active
,gakatol gid kamot akon,itchy hand,itchy_hand,hiligaynon,active
,gakatol gid kamot gid ko,itchy hand,itchy_hand,hiligaynon,active
,gakatol gid kamot ko,itchy hand,itchy_hand,hiligaynon,active
,gakatol gid kamot man,itchy hand,itchy_hand,hiligaynon,active
,gakatol gid kamot subong,itchy hand,itchy_hand,hiligaynon,active
,gakatol gid kipay ako,vulvar itching,vulvar_itching,hiligaynon,active
,gakatol gid kipay akon,vulvar itching,vulvar_itching,hiligaynon,active
,gakatol gid kipay akon gid,vulvar itching,vulvar_itching,hiligaynon,active
,gakatol gid kipay akon subong,vulvar itching,vulvar_itching,hiligaynon,active
,gakatol gid kipay gid ko,vulvar itching,vulvar_itching,hiligaynon,active
,gakatol gid kipay ko,vulvar itching,vulvar_itching,hiligaynon,active
,gakatol gid kipay ko gid,vulvar itching,vulvar_itching,hiligaynon,active
,gakatol gid mata akon,itchy eyes,itchy_eyes,hiligaynon,active
,gakatol gid mata gid ko,itchy eyes,itchy_eyes,hiligaynon,active
,gakatol gid mata ko,itchy eyes,itchy_eyes,hiligaynon,active
,gakatol gid mata man,itchy eyes,itchy_eyes,hiligaynon,active
,gakatol gid mata subong,itchy eyes,itchy_eyes,hiligaynon,active
,gakatol gid tiil akon,itchy foot,itchy_foot,hiligaynon,active
,gakatol gid tiil gid ko,itchy foot,itchy_foot,hiligaynon,active
,gakatol gid tiil ko,itchy foot,itchy_foot,hiligaynon,active
,gakatol gid tiil man,itchy foot,itchy_foot,hiligaynon,active
,gakatol gid tiil subong,itchy foot,itchy_foot,hiligaynon,active
,gakatol gid tudlo akon,itchy finger,itchy_finger,hiligaynon,active
,gakatol gid tudlo gid ko,itchy finger,itchy_finger,hiligaynon,active
,gakatol gid tudlo ko,itchy finger,itchy_finger,hiligaynon,active
,gakatol gid tudlo man,itchy finger,itchy_finger,hiligaynon,active
,gakatol gid tudlo subong,itchy finger,itchy_finger,hiligaynon,active
,gakatol itlog ako,testicular itching,testicular_itching,hiligaynon,active
,gakatol itlog akon,testicular itching,testicular_itching,hiligaynon,active
,gakatol itlog akon gid,testicular itching,testicular_itching,hiligaynon,active
,gakatol itlog akon subong,testicular itching,testicular_itching,hiligaynon,active
,gakatol itlog gid ko,testicular itching,testicular_itching,hiligaynon,active
,gakatol itlog ko,testicular itching,testicular_itching,hiligaynon,active
,gakatol itlog ko ako,testicular itching,testicular_itching,hiligaynon,active
,gakatol itlog ko akon,testicular itching,testicular_itching,hiligaynon,active
,gakatol itlog ko akon gid,testicular itching,testicular_itching,hiligaynon,active
,gakatol itlog ko akon subong,testicular itching,testicular_itching,hiligaynon,active
,gakatol itlog ko gid,testicular itching,testicular_itching,hiligaynon,active
,gakatol itlog ko gid ko,testicular itching,testicular_itching,hiligaynon,active
,gakatol itlog ko ko,testicular itching,testicular_itching,hiligaynon,active
,gakatol itlog ko ko gid,testicular itching,testicular_itching,hiligaynon,active
,gakatol itlug ako,testicular itching,testicular_itching,hiligaynon,active
,gakatol itlug akon,testicular itching,testicular_itching,hiligaynon,active
,gakatol itlug akon gid,testicular itching,testicular_itching,hiligaynon,active
,gakatol itlug akon subong,testicular itching,testicular_itching,hiligaynon,active
,gakatol itlug gid ko,testicular itching,testicular_itching,hiligaynon,active
,gakatol itlug ko,testicular itching,testicular_itching,hiligaynon,active
,gakatol itlug ko ako,testicular itching,testicular_itching,hiligaynon,active
,gakatol itlug ko akon,testicular itching,testicular_itching,hiligaynon,active
,gakatol itlug ko akon gid,testicular itching,testicular_itching,hiligaynon,active
,gakatol itlug ko akon subong,testicular itching,testicular_itching,hiligaynon,active
,gakatol itlug ko gid,testicular itching,testicular_itching,hiligaynon,active
,gakatol itlug ko gid ko,testicular itching,testicular_itching,hiligaynon,active
,gakatol itlug ko ko,testicular itching,testicular_itching,hiligaynon,active
,gakatol itlug ko ko gid,testicular itching,testicular_itching,hiligaynon,active
,gakatol kamot akon,itchy hand,itchy_hand,hiligaynon,active
,gakatol kamot gid ko,itchy hand,itchy_hand,hiligaynon,active
,gakatol kamot ko,itchy hand,itchy_hand,hiligaynon,active
,gakatol kamot man,itchy hand,itchy_hand,hiligaynon,active
