term_id,term,english,concept,language,status
,ginahubag akon itlug ku,testicular swelling,testicular_swelling,filipino,active
,ginahubag akon kamot,hand swelling,hand_swelling,filipino,active
,ginahubag akon kuko,nail swelling,nail_swelling,filipino,active
,ginahubag akon lawas,body swelling,body_swelling,filipino,active
,ginahubag akon lawi,nape swelling,nape_swelling,filipino,active
,ginahubag akon likod,back swelling,back_swelling,filipino,active
,ginahubag akon liog,neck swelling,neck_swelling,filipino,active
,ginahubag akon mata,eye swelling,eye_swelling,filipino,active
,ginahubag akon ngipon,tooth swelling,tooth_swelling,filipino,active
,ginahubag akon paa,foot swelling,foot_swelling,filipino,active
,ginahubag akon pilas,wound swelling,wound_swelling,filipino,active
,ginahubag akon pisngi,facial swelling,facial_swelling,filipino,active
,ginahubag akon siko,elbow swelling,elbow_swelling,filipino,active
,ginahubag akon singit,groin swelling,groin_swelling,filipino,active
,ginahubag akon tadlong,forearm swelling,forearm_swelling,filipino,active
,ginahubag akon tagipusuon,heart swelling,heart_swelling,filipino,active
,ginahubag akon tai,buttocks swelling,buttocks_swelling,filipino,active
,ginahubag akon tiil,foot swelling,foot_swelling,filipino,active
,ginahubag akon tikod,heel swelling,heel_swelling,filipino,active
,ginahubag akon titi,breast swelling,breast_swelling,filipino,active
,ginahubag akon tiyan,abdominal swelling,abdominal_swelling,filipino,active
,ginahubag akon tudlo,finger swelling,finger_swelling,filipino,active
,ginahubag akon tuhod,knee swelling,knee_swelling,filipino,active
,ginahubag akon tungod,throat swelling,throat_swelling,filipino,active
,ginahubag akon tungtong,ankle swelling,ankle_swelling,filipino,active
,ginahubag akon ulo,head swelling,head_swelling,filipino,active
,ginahubag akon utok,brain swelling,brain_swelling,filipino,active
,ginahubag ang tiyan,abdominal swelling,abdominal_swelling,filipino,active
,ginahubag ari ako,penile swelling,penile_swelling,filipino,active
,ginahubag ari akon,penile swelling,penile_swelling,filipino,active
,ginahubag ari akon gid,penile swelling,penile_swelling,filipino,active
,ginahubag ari akon subong,penile swelling,penile_swelling,filipino,active
,ginahubag ari ko ako,penile swelling,penile_swelling,filipino,active
,ginahubag ari ko akon,penile swelling,penile_swelling,filipino,active
,ginahubag ari ko akon gid,penile swelling,penile_swelling,filipino,active
,ginahubag ari ko akon subong,penile swelling,penile_swelling,filipino,active
,ginahubag ary ako,penile swelling,penile_swelling,filipino,active
,ginahubag ary akon,penile swelling,penile_swelling,filipino,active
,ginahubag ary akon gid,penile swelling,penile_swelling,filipino,active
,ginahubag ary akon subong,penile swelling,penile_swelling,filipino,active
,ginahubag ary ko ako,penile swelling,penile_swelling,filipino,active
,ginahubag ary ko akon,penile swelling,penile_swelling,filipino,active
,ginahubag ary ko akon gid,penile swelling,penile_swelling,filipino,active
,ginahubag ary ko akon subong,penile swelling,penile_swelling,filipino,active
,ginahubag atay akon,liver swelling,liver_swelling,filipino,active
,ginahubag atay akon gid,liver swelling,liver_swelling,filipino,active
,ginahubag awang akon,jaw swelling,jaw_swelling,filipino,active
,ginahubag awang akon gid,jaw swelling,jaw_swelling,filipino,active
,ginahubag awang gid ko,jaw swelling,jaw_swelling,filipino,active
,ginahubag awang ko,jaw swelling,jaw_swelling,filipino,active
,ginahubag awang ko gid,jaw swelling,jaw_swelling,filipino,active
,ginahubag awang man,jaw swelling,jaw_swelling,filipino,active
,ginahubag awang subong,jaw swelling,jaw_swelling,filipino,active
,ginahubag baba akon,lip swelling,lip_swelling,filipino,active
,ginahubag baba akon gid,lip swelling,lip_swelling,filipino,active
,ginahubag balat akon,skin swelling,skin_swelling,filipino,active
,ginahubag balat akon gid,skin swelling,skin_swelling,filipino,active
,ginahubag batiis akon,leg swelling,leg_swelling,filipino,active
,ginahubag batiis akon gid,leg swelling,leg_swelling,filipino,active
,ginahubag bato akon,kidney swelling,kidney_swelling,filipino,active
,ginahubag bato akon gid,kidney swelling,kidney_swelling,filipino,active
,ginahubag bayag ako,scrotal swelling,scrotal_swelling,filipino,active
,ginahubag bayag akon,scrotal swelling,scrotal_swelling,filipino,active
,ginahubag bayag akon gid,scrotal swelling,scrotal_swelling,filipino,active
,ginahubag bayag akon subong,scrotal swelling,scrotal_swelling,filipino,active
,ginahubag baywang akon,waist swelling,waist_swelling,filipino,active
,ginahubag baywang akon gid,waist swelling,waist_swelling,filipino,active
,ginahubag baywang gid ko,waist swelling,waist_swelling,filipino,active
,ginahubag baywang ko,waist swelling,waist_swelling,filipino,active
,ginahubag baywang ko gid,waist swelling,waist_swelling,filipino,active
,ginahubag baywang man,waist swelling,waist_swelling,filipino,active
,ginahubag baywang subong,waist swelling,waist_swelling,filipino,active
,ginahubag bilad ako,vaginal swelling,vaginal_swelling,filipino,active
,ginahubag bilad akon,vaginal swelling,vaginal_swelling,filipino,active
,ginahubag bilad akon gid,vaginal swelling,vaginal_swelling,filipino,active
,ginahubag bilad akon subong,vaginal swelling,vaginal_swelling,filipino,active
,ginahubag bilad ko ako,vaginal swelling,vaginal_swelling,filipino,active
,ginahubag bilad ko akon,vaginal swelling,vaginal_swelling,filipino,active
,ginahubag bilad ko akon gid,vaginal swelling,vaginal_swelling,filipino,active
,ginahubag bilad ko akon subong,vaginal swelling,vaginal_swelling,filipino,active
,ginahubag bilat ako,vaginal swelling,vaginal_swelling,filipino,active
,ginahubag bilat akon,vaginal swelling,vaginal_swelling,filipino,active
,ginahubag bilat akon gid,vaginal swelling,vaginal_swelling,filipino,active
,ginahubag bilat akon subong,vaginal swelling,vaginal_swelling,filipino,active
,ginahubag bilat ko ako,vaginal swelling,vaginal_swelling,filipino,active
,ginahubag bilat ko akon,vaginal swelling,vaginal_swelling,filipino,active
,ginahubag bilat ko akon gid,vaginal swelling,vaginal_swelling,filipino,active
,ginahubag bilat ko akon subong,vaginal swelling,vaginal_swelling,filipino,active
,ginahubag buhok akon,hair swelling,hair_swelling,filipino,active
,ginahubag buhok akon gid,hair swelling,hair_swelling,filipino,active
,ginahubag bukong akon,forehead swelling,forehead_swelling,filipino,active
,ginahubag bukong akon gid,forehead swelling,forehead_swelling,filipino,active
,ginahubag bukong gid ko,forehead swelling,forehead_swelling,filipino,active
,ginahubag bukong ko,forehead swelling,forehead_swelling,filipino,active
,ginahubag bukong ko gid,forehead swelling,forehead_swelling,filipino,active
,ginahubag bukong man,forehead swelling,forehead_swelling,filipino,active
,ginahubag bukong subong,forehead swelling,forehead_swelling,filipino,active
,ginahubag buuk akon,arm swelling,arm_swelling,filipino,active
,ginahubag buuk akon gid,arm swelling,arm_swelling,filipino,active
,ginahubag dalunggan akon,ear swelling,ear_swelling,filipino,active
,ginahubag dalunggan akon gid,ear swelling,ear_swelling,filipino,active
,ginahubag dila akon,swollen tongue,swollen_tongue,filipino,active
,ginahubag dila akon gid,swollen tongue,swollen_tongue,filipino,active
,ginahubag dughan akon,chest swelling,chest_swelling,filipino,active
,ginahubag dughan akon gid,chest swelling,chest_swelling,filipino,active
,ginahubag ilong akon,nasal swelling,nasal_swelling,filipino,active
,ginahubag ilong akon gid,nasal swelling,nasal_swelling,filipino,active
,ginahubag ilong gid ko,nasal swelling,nasal_swelling,filipino,active
,ginahubag ilong ko,nasal swelling,nasal_swelling,filipino,active
,ginahubag ilong ko gid,nasal swelling,nasal_swelling,filipino,active
,ginahubag ilong man,nasal swelling,nasal_swelling,filipino,active
,ginahubag ilong subong,nasal swelling,nasal_swelling,filipino,active
,ginahubag itlog ako,testicular swelling,testicular_swelling,filipino,active
,ginahubag itlog akon,testicular swelling,testicular_swelling,filipino,active
,ginahubag itlog akon gid,testicular swelling,testicular_swelling,filipino,active
,ginahubag itlog akon subong,testicular swelling,testicular_swelling,filipino,active
,ginahubag itlog ko ako,testicular swelling,testicular_swelling,filipino,active
,ginahubag itlog ko akon,testicular swelling,testicular_swelling,filipino,active
,ginahubag itlog ko akon gid,testicular swelling,testicular_swelling,filipino,active
,ginahubag itlog ko akon subong,testicular swelling,testicular_swelling,filipino,active
,ginahubag itlog ku ako,testicular swelling,testicular_swelling,filipino,active
,ginahubag itlog ku akon,testicular swelling,testicular_swelling,filipino,active
,ginahubag itlog ku akon gid,testicular swelling,testicular_swelling,filipino,active
,ginahubag itlog ku akon subong,testicular swelling,testicular_swelling,filipino,active
,ginahubag itlug ako,testicular swelling,testicular_swelling,filipino,active
,ginahubag itlug akon,testicular swelling,testicular_swelling,filipino,active
,ginahubag itlug akon gid,testicular swelling,testicular_swelling,filipino,active
,ginahubag itlug akon subong,testicular swelling,testicular_swelling,filipino,active
,ginahubag itlug ko ako,testicular swelling,testicular_swelling,filipino,active
,ginahubag itlug ko akon,testicular swelling,testicular_swelling,filipino,active
,ginahubag itlug ko akon gid,testicular swelling,testicular_swelling,filipino,active
,ginahubag itlug ko akon subong,testicular swelling,testicular_swelling,filipino,active
,ginahubag itlug ku ako,testicular swelling,testicular_swelling,filipino,active
,ginahubag itlug ku akon,testicular swelling,testicular_swelling,filipino,active
,ginahubag itlug ku akon gid,testicular swelling,testicular_swelling,filipino,active
,ginahubag itlug ku akon subong,testicular swelling,testicular_swelling,filipino,active
,ginahubag kamot akon,hand swelling,hand_swelling,filipino,active
,ginahubag kamot akon gid,hand swelling,hand_swelling,filipino,active
,ginahubag kuko akon,nail swelling,nail_swelling,filipino,active
,ginahubag kuko akon gid,nail swelling,nail_swelling,filipino,active
,ginahubag lawas akon,body swelling,body_swelling,filipino,active
,ginahubag lawas akon gid,body swelling,body_swelling,filipino,active
,ginahubag lawi akon,nape swelling,nape_swelling,filipino,active
,ginahubag lawi akon gid,nape swelling,nape_swelling,filipino,active
,ginahubag likod akon,back swelling,back_swelling,filipino,active
,ginahubag likod akon gid,back swelling,back_swelling,filipino,active
,ginahubag liog akon,neck swelling,neck_swelling,filipino,active
,ginahubag liog akon gid,neck swelling,neck_swelling,filipino,active
,ginahubag mata akon,eye swelling,eye_swelling,filipino,active
,ginahubag mata akon gid,eye swelling,eye_swelling,filipino,active
,ginahubag ngipon akon,tooth swelling,tooth_swelling,filipino,active
,ginahubag ngipon akon gid,tooth swelling,tooth_swelling,filipino,active
,ginahubag paa akon,foot swelling,foot_swelling,filipino,active
,ginahubag paa akon gid,foot swelling,foot_swelling,filipino,active
,ginahubag pilas akon,wound swelling,wound_swelling,filipino,active
,ginahubag pilas akon gid,wound swelling,wound_swelling,filipino,active
,ginahubag pisngi akon,facial swelling,facial_swelling,filipino,active
,ginahubag pisngi akon gid,facial swelling,facial_swelling,filipino,active
,ginahubag siko akon,elbow swelling,elbow_swelling,filipino,active
,ginahubag siko akon gid,elbow swelling,elbow_swelling,filipino,active
,ginahubag singit ako,groin swelling,groin_swelling,filipino,active
,ginahubag singit akon,groin swelling,groin_swelling,filipino,active
,ginahubag singit akon gid,groin swelling,groin_swelling,filipino,active
,ginahubag singit akon subong,groin swelling,groin_swelling,filipino,active
,ginahubag tadlong akon,forearm swelling,forearm_swelling,filipino,active
,ginahubag tadlong akon gid,forearm swelling,forearm_swelling,filipino,active
,ginahubag tadlong gid ko,forearm swelling,forearm_swelling,filipino,active
,ginahubag tadlong ko,forearm swelling,forearm_swelling,filipino,active
,ginahubag tadlong ko gid,forearm swelling,forearm_swelling,filipino,active
,ginahubag tadlong man,forearm swelling,forearm_swelling,filipino,active
,ginahubag tadlong subong,forearm swelling,forearm_swelling,filipino,active
,ginahubag tagipusuon akon,heart swelling,heart_swelling,filipino,active
,ginahubag tagipusuon akon gid,heart swelling,heart_swelling,filipino,active
,ginahubag tai akon,buttocks swelling,buttocks_swelling,filipino,active
,ginahubag tai akon gid,buttocks swelling,buttocks_swelling,filipino,active
,ginahubag tiil akon,foot swelling,foot_swelling,filipino,active
,ginahubag tiil akon gid,foot swelling,foot_swelling,filipino,active
,ginahubag tikod akon,heel swelling,heel_swelling,filipino,active
,ginahubag tikod akon gid,heel swelling,heel_swelling,filipino,active
,ginahubag titi akon,breast swelling,breast_swelling,filipino,active
,ginahubag titi akon gid,breast swelling,breast_swelling,filipino,active
,ginahubag tiyan akon,abdominal swelling,abdominal_swelling,filipino,active
,ginahubag tiyan akon gid,abdominal swelling,abdominal_swelling,filipino,active
,ginahubag tudlo akon,finger swelling,finger_swelling,filipino,active
,ginahubag tudlo akon gid,finger swelling,finger_swelling,filipino,active
,ginahubag tuhod akon,knee swelling,knee_swelling,filipino,active
,ginahubag tuhod akon gid,knee swelling,knee_swelling,filipino,active
,ginahubag tungod akon,throat swelling,throat_swelling,filipino,active
,ginahubag tungod akon gid,throat swelling,throat_swelling,filipino,active
,ginahubag tungtong akon,ankle swelling,ankle_swelling,filipino,active
,ginahubag tungtong akon gid,ankle swelling,ankle_swelling,filipino,active
,ginahubag tungtong gid ko,ankle swelling,ankle_swelling,filipino,active
,ginahubag tungtong ko,ankle swelling,ankle_swelling,filipino,active
,ginahubag tungtong ko gid,ankle swelling,ankle_swelling,filipino,active
,ginahubag tungtong man,ankle swelling,ankle_swelling,filipino,active
,ginahubag tungtong subong,ankle swelling,ankle_swelling,filipino,active
,ginahubag ulo akon,head swelling,head_swelling,filipino,active
,ginahubag ulo akon gid,head swelling,head_swelling,filipino,active
,ginahubag utok akon,brain swelling,brain_swelling,filipino,active
,ginahubag utok akon gid,brain swelling,brain_swelling,filipino,active
,ginakagat sang ahas ko,snake bite,snake_bite,filipino,active
,ginakagat sang ahas ku,snake bite,snake_bite,filipino,active
,ginakagat sang ido ko,dog bite,dog_bite,filipino,active
,ginakagat sang ido ku,dog bite,dog_bite,filipino,active
,ginakagat sang ipis ko,cockroach bite,cockroach_bite,filipino,active
,ginakagat sang kuring ko,cat bite,cat_bite,filipino,active
,ginakagat sang lamok ko,mosquito bite,mosquito_bite,filipino,active
,ginakagat sang manok ko,animal bite,animal_bite,filipino,active
,ginakagat sang sapat ko,animal bite,animal_bite,filipino,active
,ginakatol akon ari,penile itching,penile_itching,filipino,active
,ginakatol akon ari ko,penile itching,penile_itching,filipino,active
,ginakatol akon ary,penile itching,penile_itching,filipino,active
,ginakatol akon ary ko,penile itching,penile_itching,filipino,active
,ginakatol akon bilad,vaginal itching,vaginal_itching,filipino,active
,ginakatol akon bilad ko,vaginal itching,vaginal_itching,filipino,active
,ginakatol akon bilat,vaginal itching,vaginal_itching,filipino,active
,ginakatol akon bilat ko,vaginal itching,vaginal_itching,filipino,active
,ginakatol akon itlog,testicular itching,testicular_itching,filipino,active
,ginakatol akon itlog ko,testicular itching,testicular_itching,filipino,active
,ginakatol akon itlug,testicular itching,testicular_itching,filipino,active
,ginakatol akon itlug ko,testicular itching,testicular_itching,filipino,active
