id,patient_complaint_hiligaynon,normalized_symptom,english_translation,medical_term,body_system,urgency_level,alternative_spellings,possible_conditions,confidence_keywords
1696,feel ko nga hapdi gid tiyan ko na gid,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1697,feel ko nga hapdi gid tyan ko ako,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1698,feel ko nga hapdi gid tyan ko gid ako,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1699,feel ko nga hapdi gid tyan ko gid ko,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1700,feel ko nga hapdi gid tyan ko na gid,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1701,feel ko nga masakit akon tiyan halin sang aga ako,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1702,feel ko nga masakit akon tiyan halin sang aga gid,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1703,feel ko nga masakit akon tiyan halin sang aga na gid,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1704,feel ko nga masakit akon tiyan halin sang gabii man,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1705,feel ko nga masakit akon tiyan karon gid,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1706,feel ko nga masakit akon tiyan karon gid ko,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1707,feel ko nga masakit akon tiyan since yesterday,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1708,feel ko nga masakit akon tyan halin sang aga ako,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1709,feel ko nga masakit akon tyan halin sang aga gid,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1710,feel ko nga masakit akon tyan halin sang aga na gid,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1711,feel ko nga masakit akon tyan halin sang gabii man,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1712,feel ko nga masakit akon tyan karon gid,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1713,feel ko nga masakit akon tyan karon gid ko,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1714,feel ko nga masakit akon tyan since yesterday,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1715,feel ko nga masakit tyan ko subong ako,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1716,feel ko nga masakit tyan ko subong gid ako,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1717,feel ko nga masakit tyan ko subong ko,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1718,feel ko nga masakit tyan ko subong subong,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1719,feel ko nga may ara ko sakit tiyan gid,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1720,feel ko nga may ara ko sakit tiyan gid ko,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1721,feel ko nga may ara ko sakit tiyan man,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1722,feel ko nga may ara ko sakit tiyan subong,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1723,feel ko nga may ara ko sakit tyan gid,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1724,feel ko nga may ara ko sakit tyan gid ko,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1725,feel ko nga may ara ko sakit tyan man,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1726,feel ko nga may ara ko sakit tyan subong,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1727,feel ko nga sakit tiyan ko amo gid gid ako,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1728,feel ko nga sakit tiyan ko amo gid subong,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1729,feel ko nga sakit tiyan ko dako gid gid ko,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1730,feel ko nga sakit tiyan ko dako gid man,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1731,feel ko nga sakit tiyan ko daw malala,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1732,feel ko nga sakit tiyan ko grabe na gid,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1733,feel ko nga sakit tiyan ko grabeh gid ko,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1734,feel ko nga sakit tiyan ko grabeh na gid,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1735,feel ko nga sakit tyan ko amo gid gid ako,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1736,feel ko nga sakit tyan ko amo gid subong,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1737,feel ko nga sakit tyan ko dako gid gid ko,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1738,feel ko nga sakit tyan ko dako gid man,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1739,feel ko nga sakit tyan ko daw malala,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1740,feel ko nga sakit tyan ko grabe na gid,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1741,feel ko nga sakit tyan ko grabeh gid ko,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1742,feel ko nga sakit tyan ko grabeh na gid,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1743,feel ko nga stomach pain gid ko ako,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1744,feel ko nga stomach pain gid ko gid,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1745,feel ko nga stomach pain gid ko gid ko,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1746,feel ko nga stomach pain gid ko na gid,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1747,feel ko nga stomach pain gid ko subong,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1748,feel ko nga tiyan ko masakit gid ako,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1749,feel ko nga tiyan ko masakit gid gid ako,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1750,feel ko nga tiyan ko masakit gid ko,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1751,feel ko nga tiyan ko masakit gid man,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1752,feel ko nga tiyan ko masakit gid subong,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1753,feel ko nga tyan ko masakit gid ako,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1754,feel ko nga tyan ko masakit gid gid ako,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1755,feel ko nga tyan ko masakit gid ko,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1756,feel ko nga tyan ko masakit gid man,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1757,feel ko nga tyan ko masakit gid subong,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1758,grabe gid sakit tiyan ko,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1759,grabe gid sakit tiyan ko ako,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1760,grabe gid sakit tiyan ko gid ako,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1761,grabe gid sakit tiyan ko man,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1762,grabe gid sakit tyan ko,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1763,grabe gid sakit tyan ko ako,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1764,grabe gid sakit tyan ko gid ako,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1765,grabe gid sakit tyan ko man,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1766,hapdi gid tiyan ko gid ko,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1767,hapdi gid tiyan ko ko,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1768,hapdi gid tiyan ko na gid,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1769,hapdi gid tiyan ko subong,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1770,hapdi gid tyan ko gid ko,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1771,hapdi gid tyan ko ko,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1772,hapdi gid tyan ko na gid,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1773,hapdi gid tyan ko subong,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1774,Kalibanga gid ko,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1775,Kasukaon gid ko,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1776,Masakit akon tiyan,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
1777,masakit akon tiyan pirmi,sakit tiyan,stomach pain,abdominal pain,digestive,Medium,masakit tiyan;sakit tyan;sakit sikmura;stomach pain;tiyan masakit,gastritis;GERD;appendicitis;IBS;food poisoning,stomach;abdomen;tiyan;pain
