symptom_id,symptom_name,standardized_concept,category,language,local_term,status
2245,Abnormal Radial Metaphysis Morphology,abnormal_radial_metaphysis_morphology,general,english,,active
2246,Abnormal Radial Ray Morphology,abnormal_radial_ray_morphology,general,english,,active
2247,Abnormal Radioactive Iodine Uptake Test Result,abnormal_radioactive_iodine_uptake_test_result,general,english,,active
2248,Abnormal Radiologic Findings On Dx Imaging of Left Kidney,abnormal_radiologic_findings_on_dx_imaging_of_left_kidney,general,english,,active
2249,Abnormal Radiologic Findings On Dx Imaging of Left Testicle,abnormal_radiologic_findings_on_dx_imaging_of_left_testicle,general,english,,active
2250,Abnormal Radiologic Findings On Dx Imaging of R Kidney,abnormal_radiologic_findings_on_dx_imaging_of_r_kidney,general,english,,active
2251,Abnormal Radiologic Findings On Dx Imaging of Right Testicle,abnormal_radiologic_findings_on_dx_imaging_of_right_testicle,general,english,,active
2252,Abnormal Radiologic Findings On Dx Imaging of Unsp Kidney,abnormal_radiologic_findings_on_dx_imaging_of_unsp_kidney,general,english,,active
2253,Abnormal Radiologic Findings On Dx Imaging of Unsp Testicle,abnormal_radiologic_findings_on_dx_imaging_of_unsp_testicle,general,english,,active
2254,"Abnormal Radlgc Findings On Dx Imaging of Testicles, Bi","abnormal_radlgc_findings_on_dx_imaging_of_testicles,_bi",general,english,,active
2255,Abnormal Rapid Eye Movement Sleep,abnormal_rapid_eye_movement_sleep,general,english,,active
2256,Abnormal RBC Count,abnormal_rbc_count,general,english,,active
2257,Abnormal Rectum Morphology,abnormal_rectum_morphology,general,english,,active
2258,Abnormal Rectus Muscle Physiology,abnormal_rectus_muscle_physiology,general,english,,active
2259,Abnormal Red Blood Cell Count,abnormal_red_blood_cell_count,general,english,,active
2260,Abnormal Red Nucleus Morphology,abnormal_red_nucleus_morphology,general,english,,active
2261,Abnormal Reflex,abnormal_reflex,general,english,,active
2262,Abnormal Regional Left Ventricular Contraction,abnormal_regional_left_ventricular_contraction,general,english,,active
2263,Abnormal Regulatory T Cell Proportion,abnormal_regulatory_t_cell_proportion,general,english,,active
2264,Abnormal Relationship,abnormal_relationship,general,english,,active
2265,Abnormal REM Sleep,abnormal_rem_sleep,general,english,,active
2266,Abnormal Renal Arteriole Endothelium Morphology,abnormal_renal_arteriole_endothelium_morphology,general,english,,active
2267,Abnormal Renal Arteriole Intima/media Morphology,abnormal_renal_arteriole_intima/media_morphology,general,english,,active
2268,Abnormal Renal Arteriole Lumen Morphology,abnormal_renal_arteriole_lumen_morphology,general,english,,active
2269,Abnormal Renal Arteriole Morphology,abnormal_renal_arteriole_morphology,general,english,,active
2270,Abnormal Renal Artery Morphology,abnormal_renal_artery_morphology,general,english,,active
2271,Abnormal Renal Calyx Morphology,abnormal_renal_calyx_morphology,general,english,,active
2272,Abnormal Renal Collecting System Morphology,abnormal_renal_collecting_system_morphology,general,english,,active
2273,Abnormal Renal Corpuscle Morphology,abnormal_renal_corpuscle_morphology,general,english,,active
2274,Abnormal Renal Cortex Morphology,abnormal_renal_cortex_morphology,general,english,,active
2275,Abnormal Renal Corticomedullary Differentiation,abnormal_renal_corticomedullary_differentiation,general,english,,active
2276,Abnormal Renal Echogenicity,abnormal_renal_echogenicity,general,english,,active
2277,Abnormal Renal Function,abnormal_renal_function,general,english,,active
2278,Abnormal Renal Glomerular Capsule Morphology,abnormal_renal_glomerular_capsule_morphology,general,english,,active
2279,Abnormal Renal Glomerulus Morphology,abnormal_renal_glomerulus_morphology,general,english,,active
2280,Abnormal Renal Interstitial Morphology,abnormal_renal_interstitial_morphology,general,english,,active
2281,Abnormal Renal Medulla Morphology,abnormal_renal_medulla_morphology,general,english,,active
2282,Abnormal Renal Morphology,abnormal_renal_morphology,general,english,,active
2283,Abnormal Renal Pelvis Morphology,abnormal_renal_pelvis_morphology,general,english,,active
2284,Abnormal Renal Physiology,abnormal_renal_physiology,general,english,,active
2285,Abnormal Renal Resorption,abnormal_renal_resorption,general,english,,active
2286,Abnormal Renal Tubular Epithelial Morphology,abnormal_renal_tubular_epithelial_morphology,general,english,,active
2287,Abnormal Renal Tubular Lumen Morphology,abnormal_renal_tubular_lumen_morphology,general,english,,active
2288,Abnormal Renal Tubular Luminal Morphology,abnormal_renal_tubular_luminal_morphology,general,english,,active
2289,Abnormal Renal Tubular Resorption,abnormal_renal_tubular_resorption,general,english,,active
2290,Abnormal Renal Tubule Morphology,abnormal_renal_tubule_morphology,general,english,,active
2291,Abnormal Renal Vascular Morphology,abnormal_renal_vascular_morphology,general,english,,active
2292,Abnormal Repetitive Mannerism,abnormal_repetitive_mannerism,general,english,,active
2293,Abnormal Reproductive System Morphology,abnormal_reproductive_system_morphology,general,english,,active
2294,Abnormal Residual Volume,abnormal_residual_volume,general,english,,active
2295,Abnormal Respiration,abnormal_respiration,general,english,,active
2296,Abnormal Respiratory Epithelium Morphology,abnormal_respiratory_epithelium_morphology,general,english,,active
2297,Abnormal Respiratory Motile Cilium Morphology,abnormal_respiratory_motile_cilium_morphology,general,english,,active
2298,Abnormal Respiratory Motile Cilium Physiology,abnormal_respiratory_motile_cilium_physiology,general,english,,active
2299,Abnormal Respiratory Patterns,abnormal_respiratory_patterns,general,english,,active
2300,Abnormal Respiratory System Morphology,abnormal_respiratory_system_morphology,general,english,,active
2301,Abnormal Respiratory System Physiology,abnormal_respiratory_system_physiology,general,english,,active
2302,Abnormal Response to ACTH Stimulation Test,abnormal_response_to_acth_stimulation_test,general,english,,active
2303,Abnormal Response to Adrenocorticotropic-hormone Stimulation Test,abnormal_response_to_adrenocorticotropic-hormone_stimulation_test,general,english,,active
2304,Abnormal Response to Corticotropin Releasing Hormone Stimulation Test,abnormal_response_to_corticotropin_releasing_hormone_stimulation_test,general,english,,active
2305,Abnormal Response to Corticotropin Stimulation Test,abnormal_response_to_corticotropin_stimulation_test,general,english,,active
2306,Abnormal Response to CRH Stimulation Test,abnormal_response_to_crh_stimulation_test,general,english,,active
2307,Abnormal Response to Endocrine Stimulation Test,abnormal_response_to_endocrine_stimulation_test,general,english,,active
2308,Abnormal Response to Glucagon Stimulation Test,abnormal_response_to_glucagon_stimulation_test,general,english,,active
2309,Abnormal Response to GnRH Stimulation Test,abnormal_response_to_gnrh_stimulation_test,general,english,,active
2310,Abnormal Response to Gonadotropin-releasing Hormone Stimulation Test,abnormal_response_to_gonadotropin-releasing_hormone_stimulation_test,general,english,,active
2311,Abnormal Response to HCG Stimulation Test,abnormal_response_to_hcg_stimulation_test,general,english,,active
2312,Abnormal Response to Human Chorionic Gonadotrophin Stimulation Test,abnormal_response_to_human_chorionic_gonadotrophin_stimulation_test,general,english,,active
2313,Abnormal Response to Insulin Tolerance Test,abnormal_response_to_insulin_tolerance_test,general,english,,active
2314,"Abnormal Response to Nerve Stimulation, Unspecified","abnormal_response_to_nerve_stimulation,_unspecified",general,english,,active
2315,Abnormal Response to Short Acting Pulmonary Vasodilator,abnormal_response_to_short_acting_pulmonary_vasodilator,general,english,,active
2316,Abnormal Response to Social Norms,abnormal_response_to_social_norms,general,english,,active
2317,Abnormal Resting Energy Expenditure From Metabolic Cart Test,abnormal_resting_energy_expenditure_from_metabolic_cart_test,general,english,,active
2318,"Abnormal Result of Cardiovascular Function Study, Unsp","abnormal_result_of_cardiovascular_function_study,_unsp",general,english,,active
2319,Abnormal Result of Other Cardiovascular Function Study,abnormal_result_of_other_cardiovascular_function_study,general,english,,active
2320,Abnormal Results of Function Studies of Cnsl,abnormal_results_of_function_studies_of_cnsl,general,english,,active
2321,Abnormal Results of Function Studies of Organs and Systems,abnormal_results_of_function_studies_of_organs_and_systems,general,english,,active
2322,Abnormal Results of Function Studies of Prph Nervous Sys,abnormal_results_of_function_studies_of_prph_nervous_sys,general,english,,active
2323,Abnormal Results of Kidney Function Studies,abnormal_results_of_kidney_function_studies,general,english,,active
2324,Abnormal Results of Liver Function Studies,abnormal_results_of_liver_function_studies,general,english,,active
2325,Abnormal Results of Other Endocrine Function Studies,abnormal_results_of_other_endocrine_function_studies,general,english,,active
2326,Abnormal Results of Other Function Studies of Eye,abnormal_results_of_other_function_studies_of_eye,general,english,,active
2327,Abnormal Results of Pulmonary Function Studies,abnormal_results_of_pulmonary_function_studies,general,english,,active
2328,Abnormal Results of Thyroid Function Studies,abnormal_results_of_thyroid_function_studies,general,english,,active
2329,Abnormal Rete Ridge Morphology,abnormal_rete_ridge_morphology,general,english,,active
2330,Abnormal Reticulocyte Morphology,abnormal_reticulocyte_morphology,general,english,,active
2331,Abnormal Retina,abnormal_retina,general,english,,active
2332,Abnormal Retinal Arterial/arteriolar Morphology,abnormal_retinal_arterial/arteriolar_morphology,general,english,,active
2333,Abnormal Retinal Arteriole Morphology,abnormal_retinal_arteriole_morphology,general,english,,active
2334,Abnormal Retinal Artery Morphology,abnormal_retinal_artery_morphology,general,english,,active
2335,Abnormal Retinal Morphology,abnormal_retinal_morphology,general,english,,active
2336,Abnormal Retinal Morphology On Macular OCT,abnormal_retinal_morphology_on_macular_oct,general,english,,active
2337,Abnormal Retinal Nerve Fiber Layer Morphology,abnormal_retinal_nerve_fiber_layer_morphology,general,english,,active
2338,Abnormal Retinal Nerve Fibre Layer Morphology,abnormal_retinal_nerve_fibre_layer_morphology,general,english,,active
2339,Abnormal Retinal Pigmentation,abnormal_retinal_pigmentation,general,english,,active
2340,Abnormal Retinal Vascular Morphology,abnormal_retinal_vascular_morphology,general,english,,active
2341,Abnormal Retinal Vein Morphology,abnormal_retinal_vein_morphology,general,english,,active
2342,Abnormal Rhythmic Movements of Ankle,abnormal_rhythmic_movements_of_ankle,general,english,,active
2343,Abnormal Rib Cage Morphology,abnormal_rib_cage_morphology,general,english,,active
2344,Abnormal Rib Morphology,abnormal_rib_morphology,general,english,,active
2345,Abnormal Rib Ossification,abnormal_rib_ossification,general,english,,active
2346,Abnormal Right Atrium Morphology,abnormal_right_atrium_morphology,general,english,,active
2347,Abnormal Right Hemidiaphragm Morphology,abnormal_right_hemidiaphragm_morphology,general,english,,active
2348,Abnormal Right Ventricle Morphology,abnormal_right_ventricle_morphology,general,english,,active
2349,Abnormal Right Ventricular Function,abnormal_right_ventricular_function,general,english,,active
2350,Abnormal Rituals,abnormal_rituals,general,english,,active
2351,Abnormal Rod and Cone Electroretinogram,abnormal_rod_and_cone_electroretinogram,general,english,,active
2352,Abnormal Rotation of the Kidneys,abnormal_rotation_of_the_kidneys,general,english,,active
2353,Abnormal RTE CD4+ T Cell Proportion,abnormal_rte_cd4+_t_cell_proportion,general,english,,active
2354,Abnormal RV/TLC Ratio,abnormal_rv/tlc_ratio,general,english,,active
2355,Abnormal S Wave,abnormal_s_wave,general,english,,active
2356,Abnormal Saccadic Eye Movements,abnormal_saccadic_eye_movements,general,english,,active
2357,Abnormal Saccule Morphology,abnormal_saccule_morphology,general,english,,active
2358,Abnormal Sacral Segmentation,abnormal_sacral_segmentation,general,english,,active
2359,Abnormal Sacroiliac Joint Morphology,abnormal_sacroiliac_joint_morphology,general,english,,active
2360,Abnormal Sacrum Morphology,abnormal_sacrum_morphology,general,english,,active
2361,Abnormal Sadness,abnormal_sadness,general,english,,active
2362,Abnormal Salivary Cortisol Level,abnormal_salivary_cortisol_level,general,english,,active
2363,Abnormal Salivary Gland Morphology,abnormal_salivary_gland_morphology,general,english,,active
2364,Abnormal Salivary Metabolite Concentration,abnormal_salivary_metabolite_concentration,general,english,,active
2365,Abnormal Sarcomere Morphology,abnormal_sarcomere_morphology,general,english,,active
2366,Abnormal Scalp Morphology,abnormal_scalp_morphology,general,english,,active
2367,Abnormal Scaphoid Morphology,abnormal_scaphoid_morphology,general,english,,active
2368,Abnormal Scapula Morphology,abnormal_scapula_morphology,general,english,,active
2369,Abnormal Schwann Cell Morphology,abnormal_schwann_cell_morphology,general,english,,active
2370,Abnormal Sclera Morphology,abnormal_sclera_morphology,general,english,,active
2371,Abnormal Scleral Thickness,abnormal_scleral_thickness,general,english,,active
2372,Abnormal Scrotal Rugation,abnormal_scrotal_rugation,general,english,,active
2373,Abnormal Scrotum Morphology,abnormal_scrotum_morphology,general,english,,active
2374,Abnormal Scrotum Position,abnormal_scrotum_position,general,english,,active
2375,Abnormal Sebaceous Gland Morphology,abnormal_sebaceous_gland_morphology,general,english,,active
2376,Abnormal Second Heart Sound,abnormal_second_heart_sound,general,english,,active
2377,Abnormal Second Toe Morphology,abnormal_second_toe_morphology,general,english,,active
2378,Abnormal Sella Turcica Morphology,abnormal_sella_turcica_morphology,general,english,,active
2379,Abnormal Semantics,abnormal_semantics,general,english,,active
2380,Abnormal Semicircular Canal Morphology,abnormal_semicircular_canal_morphology,general,english,,active
2381,Abnormal Seminal Vesicle Morphology,abnormal_seminal_vesicle_morphology,general,english,,active
